token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO055	0	ciao	ciao	linguistic	_	Begin=1.366	_	_	_	_
0-1	TO055	0	eli,	eli	linguistic	Intonation=WeaklyRising	End=1.884	_	_	_	_
1-0	TO047	1	ciao.	ciao	linguistic	Intonation=Falling	Begin=2.315|End=2.661	_	_	_	_
2-0	TO055	2	cosa	cosa	linguistic	_	Begin=3.074	_	_	_	_
2-1	TO055	2	studi	studi	linguistic	_	_	_	_	_	_
2-2	TO055	2	te	te	linguistic	_	End=3.893	_	_	_	_
3-0	TO047	3	allora	allora	linguistic	_	Begin=4.79	_	_	_	_
3-1	TO047	3	io::,	io	linguistic	Intonation=WeaklyRising	_	1x2	_	_	_
3-2	TO047	3	studio:::	studio	linguistic	_	_	5x3	_	_	_
3-3	TO047	3	al	al	linguistic	_	_	_	_	_	_
3-4	TO047	3	politecnico	politecnico	linguistic	_	_	_	_	_	_
3-5	TO047	3	di	di	linguistic	_	_	_	_	_	_
3-6	TO047	3	torino,	torino	linguistic	Intonation=WeaklyRising	_	_	_	_	_
3-7	TO047	3	e:::	e	linguistic	_	_	0x3	_	_	_
3-8	TO047	3	m::h	mh	linguistic	_	_	0x2	_	_	_
3-9	TO047	3	seguo	seguo	linguistic	_	_	_	_	_	_
3-10	TO047	3	il	il	linguistic	_	_	_	_	_	_
3-11	TO047	3	corso	corso	linguistic	_	_	_	_	_	_
3-12	TO047	3	di::	di	linguistic	_	_	1x2	_	_	_
3-13	TO047	3	design	design	linguistic	_	_	_	_	_	_
3-14	TO047	3	e	e	linguistic	_	_	_	_	_	_
3-15	TO047	3	comunicazione	comunicazione	linguistic	_	_	_	_	_	_
3-16	TO047	3	visiva,	visiva	linguistic	Intonation=WeaklyRising	End=11.715	_	_	_	_
4-0	TO047	4	che	che	linguistic	ProsodicLink=Yes	Begin=12.166	_	_	_	_
4-1	TO047	4	è:	è	linguistic	ProsodicLink=Yes	_	0x1	_	_	_
4-2	TO047	4	un	un	linguistic	_	_	_	_	_	_
4-3	TO047	4	corso::	corso	linguistic	_	_	4x2	_	_	_
4-4	TO047	4	della	della	linguistic	_	_	_	_	_	_
4-5	TO047	4	triennale:::	triennale	linguistic	_	_	8x3	_	_	_
4-6	TO047	4	al	al	linguistic	_	_	_	_	_	_
4-7	TO047	4	politecnico:,	politecnico	linguistic	Intonation=WeaklyRising	_	10x1	_	_	_
4-8	TO047	4	della	della	linguistic	_	_	_	_	_	_
4-9	TO047	4	sezione	sezione	linguistic	_	_	_	_	_	_
4-10	TO047	4	di	di	linguistic	_	_	_	_	_	_
4-11	TO047	4	architettura,	architettura	linguistic	Intonation=WeaklyRising	End=18.61	_	_	_	_
5-0	TO047	5	perché	perché	linguistic	_	Begin=19.047	_	_	_	_
5-1	TO047	5	architettura	architettura	linguistic	ProsodicLink=Yes	_	_	_	_	_
5-2	TO047	5	ha::	ha	linguistic	_	_	1x2	_	_	_
5-3	TO047	5	tre	tre	linguistic	_	_	_	_	_	_
5-4	TO047	5	indirizzi,	indirizzi	linguistic	Intonation=WeaklyRising	_	_	_	_	_
5-5	TO047	5	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
5-6	TO047	5	uno	uno	linguistic	_	_	_	_	_	_
5-7	TO047	5	è:	è	linguistic	_	_	0x1	_	_	_
5-8	TO047	5	architettura	architettura	linguistic	_	_	_	_	_	_
5-9	TO047	5	normale,	normale	linguistic	Intonation=WeaklyRising	_	_	_	_	_
5-10	TO047	5	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
5-11	TO047	5	altro	altro	linguistic	_	_	_	_	_	_
