token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO024	0	((si_schiarisce_la_voce))	((si_schiarisce_la_voce))	nonverbalbehavior	_	Begin=0.0|End=0.895	_	_	_	_
1-0	TO024	1	matteo	matteo	linguistic	_	Begin=2.096	_	_	_	_
1-1	TO024	1	bianchi	bianchi	linguistic	_	End=3.733	_	_	_	_
2-0	TO024	2	matteo	matteo	linguistic	_	Begin=10.553	_	_	_	_
2-1	TO024	2	bianchi.	bianchi	linguistic	Intonation=Falling	_	_	_	_	_
2-2	TO024	2	ah	ah	linguistic	_	_	_	_	_	_
2-3	TO024	2	è	è	linguistic	_	_	_	_	_	_
2-4	TO024	2	lei.	lei	linguistic	Intonation=Falling	End=12.386	_	_	_	_
3-0	TO024	3	((colpo_di_tosse))	((colpo_di_tosse))	nonverbalbehavior	_	Begin=14.604|End=14.815	_	_	_	_
4-0	TO023	4	buongiorno.	buongiorno	linguistic	Intonation=Falling	Begin=16.727|End=17.181	_	_	_	_
5-0	TO024	5	buongiorno,	buongiorno	linguistic	Intonation=weakly_rising	Begin=17.194	_	_	_	_
5-1	TO024	5	si	si	linguistic	_	_	_	_	_	_
5-2	TO024	5	accomodi.	accomodi	linguistic	Intonation=Falling	End=18.719	_	_	_	_
6-0	TO024	6	allora.	allora	linguistic	Intonation=Falling	Begin=21.943	_	_	_	_
6-1	TO024	6	lei	lei	linguistic	_	_	_	_	_	_
6-2	TO024	6	è	è	linguistic	_	_	_	_	_	_
6-3	TO024	6	frequentante.	frequentante	linguistic	Intonation=Falling	End=23.384	_	_	_	_
7-0	TO023	7	sì.	sì	linguistic	Intonation=Falling	Begin=23.384|End=23.708	_	_	_	_
8-0	TO024	8	era	era	linguistic	_	Begin=24.397	_	_	_	_
8-1	TO024	8	presente	presente	linguistic	_	_	_	_	_	_
8-2	TO024	8	il	il	linguistic	_	_	_	_	_	_
8-3	TO024	8	giorno	giorno	linguistic	_	_	_	_	_	_
8-4	TO024	8	[che	che	linguistic	_	_	_	_	_	0-3(0)
8-5	TO024	8	ho	ho	linguistic	_	_	_	_	_	0-2(0)
8-6	TO024	8	raccolto	raccolto	linguistic	_	_	_	_	_	0-8(0)
8-7	TO024	8	le	le	linguistic	_	_	_	_	_	0-2(0)
8-8	TO024	8	firme]?	firme	linguistic	Intonation=Rising	End=27.353	_	_	_	0-5(0)
9-0	TO023	9	[delle	delle	linguistic	_	Begin=25.931	_	_	_	0-5(0)
9-1	TO023	9	firme?	firme	linguistic	Intonation=Rising	_	_	_	_	0-5(0)
9-2	TO023	9	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(0)
9-3	TO023	9	sì	sì	linguistic	_	_	_	_	_	0-2(0)
9-4	TO023	9	sì	sì	linguistic	_	_	_	_	_	0-2(0)
9-5	TO023	9	sì].	sì	linguistic	Intonation=Falling	End=27.395	_	_	_	0-2(0)
10-0	TO024	10	e::::h	eh	linguistic	_	Begin=28.825	0x4	_	_	_
10-1	TO024	10	quindi,	quindi	linguistic	Intonation=weakly_rising	_	_	_	_	_
