token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO055	0	allora	allora	linguistic	_	Begin=0.58	_	_	_	_
0-1	TO055	0	ciao	ciao	linguistic	_	_	_	_	_	_
0-2	TO055	0	mari.	mari	linguistic	Intonation=Falling	End=1.435	_	_	_	_
1-0	TO043	1	ciao	ciao	linguistic	_	Begin=1.47	_	_	_	_
1-1	TO043	1	eli,	eli	linguistic	Intonation=weakly_rising	End=2.313	_	_	_	_
2-0	TO055	2	cosa	cosa	linguistic	_	Begin=2.59	_	_	_	_
2-1	TO055	2	studi	studi	linguistic	_	_	_	_	_	_
2-2	TO055	2	te?	te	linguistic	Intonation=Rising	End=3.386	_	_	_	_
3-0	TO043	3	allora:	allora	linguistic	_	Begin=3.98	5x1	_	_	_
3-1	TO043	3	io,	io	linguistic	Intonation=weakly_rising	End=5.17	_	_	_	_
4-0	TO043	4	quest'	quest'	linguistic	SpaceAfter=No	Begin=5.34	_	_	_	_
4-1	TO043	4	anno,	anno	linguistic	Intonation=weakly_rising	End=6.344	_	_	_	_
5-0	TO043	5	mi	mi	linguistic	_	Begin=6.52	_	_	_	_
5-1	TO043	5	sto	sto	linguistic	_	_	_	_	_	_
5-2	TO043	5	specializzando	specializzando	linguistic	_	_	_	_	_	_
5-3	TO043	5	in	in	linguistic	_	_	_	_	_	_
5-4	TO043	5	business	business	linguistic	_	_	_	_	_	_
5-5	TO043	5	administration,	administration	linguistic	Intonation=weakly_rising	End=9.42	_	_	_	_
6-0	TO055	6	okay.	okay	linguistic	Intonation=Falling	Begin=9.42|End=10.03	_	_	_	_
7-0	TO043	7	che	che	linguistic	_	Begin=10.415	_	_	_	_
7-1	TO043	7	in	in	linguistic	_	_	_	_	_	_
7-2	TO043	7	poche	poche	linguistic	_	_	_	_	_	_
7-3	TO043	7	parole	parole	linguistic	_	_	_	_	_	_
7-4	TO043	7	sarebbe	sarebbe	linguistic	_	_	_	_	_	_
7-5	TO043	7	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
7-6	TO043	7	amministrazione	amministrazione	linguistic	_	_	_	_	_	_
7-7	TO043	7	azie[ndale].	aziendale	linguistic	Intonation=Falling	End=13.769	_	_	_	4-9(0)
8-0	TO055	8	[mhmh]	mhmh	linguistic	_	Begin=13.212|End=13.76	_	_	_	0-4(0)
9-0	TO043	9	dal	dal	linguistic	_	Begin=14.212	_	_	_	_
9-1	TO043	9	punto	punto	linguistic	_	_	_	_	_	_
9-2	TO043	9	di	di	linguistic	_	_	_	_	_	_
9-3	TO043	9	vista	vista	linguistic	_	_	_	_	_	_
9-4	TO043	9	sia	sia	linguistic	_	_	_	_	_	_
9-5	TO043	9	contabile	contabile	linguistic	_	_	_	_	_	_
9-6	TO043	9	che	che	linguistic	_	_	_	_	_	_
9-7	TO043	9	finanziario	finanziario	linguistic	_	_	_	_	_	_
9-8	TO043	9	che	che	linguistic	_	_	_	_	_	_
9-9	TO043	9	organizzat[ivo],	organizzativo	linguistic	Intonation=weakly_rising	End=18.081	_	_	_	10-13(1)
10-0	TO055	10	[okay].	okay	linguistic	Intonation=Falling	Begin=17.666|End=18.081	_	_	_	0-4(1)
11-0	TO043	11	allora	allora	linguistic	_	Begin=18.486	_	_	_	_
11-1	TO043	11	io	io	linguistic	_	_	_	_	_	_
11-2	TO043	11	diciamo	diciamo	linguistic	_	_	_	_	_	_
11-3	TO043	11	che	che	linguistic	_	_	_	_	_	_
11-4	TO043	11	ho	ho	linguistic	_	_	_	_	_	_
11-5	TO043	11	scelto	scelto	linguistic	_	_	_	_	_	_
11-6	TO043	11	questo	questo	linguistic	_	_	_	_	_	_
11-7	TO043	11	corso	corso	linguistic	_	_	_	_	_	_
11-8	TO043	11	perché	perché	linguistic	_	_	_	_	_	_
11-9	TO043	11	avevo	avevo	linguistic	_	_	_	_	_	_
11-10	TO043	11	già	già	linguistic	_	_	_	_	_	_
11-11	TO043	11	una	una	linguistic	_	_	_	_	_	_
11-12	TO043	11	base	base	linguistic	_	_	_	_	_	_
11-13	TO043	11	contabile	contabile	linguistic	_	_	_	_	_	_
11-14	TO043	11	dalla	dalla	linguistic	_	_	_	_	_	_
11-15	TO043	11	triennale	triennale	linguistic	_	_	_	_	_	_
11-16	TO043	11	e	e	linguistic	_	_	_	_	_	_
11-17	TO043	11	dalle	dalle	linguistic	_	_	_	_	_	_
11-18	TO043	11	superiori	superiori	linguistic	_	_	_	_	_	_
11-19	TO043	11	perché	perché	linguistic	_	_	_	_	_	_
11-20	TO043	11	ho	ho	linguistic	_	_	_	_	_	_
11-21	TO043	11	fat[to	fatto	linguistic	_	_	_	_	_	3-5(2)
11-22	TO043	11	ragion]eria,	ragioneria	linguistic	Intonation=weakly_rising	End=25.153	_	_	_	0-6(2)
12-0	TO055	12	[mhmh]	mhmh	linguistic	_	Begin=24.25|End=24.95	_	_	_	0-4(2)
13-0	TO043	13	e	e	linguistic	_	Begin=25.801	_	_	_	_
13-1	TO043	13	volevo	volevo	linguistic	_	_	_	_	_	_
13-2	TO043	13	avere	avere	linguistic	_	_	_	_	_	_
13-3	TO043	13	diciamo	diciamo	linguistic	_	_	_	_	_	_
13-4	TO043	13	un	un	linguistic	_	_	_	_	_	_
13-5	TO043	13	bagaglio	bagaglio	linguistic	_	_	_	_	_	_
