token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO021	0	d'	d'	linguistic	SpaceAfter=No	Begin=0.2	_	_	_	_
0-1	BO021	0	istruzioni	istruzioni	linguistic	_	_	_	_	_	_
0-2	BO021	0	va	va	linguistic	_	End=1.279	_	_	_	_
1-0	BO072	1	guarda	guarda	linguistic	_	Begin=1.279|End=2.142	_	_	_	_
2-0	BO072	2	che	che	linguistic	_	Begin=2.26	_	_	_	_
2-1	BO072	2	programma	programma	linguistic	_	_	_	_	_	_
2-2	BO072	2	è?	è	linguistic	Intonation=Rising	End=3.336	_	_	_	_
3-0	BO071	3	si	si	linguistic	_	Begin=3.824	_	_	_	_
3-1	BO071	3	chiama	chiama	linguistic	_	_	_	_	_	_
3-2	BO071	3	mh::	mh	linguistic	_	_	1x2	_	_	_
3-3	BO071	3	zoom	zoom	linguistic	_	_	_	_	_	_
3-4	BO071	3	and	and	linguistic	_	_	_	_	_	_
3-5	BO071	3	rec[ord]	record	linguistic	_	End=7.409	_	_	_	3-6(0)
4-0	BO072	4	[si]	si	linguistic	_	Begin=7.129	_	_	_	0-2(0)
4-1	BO072	4	chiama	chiama	linguistic	_	_	_	_	_	_
4-2	BO072	4	u	u	linguistic	_	_	_	_	_	_
4-3	BO072	4	settecento	settecento	linguistic	_	_	_	_	_	_
4-4	BO072	4	settanta	settanta	linguistic	_	_	_	_	_	_
4-5	BO072	4	sette?	sette	linguistic	Intonation=Rising	End=9.026	_	_	_	_
5-0	BO071	5	no.	no	linguistic	Intonation=Falling	Begin=9.035|End=9.387	_	_	_	_
6-0	BO072	6	perché	perché	linguistic	_	Begin=9.39	_	_	_	_
6-1	BO072	6	dovrebbe	dovrebbe	linguistic	_	_	_	_	_	_
6-2	BO072	6	chiamarsi	chiamarsi	linguistic	_	_	_	_	_	_
6-3	BO072	6	u	u	linguistic	_	_	_	_	_	_
6-4	BO072	6	settecento	settecento	linguistic	_	_	_	_	_	_
6-5	BO072	6	settanta	settanta	linguistic	_	_	_	_	_	_
6-6	BO072	6	sette?	sette	linguistic	Intonation=Rising	End=12.065	_	_	_	_
7-0	BO021	7	per	per	linguistic	_	Begin=12.065	_	_	_	_
7-1	BO021	7	quale	quale	linguistic	_	_	_	_	_	_
7-2	BO021	7	motivo?	motivo	linguistic	Intonation=Rising	End=13.358	_	_	_	_
8-0	BO071	8	come	come	linguistic	_	Begin=13.46	_	_	_	_
8-1	BO071	8	per	per	linguistic	_	_	_	_	_	_
8-2	BO071	8	quale	quale	linguistic	_	_	_	_	_	_
8-3	BO071	8	motivo?	motivo	linguistic	Intonation=Rising	End=14.786	_	_	_	_
9-0	BO071	9	perché?	perché	linguistic	Intonation=Rising	Begin=14.82|End=15.52	_	_	_	_
10-0	BO072	10	non	non	linguistic	_	Begin=15.659	_	_	_	_
10-1	BO072	10	lo	lo	linguistic	_	_	_	_	_	_
10-2	BO072	10	so	so	linguistic	_	_	_	_	_	_
10-3	BO072	10	ma	ma	linguistic	_	_	_	_	_	_
10-4	BO072	10	io	io	linguistic	_	_	_	_	_	_
10-5	BO072	10	lo	lo	linguistic	_	_	_	_	_	_
10-6	BO072	10	chiamerei	chiamerei	linguistic	_	_	_	_	_	_
10-7	BO072	10	u	u	linguistic	_	_	_	_	_	_
10-8	BO072	10	settecento	settecento	linguistic	_	_	_	_	_	_
10-9	BO072	10	settanta	settanta	linguistic	_	_	_	_	_	_
10-10	BO072	10	s[ette],	sette	linguistic	Intonation=weakly_rising	End=17.94	_	_	_	1-5(1)
11-0	BO071	11	[okay	okay	linguistic	_	Begin=17.623	_	_	_	0-4(1)
11-1	BO071	11	ad]esso	adesso	linguistic	_	_	_	_	_	0-2(1)
11-2	BO071	11	adesso	adesso	linguistic	_	_	_	_	_	_
11-3	BO071	11	ufficilamente	ufficilamente	linguistic	_	_	_	_	_	_
11-4	BO071	11	possiamo	possiamo	linguistic	_	_	_	_	_	_
11-5	BO071	11	sparare	sparare	linguistic	_	_	_	_	_	_
11-6	BO071	11	un	un	linguistic	_	_	_	_	_	_
11-7	BO071	11	sacco	sacco	linguistic	_	_	_	_	_	_
11-8	BO071	11	di	di	linguistic	_	_	_	_	_	_
11-9	BO071	11	puttantate,	puttantate	linguistic	Intonation=weakly_rising	End=21.28	_	_	_	_
12-0	BO071	12	che	che	linguistic	_	Begin=21.766	_	_	_	_
12-1	BO071	12	a~	a~	linguistic	Interrupted=Yes	_	_	_	_	_
12-2	BO071	12	e	e	linguistic	_	_	_	_	_	_
12-3	BO071	12	maria	maria	linguistic	_	_	_	_	_	_
12-4	BO071	12	potrà	potrà	linguistic	_	_	_	_	_	_
12-5	BO071	12	usarle	usarle	linguistic	_	_	_	_	_	_
12-6	BO071	12	contro	contro	linguistic	_	_	_	_	_	_
12-7	BO071	12	di	di	linguistic	_	_	_	_	_	_
12-8	BO071	12	noi	noi	linguistic	_	_	_	_	_	_
12-9	BO071	12	ufficial[mente],	ufficialmente	linguistic	Intonation=weakly_rising	End=24.723	_	_	_	8-13(2)
13-0	BO021	13	[si]::	si	linguistic	_	Begin=24.31|End=25.02	1x2	_	_	0-2(2)
14-0	BO071	14	eee	eee	linguistic	_	Begin=25.02|End=25.548	_	_	_	_
15-0	BO072	15	e:::	e	linguistic	_	Begin=26.356|End=27.045	0x3	_	_	_
16-0	BO071	16	ci	ci	linguistic	_	Begin=27.389	_	_	_	_
16-1	BO071	16	sarà	sarà	linguistic	_	_	_	_	_	_
16-2	BO071	16	un	un	linguistic	_	_	_	_	_	_
16-3	BO071	16	modo	modo	linguistic	_	_	_	_	_	_
16-4	BO071	16	per	per	linguistic	_	_	_	_	_	_
