token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO087	0	è	è	linguistic	_	Begin=0.0	_	_	_	_
0-1	BO087	0	xxxxx	x	unknown	_	_	_	_	_	_
0-2	BO087	0	la	la	linguistic	_	_	_	_	_	_
0-3	BO087	0	sua:,	sua	linguistic	Intonation=weakly_rising	End=2.573	2x1	_	_	_
1-0	BO087	1	da	da	linguistic	_	Begin=4.752	_	_	_	_
1-1	BO087	1	dove	dove	linguistic	_	_	_	_	_	_
1-2	BO087	1	triennalista,	triennalista	linguistic	Intonation=weakly_rising	_	_	_	_	_
1-3	BO087	1	magi[stra:le],	magistrale	linguistic	Intonation=weakly_rising	_	7x1	_	_	4-10(0)
1-4	BO087	1	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1-5	BO087	1	magistrale,	magistrale	linguistic	Intonation=weakly_rising	_	_	_	_	_
1-6	BO087	1	quindi	quindi	linguistic	_	_	_	_	_	_
1-7	BO087	1	di	di	linguistic	_	_	_	_	_	_
1-8	BO087	1	bibliografia?	bibliografia	linguistic	Intonation=Rising	End=9.583	_	_	_	_
2-0	BO088	2	[no	no	linguistic	_	Begin=6.75	_	_	_	0-2(0)
2-1	BO088	2	magistrale].	magistrale	linguistic	Intonation=Falling	End=7.64	_	_	_	0-10(0)
3-0	BO088	3	no,	no	linguistic	Intonation=weakly_rising	Begin=9.756	_	_	_	_
3-1	BO088	3	storia	storia	linguistic	_	_	_	_	_	_
3-2	BO088	3	delle	delle	linguistic	_	_	_	_	_	_
3-3	BO088	3	[bibliotreche].	bibliotreche	linguistic	Intonation=Falling	End=11.3	_	_	_	0-12(1)
4-0	BO087	4	[ah	ah	linguistic	_	Begin=10.546	_	_	_	0-2(1)
4-1	BO087	4	>storia	storia	linguistic	_	_	_	Fast=0-6	_	0-6(1)
4-2	BO087	4	dele	dele	linguistic	_	_	_	Fast=0-4	_	0-4(1)
4-3	BO087	4	biblioteche<],	biblioteche	linguistic	Intonation=weakly_rising	_	_	Fast=0-11	_	0-11(1)
4-4	BO087	4	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
4-5	BO087	4	dunque	dunque	linguistic	_	_	_	_	_	_
4-6	BO087	4	ha	ha	linguistic	_	_	_	_	_	_
4-7	BO087	4	una	una	linguistic	_	_	_	_	_	_
4-8	BO087	4	biblioteca	biblioteca	linguistic	_	_	_	_	_	_
4-9	BO087	4	di	di	linguistic	_	_	_	_	_	_
4-10	BO087	4	cui	cui	linguistic	_	_	_	_	_	_
4-11	BO087	4	mi	mi	linguistic	_	_	_	_	_	_
4-12	BO087	4	[deve	deve	linguistic	_	_	_	_	_	0-4(2)
4-13	BO087	4	racco]ntare	raccontare	linguistic	_	_	_	_	_	0-5(2)
4-14	BO087	4	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
4-15	BO087	4	quale	quale	linguistic	_	_	_	_	_	_
4-16	BO087	4	biblioteca	biblioteca	linguistic	_	_	_	_	_	_
4-17	BO087	4	ha	ha	linguistic	_	_	_	_	_	_
4-18	BO087	4	scelto?	scelto	linguistic	Intonation=Rising	_	_	_	_	_
4-19	BO087	4	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
4-20	BO087	4	ah	ah	linguistic	_	_	_	_	_	_
4-21	BO087	4	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
4-22	BO087	4	abazia	abazia	linguistic	_	_	_	_	_	_
4-23	BO087	4	di	di	linguistic	_	_	_	_	_	_
4-24	BO087	4	xxx	x	unknown	_	_	_	_	_	_
4-25	BO087	4	lei	lei	linguistic	_	_	_	_	_	_
4-26	BO087	4	è	è	linguistic	_	_	_	_	_	_
4-27	BO087	4	bolognese?	bolognese	linguistic	Intonation=Rising	End=18.778	_	_	_	_
5-0	BO088	5	[esatto].	esatto	linguistic	Intonation=Falling	Begin=13.06|End=13.73	_	_	_	0-6(2)
6-0	BO088	6	sì,	sì	linguistic	Intonation=weakly_rising	Begin=18.78	_	_	_	_
6-1	BO088	6	di	di	linguistic	_	_	_	_	_	_
6-2	BO088	6	xxx	x	unknown	_	_	_	_	_	_
6-3	BO088	6	in	in	linguistic	_	_	_	_	_	_
6-4	BO088	6	realtà	realtà	linguistic	_	_	_	_	_	_
6-5	BO088	6	((ride))	((ride))	nonverbalbehavior	_	End=20.154	_	_	_	_
7-0	BO087	7	ah	ah	linguistic	_	Begin=20.165	_	_	_	_
7-1	BO087	7	di	di	linguistic	_	_	_	_	_	_
7-2	BO087	7	xxx	x	unknown	_	_	_	_	_	_
7-3	BO087	7	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
7-4	BO087	7	sono	sono	linguistic	_	_	_	_	_	_
7-5	BO087	7	stato	stato	linguistic	_	_	_	_	_	_
7-6	BO087	7	(ieri)	ieri	linguistic	_	_	_	_	0-4(0)	_
7-7	BO087	7	alla	alla	linguistic	_	_	_	_	_	_
7-8	BO087	7	biblioteca	biblioteca	linguistic	_	_	_	_	_	_
