token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO024	0	e:h,	eh	linguistic	Intonation=weakly_rising	Begin=0.594	0x1	_	_	_
0-1	TO024	0	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
0-2	TO024	0	anna,	anna	linguistic	Intonation=weakly_rising	_	_	_	_	_
0-3	TO024	0	rossi.	rossi	linguistic	Intonation=Falling	End=3.301	_	_	_	_
1-0	TO024	1	buongiorno.	buongiorno	linguistic	Intonation=Falling	Begin=17.675|End=18.286	_	_	_	_
2-0	TO022	2	s~	s~	linguistic	Interrupted=Yes	Begin=20.36	_	_	_	_
2-1	TO022	2	io	io	linguistic	_	_	_	_	_	_
2-2	TO022	2	(non)	non	linguistic	_	_	_	_	0-3(0)	_
2-3	TO022	2	sono::	sono	linguistic	_	_	3x2	_	_	_
2-4	TO022	2	frequentante,	frequentante	linguistic	Intonation=weakly_rising	End=22.054	_	_	_	_
3-0	TO024	3	lei	lei	linguistic	_	Begin=22.379	_	_	_	_
3-1	TO024	3	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
3-2	TO024	3	[È]	è	linguistic	Volume=High	_	_	_	_	0-1(0)
3-3	TO024	3	frequen[tante.	frequentante	linguistic	Intonation=Falling	_	_	_	_	7-12(1)
3-4	TO024	3	sì].	sì	linguistic	Intonation=Falling	End=25.279	_	_	_	0-2(1)
4-0	TO022	4	[frequentante].	frequentante	linguistic	Intonation=Falling	Begin=23.009|End=23.716	_	_	_	0-12(0)
5-0	TO022	5	[ho	ho	linguistic	_	Begin=24.209	_	_	_	0-2(1)
5-1	TO022	5	firmato	firmato	linguistic	_	_	_	_	_	0-7(1)
5-2	TO022	5	an]che:	anche	linguistic	_	_	4x1	_	_	0-2(1)
5-3	TO022	5	il	il	linguistic	_	_	_	_	_	_
5-4	TO022	5	foglio::	foglio	linguistic	_	_	5x2	_	_	_
5-5	TO022	5	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
5-6	TO022	5	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
5-7	TO022	5	ultimo	ultimo	linguistic	_	_	_	_	_	_
5-8	TO022	5	giorno	giorno	linguistic	_	_	_	_	_	_
5-9	TO022	5	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
5-10	TO022	5	argomento.	argomento	linguistic	Intonation=Falling	End=28.438	_	_	_	_
6-0	TO024	6	non	non	linguistic	_	Begin=28.696	_	_	_	_
6-1	TO024	6	era	era	linguistic	_	_	_	_	_	_
6-2	TO024	6	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
6-3	TO024	6	ultimo	ultimo	linguistic	_	_	_	_	_	_
6-4	TO024	6	giorno,	giorno	linguistic	Intonation=weakly_rising	End=30.091	_	_	_	_
7-0	TO022	7	ah.	ah	linguistic	Intonation=Falling	Begin=30.091	_	_	_	_
7-1	TO022	7	però,	però	linguistic	Intonation=weakly_rising	_	_	_	_	_
7-2	TO022	7	ehm:	ehm	linguistic	_	_	2x1	_	_	_
7-3	TO022	7	>cioè<	cioè	linguistic	_	_	_	Fast=0-4	_	_
7-4	TO022	7	nel	nel	linguistic	_	_	_	_	_	_
7-5	TO022	7	senso	senso	linguistic	_	_	_	_	_	_
7-6	TO022	7	il	il	linguistic	_	_	_	_	_	_
7-7	TO022	7	giorno	giorno	linguistic	_	_	_	_	_	_
7-8	TO022	7	in	in	linguistic	_	_	_	_	_	_
7-9	TO022	7	cui	cui	linguistic	_	_	_	_	_	_
7-10	TO022	7	lei	lei	linguistic	_	_	_	_	_	_
7-11	TO022	7	ha	ha	linguistic	_	_	_	_	_	_
7-12	TO022	7	pre[so::	preso	linguistic	_	_	4x2	_	_	3-5(2)
7-13	TO022	7	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(2)
7-14	TO022	7	il	il	linguistic	_	_	_	_	_	0-2(2)
7-15	TO022	7	pe]nultimo	penultimo	linguistic	_	_	_	_	_	0-2(2)
7-16	TO022	7	sì.	sì	linguistic	Intonation=Falling	End=34.055	_	_	_	_
8-0	TO024	8	[il	il	linguistic	_	Begin=32.473	_	_	_	0-2(2)
8-1	TO024	8	penultimo].	penultimo	linguistic	Intonation=Falling	End=33.392	_	_	_	0-9(2)
9-0	TO024	9	[no.	no	linguistic	Intonation=Falling	Begin=34.281	_	_	_	0-2(3)
9-1	TO024	9	xx]	x	unknown	_	_	_	_	_	0-2(3)
9-2	TO024	9	allora	allora	linguistic	_	_	_	_	_	_
9-3	TO024	9	è	è	linguistic	_	_	_	_	_	_
9-4	TO024	9	mancata	mancata	linguistic	_	_	_	_	_	_
9-5	TO024	9	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
9-6	TO024	9	ultimo	ultimo	linguistic	_	_	_	_	_	_
9-7	TO024	9	giorno	giorno	linguistic	_	_	_	_	_	_
9-8	TO024	9	scher[zo.	scherzo	linguistic	Intonation=Falling	_	_	_	_	5-7(4)
9-9	TO024	9	ALLORA],	allora	linguistic	Intonation=weakly_rising|Volume=High	_	_	_	_	0-6(4)
9-10	TO024	9	che	che	linguistic	_	_	_	_	_	_
9-11	TO024	9	cosa,	cosa	linguistic	Intonation=weakly_rising	_	_	_	_	_
9-12	TO024	9	lei	lei	linguistic	_	_	_	_	_	_
9-13	TO024	9	ha	ha	linguistic	_	_	_	_	_	_
9-14	TO024	9	questo	questo	linguistic	_	_	_	_	_	_
