token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO152	0	partito	partito	linguistic	_	Begin=1.37	_	_	_	_
0-1	BO152	0	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
0-2	BO152	0	dovrei	dovrei	linguistic	_	_	_	_	_	_
0-3	BO152	0	metterlo	metterlo	linguistic	_	_	_	_	_	_
0-4	BO152	0	al	al	linguistic	_	_	_	_	_	_
0-5	BO152	0	centro	centro	linguistic	_	End=3.09	_	_	_	_
1-0	BO153	1	oh	oh	linguistic	_	Begin=3.28	_	_	_	_
1-1	BO153	1	scusami.	scusami	linguistic	Intonation=Falling	End=3.94	_	_	_	_
2-0	BO152	2	no	no	linguistic	_	Begin=3.95	_	_	_	_
2-1	BO152	2	no	no	linguistic	_	_	_	_	_	_
2-2	BO152	2	no	no	linguistic	_	End=4.57	_	_	_	_
3-0	BO152	3	>cio[è]<	cioè	linguistic	_	Begin=5.24|End=5.468	_	Fast=0-4	_	3-4(0)
4-0	BO154	4	[ma]	ma	linguistic	_	Begin=5.34	_	_	_	0-2(0)
4-1	BO154	4	anche	anche	linguistic	_	_	_	_	_	_
4-2	BO154	4	tu	tu	linguistic	_	_	_	_	_	_
4-3	BO154	4	devi	devi	linguistic	_	_	_	_	_	_
4-4	BO154	4	parlare?	parlare	linguistic	Intonation=Rising	_	_	_	_	_
4-5	BO154	4	((ride))	((ride))	nonverbalbehavior	_	End=6.14	_	_	_	_
5-0	BO154	5	°((ride))°	((ride))	nonverbalbehavior	Volume=Low	Begin=6.16|End=6.961	_	_	_	_
6-0	BO153	6	sì	sì	linguistic	_	Begin=7.09	_	_	_	_
6-1	BO153	6	è	è	linguistic	_	_	_	_	_	_
6-2	BO153	6	una	una	linguistic	_	_	_	_	_	_
6-3	BO153	6	conversazione	conversazione	linguistic	_	_	_	_	_	_
6-4	BO153	6	a	a	linguistic	_	_	_	_	_	_
6-5	BO153	6	tre	tre	linguistic	_	End=8.53	_	_	_	_
7-0	BO154	7	prendiamo	prendiamo	linguistic	_	Begin=8.69	_	_	_	_
7-1	BO154	7	una	una	linguistic	_	_	_	_	_	_
7-2	BO154	7	a	a	linguistic	_	_	_	_	_	_
7-3	BO154	7	cazzo:	cazzo	linguistic	_	End=9.8	4x1	_	_	_
8-0	BO152	8	>cioè<	cioè	linguistic	_	Begin=9.81	_	Fast=0-4	_	_
8-1	BO152	8	se	se	linguistic	_	_	_	_	_	_
8-2	BO152	8	volete	volete	linguistic	_	_	_	_	_	_
8-3	BO152	8	parlare	parlare	linguistic	_	_	_	_	_	_
8-4	BO152	8	solo	solo	linguistic	_	_	_	_	_	_
8-5	BO152	8	voi	voi	linguistic	_	_	_	_	_	_
8-6	BO152	8	vi	vi	linguistic	_	_	_	_	_	_
8-7	BO152	8	posso	posso	linguistic	_	_	_	_	_	_
