token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO057	0	ciao	ciao	linguistic	_	Begin=1.026	_	_	_	_
0-1	BO057	0	anna	anna	linguistic	_	_	_	_	_	_
0-2	BO057	0	paola.	paola	linguistic	Intonation=Falling	End=2.31	_	_	_	_
1-0	BO070	1	ciao	ciao	linguistic	_	Begin=2.888	_	_	_	_
1-1	BO070	1	cristina.	cristina	linguistic	Intonation=Falling	End=3.88	_	_	_	_
2-0	BO057	2	allora,	allora	linguistic	Intonation=weakly_rising	Begin=4.68|End=5.36	_	_	_	_
3-0	BO057	3	parliamo	parliamo	linguistic	_	Begin=6.329	_	_	_	_
3-1	BO057	3	un	un	linguistic	_	_	_	_	_	_
3-2	BO057	3	po',	po'	linguistic	Intonation=weakly_rising	End=7.2	_	_	_	_
4-0	BO057	4	rispondi	rispondi	linguistic	_	Begin=8.583	_	_	_	_
4-1	BO057	4	tranquillamente	tranquillamente	linguistic	_	_	_	_	_	_
4-2	BO057	4	alle	alle	linguistic	_	_	_	_	_	_
4-3	BO057	4	mie	mie	linguistic	_	_	_	_	_	_
4-4	BO057	4	domande,	domande	linguistic	Intonation=weakly_rising	_	_	_	_	_
4-5	BO057	4	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
4-6	BO057	4	senza	senza	linguistic	_	_	_	_	_	_
4-7	BO057	4	nessun	nessun	linguistic	_	_	_	_	_	_
4-8	BO057	4	problema	problema	linguistic	_	End=11.7	_	_	_	_
5-0	BO057	5	da	da	linguistic	_	Begin=12.31	_	_	_	_
5-1	BO057	5	dove	dove	linguistic	_	_	_	_	_	_
5-2	BO057	5	vieni?	vieni	linguistic	Intonation=Rising	End=13.2	_	_	_	_
6-0	BO070	6	da	da	linguistic	_	Begin=13.445	_	_	_	_
6-1	BO070	6	@nomepaese	@nomepaese	linguistic	_	_	_	_	_	_
6-2	BO070	6	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
6-3	BO070	6	in	in	linguistic	_	_	_	_	_	_
6-4	BO070	6	provincia	provincia	linguistic	_	_	_	_	_	_
6-5	BO070	6	di	di	linguistic	_	_	_	_	_	_
6-6	BO070	6	catanzaro.	catanzaro	linguistic	Intonation=Falling	End=16.094	_	_	_	_
7-0	BO057	7	quindi	quindi	linguistic	_	Begin=18.521	_	_	_	_
7-1	BO057	7	in	in	linguistic	_	_	_	_	_	_
7-2	BO057	7	calabria.	calabria	linguistic	Intonation=Falling	End=19.6	_	_	_	_
8-0	BO070	8	mh	mh	linguistic	_	Begin=19.694	_	_	_	_
8-1	BO070	8	mh,	mh	linguistic	Intonation=weakly_rising	End=20.334	_	_	_	_
9-0	BO057	9	ti	ti	linguistic	_	Begin=20.375	_	_	_	_
9-1	BO057	9	piace	piace	linguistic	_	_	_	_	_	_
9-2	BO057	9	la	la	linguistic	_	_	_	_	_	_
9-3	BO057	9	calabria?	calabria	linguistic	Intonation=Rising	End=21.592	_	_	_	_
10-0	BO070	10	moltissimo.	moltissimo	linguistic	Intonation=Falling	Begin=22.557|End=23.42	_	_	_	_
11-0	BO057	11	ti	ti	linguistic	_	Begin=24.02	_	_	_	_
11-1	BO057	11	senti::::	senti	linguistic	_	End=25.48	4x4	_	_	_
12-0	BO057	12	calabrese?	calabrese	linguistic	Intonation=Rising	Begin=26.017|End=26.951	_	_	_	_
13-0	BO070	13	sì.	sì	linguistic	Intonation=Falling	Begin=28.44|End=28.917	_	_	_	_
14-0	BO057	14	quanto?	quanto	linguistic	Intonation=Rising	Begin=30.178|End=30.96	_	_	_	_
15-0	BO070	15	mh:::	mh	linguistic	_	Begin=32.586|End=33.346	1x3	_	_	_
16-0	BO070	16	tantissimo:::	tantissimo	linguistic	_	Begin=33.758	9x3	_	_	_
16-1	BO070	16	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
16-2	BO070	16	mi	mi	linguistic	_	_	_	_	_	_
16-3	BO070	16	sento	sento	linguistic	_	_	_	_	_	_
16-4	BO070	16	molto	molto	linguistic	_	_	_	_	_	_
16-5	BO070	16	legata	legata	linguistic	_	_	_	_	_	_
16-6	BO070	16	alla::	alla	linguistic	_	_	3x2	_	_	_
16-7	BO070	16	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
16-8	BO070	16	alla	alla	linguistic	_	_	_	_	_	_
16-9	BO070	16	mia	mia	linguistic	_	_	_	_	_	_
16-10	BO070	16	regione	regione	linguistic	_	_	_	_	_	_
16-11	BO070	16	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
16-12	BO070	16	di	di	linguistic	_	_	_	_	_	_
16-13	BO070	16	appartenenza.	appartenenza	linguistic	Intonation=Falling	End=39.35	_	_	_	_
17-0	BO057	17	e	e	linguistic	_	Begin=39.819	_	_	_	_
17-1	BO057	17	ora	ora	linguistic	_	_	_	_	_	_
17-2	BO057	17	che	che	linguistic	_	_	_	_	_	_
17-3	BO057	17	ti	ti	linguistic	_	_	_	_	_	_
17-4	BO057	17	sei	sei	linguistic	_	_	_	_	_	_
17-5	BO057	17	trasferita	trasferita	linguistic	_	_	_	_	_	_
17-6	BO057	17	a	a	linguistic	_	_	_	_	_	_
17-7	BO057	17	bologna?	bologna	linguistic	Intonation=Rising	End=41.921	_	_	_	_
18-0	BO057	18	senti	senti	linguistic	_	Begin=42.015	_	_	_	_
18-1	BO057	18	di	di	linguistic	_	_	_	_	_	_
18-2	BO057	18	più::	più	linguistic	_	_	2x2	_	_	_
18-3	BO057	18	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
18-4	BO057	18	appartenenza?	appartenenza	linguistic	Intonation=Rising	End=44.343	_	_	_	_
19-0	BO070	19	sì	sì	linguistic	_	Begin=44.343	_	_	_	_
19-1	BO070	19	sì	sì	linguistic	_	_	_	_	_	_
19-2	BO070	19	ancora	ancora	linguistic	_	_	_	_	_	_
19-3	BO070	19	di	di	linguistic	_	_	_	_	_	_
19-4	BO070	19	più.	più	linguistic	Intonation=Falling	End=45.659	_	_	_	_
20-0	BO070	20	vorrei::	vorrei	linguistic	_	Begin=45.852	5x2	_	_	_
20-1	BO070	20	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
20-2	BO070	20	sempre	sempre	linguistic	_	_	_	_	_	_
20-3	BO070	20	tornare	tornare	linguistic	_	_	_	_	_	_
20-4	BO070	20	a	a	linguistic	_	_	_	_	_	_
20-5	BO070	20	casa	casa	linguistic	_	_	_	_	_	_
20-6	BO070	20	perché::	perché	linguistic	_	End=49.253	5x2	_	_	_
21-0	BO070	21	mh	mh	linguistic	_	Begin=50.055	_	_	_	_
21-1	BO070	21	mi	mi	linguistic	_	_	_	_	_	_
21-2	BO070	21	sento:	sento	linguistic	_	_	4x1	_	_	_
21-3	BO070	21	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
21-4	BO070	21	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
21-5	BO070	21	estranea.	estranea	linguistic	Intonation=Falling	End=52.198	_	_	_	_
22-0	BO070	22	qui.	qui	linguistic	Intonation=Falling	Begin=52.94|End=53.496	_	_	_	_
23-0	BO057	23	e	e	linguistic	_	Begin=54.299	_	_	_	_
23-1	BO057	23	dimmi	dimmi	linguistic	_	_	_	_	_	_
23-2	BO057	23	un	un	linguistic	_	_	_	_	_	_
23-3	BO057	23	po',	po'	linguistic	Intonation=weakly_rising	_	_	_	_	_
23-4	BO057	23	com'	com'	linguistic	SpaceAfter=No	_	_	_	_	_
23-5	BO057	23	è	è	linguistic	_	_	_	_	_	_
23-6	BO057	23	fatta	fatta	linguistic	_	_	_	_	_	_
23-7	BO057	23	la	la	linguistic	_	_	_	_	_	_
23-8	BO057	23	tua	tua	linguistic	_	_	_	_	_	_
23-9	BO057	23	casa,	casa	linguistic	Intonation=weakly_rising	_	_	_	_	_
23-10	BO057	23	dove	dove	linguistic	_	_	_	_	_	_
23-11	BO057	23	abiti:::,	abiti	linguistic	Intonation=weakly_rising	_	4x3	_	_	_
23-12	BO057	23	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
23-13	BO057	23	mh::	mh	linguistic	_	_	1x2	_	_	_
23-14	BO057	23	br~	br~	linguistic	Interrupted=Yes	_	_	_	_	_
23-15	BO057	23	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
23-16	BO057	23	descrivimela	descrivimela	linguistic	_	_	_	_	_	_
23-17	BO057	23	insomma.	insomma	linguistic	Intonation=Falling	End=60.23	_	_	_	_
24-0	BO070	24	allora,	allora	linguistic	Intonation=weakly_rising	Begin=60.262	_	_	_	_
24-1	BO070	24	io	io	linguistic	_	_	_	_	_	_
24-2	BO070	24	abito	abito	linguistic	_	_	_	_	_	_
24-3	BO070	24	in	in	linguistic	_	_	_	_	_	_
24-4	BO070	24	una	una	linguistic	ProsodicLink=Yes	_	_	_	_	_
24-5	BO070	24	mh:	mh	linguistic	_	_	1x1	_	_	_
24-6	BO070	24	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
24-7	BO070	24	palazzina,	palazzina	linguistic	Intonation=weakly_rising	End=63.768	_	_	_	_
25-0	BO070	25	e:::h	eh	linguistic	_	Begin=64.778	0x3	_	_	_
25-1	BO070	25	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
25-2	BO070	25	che	che	linguistic	_	_	_	_	_	_
25-3	BO070	25	è	è	linguistic	_	_	_	_	_	_
25-4	BO070	25	stata	stata	linguistic	_	_	_	_	_	_
25-5	BO070	25	costruita	costruita	linguistic	_	_	_	_	_	_
25-6	BO070	25	da	da	linguistic	_	_	_	_	_	_
25-7	BO070	25	mio	mio	linguistic	_	_	_	_	_	_
25-8	BO070	25	nonno,	nonno	linguistic	Intonation=weakly_rising	End=67.367	_	_	_	_
