token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO104	0	avanti,	avanti	linguistic	Intonation=weakly_rising	Begin=15.33|End=15.933	_	_	_	_
1-0	BO104	1	salve	salve	linguistic	_	Begin=18.691	_	_	_	_
1-1	BO104	1	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1-2	BO104	1	sì	sì	linguistic	_	_	_	_	_	_
1-3	BO104	1	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1-4	BO104	1	e::h	eh	linguistic	ProsodicLink=Yes	_	0x2	_	_	_
1-5	BO104	1	m:h	mh	linguistic	_	_	0x1	_	_	_
1-6	BO104	1	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1-7	BO104	1	dunque,	dunque	linguistic	Intonation=weakly_rising	_	_	_	_	_
1-8	BO104	1	la	la	linguistic	_	_	_	_	_	_
1-9	BO104	1	ragazza	ragazza	linguistic	_	_	_	_	_	_
1-10	BO104	1	per	per	linguistic	_	_	_	_	_	_
1-11	BO104	1	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1-12	BO104	1	le	le	linguistic	_	_	_	_	_	_
1-13	BO104	1	regstrazioni?	regstrazioni	linguistic	Intonation=Rising	End=22.999	_	_	_	_
2-0	BO144	2	xxx	x	unknown	_	Begin=23.065	_	_	_	_
2-1	BO144	2	il	il	linguistic	_	_	_	_	_	_
2-2	BO144	2	registratore	registratore	linguistic	_	_	_	_	_	_
2-3	BO144	2	e	e	linguistic	_	_	_	_	_	_
2-4	BO144	2	continuiamo::,	continuiamo	linguistic	Intonation=weakly_rising	End=25.607	10x2	_	_	_
3-0	BO104	3	ah,	ah	linguistic	Intonation=weakly_rising	Begin=25.8|End=26.104	_	_	_	_
4-0	BO104	4	okay	okay	linguistic	_	Begin=26.177	_	_	_	_
4-1	BO104	4	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
4-2	BO104	4	non	non	linguistic	_	_	_	_	_	_
4-3	BO104	4	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
4-4	BO104	4	firmato	firmato	linguistic	_	_	_	_	_	_
4-5	BO104	4	nulla,	nulla	linguistic	Intonation=weakly_rising	_	_	_	_	_
4-6	BO104	4	firmiamo	firmiamo	linguistic	_	_	_	_	_	_
4-7	BO104	4	dopo?	dopo	linguistic	Intonation=Rising	End=28.757	_	_	_	_
5-0	BO144	5	io,	io	linguistic	Intonation=weakly_rising	Begin=28.82	_	_	_	_
5-1	BO144	5	ho	ho	linguistic	_	_	_	_	_	_
5-2	BO144	5	già	già	linguistic	_	_	_	_	_	_
5-3	BO144	5	firma[to].	firmato	linguistic	Intonation=Falling	End=30.01	_	_	_	5-7(0)
6-0	BO104	6	ah	ah	linguistic	_	Begin=29.75	_	_	_	_
6-1	BO104	6	okay,	okay	linguistic	Intonation=weakly_rising	_	_	_	_	_
6-2	BO104	6	du~	du~	linguistic	Interrupted=Yes	_	_	_	_	_
6-3	BO104	6	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
6-4	BO104	6	va	va	linguistic	_	_	_	_	_	_
6-5	BO104	6	b[eh,	beh	linguistic	Intonation=weakly_rising	_	_	_	_	1-3(?)
6-6	BO104	6	firmerò	firmerò	linguistic	_	_	_	_	_	0-7(?)
6-7	BO104	6	dopo	dopo	linguistic	_	_	_	_	_	0-4(?)
6-8	BO104	6	io	io	linguistic	_	_	_	_	_	0-2(?)
6-9	BO104	6	va	va	linguistic	_	_	_	_	_	0-2(?)
6-10	BO104	6	bene].	bene	linguistic	Intonation=Falling	End=32.24	_	_	_	0-4(?)
7-0	BO144	7	[xxxxxxx	x	unknown	_	Begin=30.831	_	_	_	0-7(1)
7-1	BO144	7	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(1)
7-2	BO144	7	oka]y.	okay	linguistic	Intonation=Falling	End=32.444	_	_	_	0-3(1)
8-0	BO104	8	°arrivo	arrivo	linguistic	Volume=Low	Begin=53.059	_	_	_	_
8-1	BO104	8	subito	subito	linguistic	Volume=Low	_	_	_	_	_
8-2	BO104	8	e:h,°	eh	linguistic	Intonation=weakly_rising|Volume=Low	End=54.062	0x1	_	_	_
9-0	BO104	9	hai	hai	linguistic	_	Begin=55.4	_	_	_	_
9-1	BO104	9	un	un	linguistic	_	_	_	_	_	_
9-2	BO104	9	documento?	documento	linguistic	Intonation=Rising	End=56.325	_	_	_	_
10-0	BO144	10	sì,	sì	linguistic	Intonation=weakly_rising	Begin=56.49|End=56.86	_	_	_	_
11-0	BO104	11	°grazie.°	grazie	linguistic	Intonation=Falling|Volume=Low	Begin=64.843|End=65.45	_	_	_	_
12-0	BO104	12	okay,	okay	linguistic	Intonation=weakly_rising	Begin=92.444	_	_	_	_
12-1	BO104	12	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
12-2	BO104	12	allora,	allora	linguistic	Intonation=weakly_rising	_	_	_	_	_
12-3	BO104	12	porti	porti	linguistic	_	_	_	_	_	_
12-4	BO104	12	il	il	linguistic	_	_	_	_	_	_
12-5	BO104	12	programma	programma	linguistic	_	_	_	_	_	_
12-6	BO104	12	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
12-7	BO104	12	anno	anno	linguistic	_	_	_	_	_	_
12-8	BO104	12	accademico::	accademico	linguistic	_	_	9x2	_	_	_
12-9	BO104	12	duemilasedici	duemilasedici	linguistic	_	_	_	_	_	_
12-10	BO104	12	duemila[diciasse]tte,	duemiladiciassette	linguistic	Intonation=weakly_rising	_	_	_	_	7-15(2)
12-11	BO104	12	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
12-12	BO104	12	sì	sì	linguistic	_	_	_	_	_	_
12-13	BO104	12	da	da	linguistic	_	_	_	_	_	_
12-14	BO104	12	frequentant[e:]?	frequentante	linguistic	Intonation=Rising	End=98.052	11x1	_	_	11-12(3)
13-0	BO144	13	[sì].	sì	linguistic	Intonation=Falling	Begin=96.115|End=96.43	_	_	_	0-2(2)
14-0	BO144	14	[s]ì.	sì	linguistic	Intonation=Falling	Begin=97.86|End=98.23	_	_	_	0-1(3)
15-0	BO104	15	da	da	linguistic	_	Begin=98.25	_	_	_	_
15-1	BO104	15	frequentante	frequentante	linguistic	_	_	_	_	_	_
15-2	BO104	15	d'	d'	linguistic	SpaceAfter=No	_	_	_	_	_
15-3	BO104	15	accordo	accordo	linguistic	_	_	_	_	_	_
15-4	BO104	15	hai	hai	linguistic	_	_	_	_	_	_
15-5	BO104	15	frequentato	frequentato	linguistic	_	_	_	_	_	_
15-6	BO104	15	anche	anche	linguistic	_	_	_	_	_	_
15-7	BO104	15	il	il	linguistic	_	_	_	_	_	_
15-8	BO104	15	secondo	secondo	linguistic	_	_	_	_	_	_
15-9	BO104	15	modulo?	modulo	linguistic	Intonation=Rising	End=100.88	_	_	_	_
16-0	BO144	16	sì:,	sì	linguistic	Intonation=weakly_rising	Begin=100.88|End=101.24	1x1	_	_	_
17-0	BO104	17	poi	poi	linguistic	_	Begin=101.84	_	_	_	_
17-1	BO104	17	hai	hai	linguistic	_	_	_	_	_	_
17-2	BO104	17	portato	portato	linguistic	_	_	_	_	_	_
17-3	BO104	17	anche	anche	linguistic	_	_	_	_	_	_
17-4	BO104	17	le	le	linguistic	_	_	_	_	_	_
17-5	BO104	17	slide?	slide	linguistic	Intonation=Rising	End=103.08	_	_	_	_
18-0	BO144	18	n:o.	no	linguistic	Intonation=Falling	Begin=103.49|End=103.882	0x1	_	_	_
19-0	BO104	19	non	non	linguistic	_	Begin=104.06	_	_	_	_
19-1	BO104	19	hai	hai	linguistic	_	_	_	_	_	_
19-2	BO104	19	fatto	fatto	linguistic	_	_	_	_	_	_
19-3	BO104	19	le	le	linguistic	_	_	_	_	_	_
19-4	BO104	19	s[lide]?	slide	linguistic	Intonation=Rising	End=105.27	_	_	_	1-5(4)
20-0	BO144	20	[cioè	cioè	linguistic	_	Begin=104.83	_	_	_	0-4(4)
20-1	BO144	20	s~]	s~	linguistic	Interrupted=Yes	_	_	_	_	0-2(4)
20-2	BO144	20	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
20-3	BO144	20	sì	sì	linguistic	_	_	_	_	_	_
20-4	BO144	20	le	le	linguistic	_	_	_	_	_	_
20-5	BO144	20	ho:	ho	linguistic	_	_	1x1	_	_	_
20-6	BO144	20	ma:	ma	linguistic	_	_	1x1	_	_	_
20-7	BO144	20	ho	ho	linguistic	_	_	_	_	_	_
20-8	BO144	20	integrato	integrato	linguistic	_	_	_	_	_	_
20-9	BO144	20	con	con	linguistic	_	_	_	_	_	_
20-10	BO144	20	anche	anche	linguistic	_	_	_	_	_	_
20-11	BO144	20	i	i	linguistic	_	_	_	_	_	_
20-12	BO144	20	libri.	libri	linguistic	Intonation=Falling	End=107.69	_	_	_	_
21-0	BO104	21	no	no	linguistic	_	Begin=107.78	_	_	_	_
21-1	BO104	21	no,	no	linguistic	Intonation=weakly_rising	_	_	_	_	_
21-2	BO104	21	[certo,	certo	linguistic	Intonation=weakly_rising	_	_	_	_	0-5(5)
21-3	BO104	21	dico	dico	linguistic	_	_	_	_	_	0-4(5)
21-4	BO104	21	hai	hai	linguistic	_	_	_	_	_	0-3(5)
21-5	BO104	21	fatto	fatto	linguistic	_	_	_	_	_	0-5(5)
21-6	BO104	21	sia	sia	linguistic	_	_	_	_	_	0-3(5)
21-7	BO104	21	i	i	linguistic	_	_	_	_	_	0-1(5)
21-8	BO104	21	li]bri	libri	linguistic	_	_	_	_	_	0-2(5)
21-9	BO104	21	che	che	linguistic	_	_	_	_	_	_
21-10	BO104	21	le	le	linguistic	_	_	_	_	_	_
21-11	BO104	21	sl[ide,	slide	linguistic	Intonation=weakly_rising	_	_	_	_	2-5(6)
21-12	BO104	21	tutt'	tutt'	linguistic	SpaceAfter=No	_	_	_	_	0-5(6)
21-13	BO104	21	e	e	linguistic	_	_	_	_	_	0-1(6)
21-14	BO104	21	due].	due	linguistic	Intonation=Falling	End=110.57	_	_	_	0-3(6)
22-0	BO144	22	[xx	x	unknown	_	Begin=108.143	_	_	_	0-2(5)
22-1	BO144	22	ah	ah	linguistic	_	_	_	_	_	0-2(5)
22-2	BO144	22	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(5)
22-3	BO144	22	okay].	okay	linguistic	Intonation=Falling	End=109.225	_	_	_	0-4(5)
23-0	BO144	23	[sì	sì	linguistic	_	Begin=109.75	_	_	_	0-2(6)
23-1	BO144	23	sì	sì	linguistic	_	_	_	_	_	0-2(6)
23-2	BO144	23	s]ì,	sì	linguistic	Intonation=weakly_rising	_	_	_	_	0-1(6)
23-3	BO144	23	okay	okay	linguistic	_	_	_	_	_	_
23-4	BO144	23	okay	okay	linguistic	_	_	_	_	_	_
23-5	BO144	23	okay.	okay	linguistic	Intonation=Falling	End=111.09	_	_	_	_
24-0	BO104	24	bene	bene	linguistic	_	Begin=111.66	_	_	_	_
24-1	BO104	24	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
24-2	BO104	24	allora	allora	linguistic	_	_	_	_	_	_
24-3	BO104	24	qua	qua	linguistic	_	_	_	_	_	_
24-4	BO104	24	è	è	linguistic	_	_	_	_	_	_
24-5	BO104	24	l~	l~	linguistic	Interrupted=Yes	_	_	_	_	_
24-6	BO104	24	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
24-7	BO104	24	il	il	linguistic	_	_	_	_	_	_
24-8	BO104	24	tema	tema	linguistic	_	_	_	_	_	_
24-9	BO104	24	che	che	linguistic	_	_	_	_	_	_
24-10	BO104	24	ti	ti	linguistic	_	_	_	_	_	_
24-11	BO104	24	è	è	linguistic	_	_	_	_	_	_
24-12	BO104	24	interessato	interessato	linguistic	_	_	_	_	_	_
24-13	BO104	24	di	di	linguistic	_	_	_	_	_	_
24-14	BO104	24	più,	più	linguistic	Intonation=weakly_rising	_	_	_	_	_
24-15	BO104	24	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
24-16	BO104	24	nel	nel	linguistic	_	_	_	_	_	_
24-17	BO104	24	secondo	secondo	linguistic	_	_	_	_	_	_
24-18	BO104	24	modulo?	modulo	linguistic	Intonation=Rising	End=116.096	_	_	_	_
25-0	BO144	25	allo::ra:,	allora	linguistic	Intonation=weakly_rising	Begin=116.93|End=118.12	3x2,5x1	_	_	_
26-0	BO144	26	m:::h	mh	linguistic	_	Begin=118.26	0x3	_	_	_
26-1	BO144	26	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
26-2	BO144	26	che	che	linguistic	_	_	_	_	_	_
26-3	BO144	26	mi	mi	linguistic	_	_	_	_	_	_
26-4	BO144	26	ha::,	ha	linguistic	Intonation=weakly_rising	End=120.17	1x2	_	_	_
27-0	BO144	27	che	che	linguistic	_	Begin=121.04	_	_	_	_
27-1	BO144	27	mi	mi	linguistic	_	_	_	_	_	_
27-2	BO144	27	è	è	linguistic	_	_	_	_	_	_
27-3	BO144	27	particolarmente	particolarmente	linguistic	_	_	_	_	_	_
27-4	BO144	27	piaciu:to:,	piaciuto	linguistic	Intonation=weakly_rising	End=123.14	5x1,7x1	_	_	_
28-0	BO144	28	m::::h	mh	linguistic	_	Begin=123.415	0x4	_	_	_
28-1	BO144	28	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
28-2	BO144	28	la	la	linguistic	_	_	_	_	_	_
28-3	BO144	28	valutazione	valutazione	linguistic	_	_	_	_	_	_
28-4	BO144	28	e	e	linguistic	_	_	_	_	_	_
28-5	BO144	28	il	il	linguistic	_	_	_	_	_	_
28-6	BO144	28	testing,	testing	linguistic	Intonation=weakly_rising	End=126.45	_	_	_	_
29-0	BO104	29	mh	mh	linguistic	_	Begin=126.73	_	_	_	_
29-1	BO104	29	mh,	mh	linguistic	Intonation=weakly_rising	End=127.2	_	_	_	_
30-0	BO144	30	e:::	e	linguistic	ProsodicLink=Yes	Begin=127.437	0x3	_	_	_
30-1	BO144	30	m:::h	mh	linguistic	_	_	0x3	_	_	_
30-2	BO144	30	il	il	linguistic	_	_	_	_	_	_
30-3	BO144	30	discorso	discorso	linguistic	_	_	_	_	_	_
30-4	BO144	30	riguardante,	riguardante	linguistic	Intonation=weakly_rising	_	_	_	_	_
30-5	BO144	30	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
30-6	BO144	30	e::h	eh	linguistic	ProsodicLink=Yes	_	0x2	_	_	_
30-7	BO144	30	m::h,	mh	linguistic	Intonation=weakly_rising	End=132.51	0x2	_	_	_
31-0	BO144	31	il,	il	linguistic	Intonation=weakly_rising	Begin=132.83	_	_	_	_
31-1	BO144	31	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
31-2	BO144	31	laboratorio	laboratorio	linguistic	_	_	_	_	_	_
31-3	BO144	31	linguistico:,	linguistico	linguistic	Intonation=weakly_rising	End=135.02	10x1	_	_	_
32-0	BO144	32	il	il	linguistic	_	Begin=135.146	_	_	_	_
32-1	BO144	32	passagggio	passagggio	linguistic	_	_	_	_	_	_
32-2	BO144	32	da:,	da	linguistic	Intonation=weakly_rising	_	1x1	_	_	_
32-3	BO144	32	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
32-4	BO144	32	eh,	eh	linguistic	Intonation=weakly_rising	_	_	_	_	_
32-5	BO144	32	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
32-6	BO144	32	alt	alt	linguistic	_	_	_	_	_	_
32-7	BO144	32	er,	er	linguistic	Intonation=weakly_rising	End=138.15	_	_	_	_
33-0	BO144	33	e:r,	er	linguistic	Intonation=weakly_rising	Begin=138.37	0x1	_	_	_
