token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO032	0	io	io	linguistic	_	Begin=0.02	_	_	_	_
0-1	BO032	0	non	non	linguistic	_	_	_	_	_	_
0-2	BO032	0	so	so	linguistic	_	_	_	_	_	_
0-3	BO032	0	se	se	linguistic	_	_	_	_	_	_
0-4	BO032	0	può	può	linguistic	_	_	_	_	_	_
0-5	BO032	0	concordare	concordare	linguistic	_	_	_	_	_	_
0-6	BO032	0	adesso:,	adesso	linguistic	Intonation=weakly_rising	End=2.025	5x1	_	_	_
1-0	BO026	1	e:h	eh	linguistic	_	Begin=2.025	0x1	_	_	_
1-1	BO026	1	sì.	sì	linguistic	Intonation=Falling	_	_	_	_	_
1-2	BO026	1	allora,	allora	linguistic	Intonation=weakly_rising	_	_	_	_	_
1-3	BO026	1	io	io	linguistic	_	_	_	_	_	_
1-4	BO026	1	le	le	linguistic	_	_	_	_	_	_
1-5	BO026	1	posso	posso	linguistic	_	_	_	_	_	_
1-6	BO026	1	mandare:	mandare	linguistic	_	End=4.78	6x1	_	_	_
2-0	BO026	2	facciamo	facciamo	linguistic	_	Begin=4.95	_	_	_	_
2-1	BO026	2	prima	prima	linguistic	_	_	_	_	_	_
2-2	BO026	2	se	se	linguistic	_	_	_	_	_	_
2-3	BO026	2	le	le	linguistic	_	_	_	_	_	_
2-4	BO026	2	mando	mando	linguistic	_	_	_	_	_	_
2-5	BO026	2	per	per	linguistic	_	_	_	_	_	_
2-6	BO026	2	email	email	linguistic	_	_	_	_	_	_
2-7	BO026	2	lei	lei	linguistic	_	_	_	_	_	_
2-8	BO026	2	però	però	linguistic	_	_	_	_	_	_
2-9	BO026	2	m~	m~	linguistic	Interrupted=Yes	_	_	_	_	_
2-10	BO026	2	me	me	linguistic	_	_	_	_	_	_
2-11	BO026	2	la	la	linguistic	_	_	_	_	_	_
2-12	BO026	2	manda	manda	linguistic	_	_	_	_	_	_
2-13	BO026	2	oggi	oggi	linguistic	_	_	_	_	_	_
2-14	BO026	2	ste[sso	stesso	linguistic	_	_	_	_	_	3-6(0)
2-15	BO026	2	la	la	linguistic	_	_	_	_	_	0-2(0)
2-16	BO026	2	m]ail,	mail	linguistic	Intonation=weakly_rising	End=10.0	_	_	_	0-1(0)
3-0	BO032	3	[°sì.°]	sì	linguistic	Intonation=Falling|Volume=Low	Begin=9.385|End=9.653	_	_	_	0-2(0)
4-0	BO032	4	sì.	sì	linguistic	Intonation=Falling	Begin=10.0|End=10.153	_	_	_	_
5-0	BO026	5	e	e	linguistic	_	Begin=10.171	_	_	_	_
5-1	BO026	5	i:	i	linguistic	_	_	0x1	_	_	_
5-2	BO026	5	titoli	titoli	linguistic	_	_	_	_	_	_
5-3	BO026	5	del	del	linguistic	_	_	_	_	_	_
5-4	BO026	5	dei	dei	linguistic	_	_	_	_	_	_
5-5	BO026	5	due	due	linguistic	_	_	_	_	_	_
5-6	BO026	5	testi,	testi	linguistic	Intonation=weakly_rising	End=13.06	_	_	_	_
6-0	BO032	6	sì.	sì	linguistic	Intonation=Falling	Begin=13.06|End=13.32	_	_	_	_
7-0	BO026	7	e	e	linguistic	_	Begin=13.88	_	_	_	_
7-1	BO026	7	lei	lei	linguistic	_	_	_	_	_	_
7-2	BO026	7	ne	ne	linguistic	_	_	_	_	_	_
7-3	BO026	7	sceglie	sceglie	linguistic	_	_	_	_	_	_
7-4	BO026	7	uno,	uno	linguistic	Intonation=weakly_rising	End=15.17	_	_	_	_
8-0	BO026	8	in	in	linguistic	_	Begin=15.31	_	_	_	_
8-1	BO026	8	s[ostitu]zione	sostituzione	linguistic	_	_	_	_	_	1-7(1)
8-2	BO026	8	che	che	linguistic	_	_	_	_	_	_
8-3	BO026	8	riguarda	riguarda	linguistic	_	_	_	_	_	_
8-4	BO026	8	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
8-5	BO026	8	italiano	italiano	linguistic	_	_	_	_	_	_
8-6	BO026	8	per	per	linguistic	_	_	_	_	_	_
8-7	BO026	8	lo	lo	linguistic	_	_	_	_	_	_
8-8	BO026	8	studio.	studio	linguistic	Intonation=Falling	End=18.57	_	_	_	_
9-0	BO032	9	[°okay.°]	okay	linguistic	Intonation=Falling|Volume=Low	Begin=15.425|End=15.811	_	_	_	0-4(1)
10-0	BO032	10	°c[erto.°]	certo	linguistic	Intonation=Falling|Volume=Low	Begin=18.515|End=18.937	_	_	_	1-5(2)
11-0	BO026	11	[un	un	linguistic	_	Begin=18.625	_	_	_	0-2(3)
11-1	BO026	11	appro]fondimento	approfondimento	linguistic	_	_	_	_	_	0-5(3)
11-2	BO026	11	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
11-3	BO026	11	italiano	italiano	linguistic	_	_	_	_	_	_
