token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO052	0	questa	questa	linguistic	_	Begin=7.585	_	_	_	_
0-1	TO052	0	cosa	cosa	linguistic	_	_	_	_	_	_
0-2	TO052	0	mi	mi	linguistic	_	_	_	_	_	_
0-3	TO052	0	fa	fa	linguistic	_	_	_	_	_	_
0-4	TO052	0	male.	male	linguistic	Intonation=Falling	End=8.963	_	_	_	_
1-0	TO052	1	mi	mi	linguistic	_	Begin=8.99	_	_	_	_
1-1	TO052	1	sa	sa	linguistic	_	_	_	_	_	_
1-2	TO052	1	che	che	linguistic	_	_	_	_	_	_
1-3	TO052	1	mi	mi	linguistic	_	_	_	_	_	_
1-4	TO052	1	comprerò	comprerò	linguistic	_	_	_	_	_	_
1-5	TO052	1	un	un	linguistic	_	_	_	_	_	_
1-6	TO052	1	telefono::	telefono	linguistic	_	_	7x2	_	_	_
1-7	TO052	1	(al	al	linguistic	_	_	_	_	0-2(0)	_
1-8	TO052	1	cinque	cinque	linguistic	_	_	_	_	0-6(0)	_
1-9	TO052	1	percento	percento	linguistic	_	_	_	_	0-8(0)	_
1-10	TO052	1	xx.)	xx	linguistic	Intonation=Falling	End=12.39	_	_	0-2(0)	_
2-0	TO048	2	tanto	tanto	linguistic	_	Begin=12.39	_	_	_	_
2-1	TO048	2	ti	ti	linguistic	_	_	_	_	_	_
2-2	TO048	2	si	si	linguistic	_	_	_	_	_	_
2-3	TO048	2	romperà	romperà	linguistic	_	_	_	_	_	_
2-4	TO048	2	tra	tra	linguistic	_	_	_	_	_	_
2-5	TO048	2	due	due	linguistic	_	_	_	_	_	_
2-6	TO048	2	giorni	giorni	linguistic	_	_	_	_	_	_
2-7	TO048	2	(tranquilla[mente)].	tranquillamente	linguistic	Intonation=Falling	End=14.94	_	_	0-15(0)	10-15(0)
3-0	TO052	3	[(tranqu]illa.)	tranquilla	linguistic	Intonation=Falling	Begin=14.675|End=15.39	_	_	0-10(0)	0-6(0)
4-0	TO048	4	xx	x	unknown	_	Begin=18.011	_	_	_	_
4-1	TO048	4	ti	ti	linguistic	_	_	_	_	_	_
4-2	TO048	4	sei	sei	linguistic	_	_	_	_	_	_
4-3	TO048	4	comprato	comprato	linguistic	_	_	_	_	_	_
4-4	TO048	4	qualcosa:	qualcosa	linguistic	_	_	7x1	_	_	_
4-5	TO048	4	tipo	tipo	linguistic	_	_	_	_	_	_
4-6	TO048	4	di	di	linguistic	_	_	_	_	_	_
4-7	TO048	4	elettronico	elettronico	linguistic	_	_	_	_	_	_
4-8	TO048	4	xx	x	unknown	_	_	_	_	_	_
4-9	TO048	4	xx	x	unknown	_	_	_	_	_	_
4-10	TO048	4	ti	ti	linguistic	_	_	_	_	_	_
4-11	TO048	4	si	si	linguistic	_	_	_	_	_	_
4-12	TO048	4	era	era	linguistic	_	_	_	_	_	_
4-13	TO048	4	rotto.	rotto	linguistic	Intonation=Falling	End=22.27	_	_	_	_
5-0	TO048	5	((ride))	((ride))	nonverbalbehavior	_	Begin=24.21|End=25.441	_	_	_	_
6-0	TO052	6	xxxxx	x	unknown	_	Begin=33.225|End=34.94	_	_	_	_
7-0	TO050	7	((ride))	((ride))	nonverbalbehavior	_	Begin=54.361	_	_	_	_
7-1	TO050	7	x	x	unknown	_	_	_	_	_	_
7-2	TO050	7	questo	questo	linguistic	_	_	_	_	_	_
7-3	TO050	7	xx	x	unknown	_	_	_	_	_	_
7-4	TO050	7	xx.	xx	linguistic	Intonation=Falling	End=57.856	_	_	_	_
8-0	TO052	8	eh	eh	linguistic	_	Begin=64.885	_	_	_	_
8-1	TO052	8	xx	x	unknown	_	_	_	_	_	_
8-2	TO052	8	xx,	xx	linguistic	Intonation=weakly_rising	End=66.026	_	_	_	_
9-0	TO048	9	((ride))	((ride))	nonverbalbehavior	_	Begin=91.535|End=92.911	_	_	_	_
10-0	TO048	10	((ride))	((ride))	nonverbalbehavior	_	Begin=114.716|End=116.618	_	_	_	_
11-0	TO048	11	non	non	linguistic	_	Begin=123.35	_	_	_	_
11-1	TO048	11	è	è	linguistic	_	_	_	_	_	_
11-2	TO048	11	così	così	linguistic	_	_	_	_	_	_
11-3	TO048	11	cattivo.	cattivo	linguistic	Intonation=Falling	End=125.111	_	_	_	_
12-0	TO052	12	e	e	linguistic	_	Begin=125.215	_	_	_	_
12-1	TO052	12	vabbè	vabbè	linguistic	_	_	_	_	_	_
12-2	TO052	12	ma	ma	linguistic	_	_	_	_	_	_
12-3	TO052	12	è	è	linguistic	_	_	_	_	_	_
12-4	TO052	12	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
12-5	TO052	12	imitazione.	imitazione	linguistic	Intonation=Falling	End=126.67	_	_	_	_
13-0	TO052	13	((ride))	((ride))	nonverbalbehavior	_	Begin=130.419|End=131.883	_	_	_	_
