token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO088	0	[ma	ma	linguistic	_	Begin=0.866	_	_	_	0-2(310)
0-1	TO088	0	è	è	linguistic	_	_	_	_	_	0-1(310)
0-2	TO088	0	un	un	linguistic	_	_	_	_	_	0-2(310)
0-3	TO088	0	pataccone	pataccone	linguistic	_	_	_	_	_	0-9(310)
0-4	TO088	0	sto	sto	linguistic	_	_	_	_	_	0-3(310)
0-5	TO088	0	coso]	coso	linguistic	_	End=2.834	_	_	_	0-4(310)
1-0	TO086	1	[mettila	mettila	linguistic	_	Begin=0.866	_	_	_	0-7(310)
1-1	TO086	1	sulla	sulla	linguistic	_	_	_	_	_	0-5(310)
1-2	TO086	1	lavastoviglie]	lavastoviglie	linguistic	_	End=2.834	_	_	_	0-13(310)
2-0	TO087	2	ma	ma	linguistic	_	Begin=2.83	_	_	_	_
2-1	TO087	2	quello	quello	linguistic	_	_	_	_	_	_
2-2	TO087	2	è	è	linguistic	_	_	_	_	_	_
2-3	TO087	2	quello	quello	linguistic	_	_	_	_	_	_
2-4	TO087	2	di	di	linguistic	_	_	_	_	_	_
2-5	TO087	2	carlo?	carlo	linguistic	Intonation=Rising	End=3.994	_	_	_	_
3-0	TO087	3	>si	si	linguistic	_	Begin=4.021	_	Fast=0-2	_	_
3-1	TO087	3	chiama	chiama	linguistic	_	_	_	Fast=0-6	_	_
3-2	TO087	3	carlo<?	carlo	linguistic	Intonation=Rising	End=4.52	_	Fast=0-5	_	_
4-0	TO085	4	no	no	linguistic	_	Begin=4.52	_	_	_	_
4-1	TO085	4	è	è	linguistic	_	_	_	_	_	_
4-2	TO085	4	mio	mio	linguistic	_	End=5.069	_	_	_	_
5-0	TO087	5	e	e	linguistic	_	Begin=5.216	_	_	_	_
5-1	TO087	5	tu	tu	linguistic	_	_	_	_	_	_
5-2	TO087	5	anche	anche	linguistic	_	_	_	_	_	_
5-3	TO087	5	ce	ce	linguistic	_	_	_	_	_	_
5-4	TO087	5	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
