text	lemma	pos	translation_en	token_count	token_pct	group_count	group_pct	xpos	deprel	feats	token_hash	group_hash	group	sentence_1_it	sentence_1_en	sentence_2_it	sentence_2_en	sentence_3_it	sentence_3_en
il	il	DET		104200	0.032574	257765	0.08058	RD	det	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	ca056673-0fec-51df-aa78-91d137c6be22	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	È adatta per il lavoro.	She is fit for the job.	Sei allergica al lavoro?	Are you allergic to work?	L'hanno detto.	They said that.
la	il	DET		60764	0.018995	257765	0.08058	RD	det	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	70af3935-65f5-5270-9006-6d8a9ad933b5	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	Cosa ha detto la mamma prima che tu uscissi di casa?	What did mum say before you left the house?	Se il formaggio è buono ma la torta è una bugia, cos'è una torta al formaggio? Una buona bugia.	If cheese is good, but the cake is a lie, what is a cheesecake? A good lie.	Questa è la casa in cui vivevano quand'erano bambini.	This is the house in which they lived when they were children.
i	il	DET		40386	0.012625	257765	0.08058	RD	det	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	27fbf1e4-d46d-5226-b72f-e83f4d1ba0d9	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	Tom dice che i suoi insegnanti lo odiano.	Tom says his teachers hate him.	I nostri figli sono grassi.	Our kids are fat.	La maggior parte degli scrittori è sensibile alle critiche.	Most writers are sensitive to criticism.
le	il	DET		22822	0.007134	257765	0.08058	RD	det	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	0232d8ec-3c64-5fe6-a912-c68f252eba93	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	Incontriamoci in stazione alle otto domani mattina.	Let's meet at the station at eight tomorrow morning.	Ho delle nuove priorità.	I've got new priorities.	Non sono pronto ad assumermi le responsabilità e gli impegni che derivano dal matrimonio.	I'm not ready to take on the responsibilities and commitments that come with marriage.
l'	il	DET		20135	0.006294	257765	0.08058	RD	det	Definite=Def|Number=Sing|PronType=Art	79de0ccb-2172-5399-b99f-ade09a88c14d	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	Sembra che sia stata lei a prendere l'iniziativa.	It seems that she's taken the initiative.	Il conducente dell'autobus non ha visto il pedone.	The bus driver didn't see the pedestrian.	Ha visto morire suo figlio l'anno scorso.	He had his son die last year.
gli	il	DET		6457	0.002019	257765	0.08058	RD	det	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	9ac39d22-f599-52d2-9387-74c8ded2b229	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	Strizzò gli occhi.	He squinted.	Io odio gli ospedali.	I hate hospitals.	Stava seduto attorniato dagli studenti.	He was sitting surrounded by the students.
lo	il	DET		2997	0.000937	257765	0.08058	RD	det	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	569615ad-c38c-555e-b2a7-af9245f5a17b	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	Io ho chiesto a Tom di non andarci, però lui ci è andato lo stesso.	I asked Tom not to go there, but he went anyway.	L'uomo sul quale vedrete lo Spirito scendere e fermarsi, è colui che battezzerà con lo Spirito Santo.	The man on whom you see the Spirit come down and remain is he who will baptize with the Holy Spirit.	Vorresti andare allo zoo?	Would you like to go to the zoo?
ll	il	DET		2	1e-06	257765	0.08058	RD	det	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	32e980ac-1489-5d2f-a9bf-c4c267d4cdb1	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	ll bambino ha mosso i primi passi.	The baby took his first steps.	Questo non è il mio gatto. ll mio ha le zampe bianche.	This is not my cat. Mine has white feet.		
l-	il	DET		1	0.0	257765	0.08058	RD	det	Definite=Def|Number=Sing|PronType=Art	f2742b28-80eb-5188-af68-494d08ce3545	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	Uno dei motivi per il quale Twitter è così popolare in Giappone è una caratteristica stessa del giapponese: il giapponese usa gli ideogrammi che permettono di convogliare più informazioni in 140 caratteri rispetto alle altre lingue, senza considerare il cinese. Tra l-altro, la versione giapponese di questa frase è scritta con esattamente 140 caratteri. Quanti caratteri ci vogliono in altre lingue?	One of the reasons Twitter is popular in Japan is a characteristic of Japanese itself: Japanese uses ideograms which enable it to convey more information in just 140 characters than other languages, not counting Chinese. Incidentally, the Japanese version of this sentence is written with exactly 140 characters. How many characters does it take in other languages?				
ls	il	DET		1	0.0	257765	0.08058	RD	det	Definite=Def|Number=Sing|PronType=Art	c0ba7feb-6078-51aa-99bf-60baabab7a5a	e5de14ca-b785-57e7-ae0b-4d8d72b47700	lemma=il, pos=DET	L'orologio sulls parete indicava le 4.30 del mattino.	The clock on the wall read 4.30 am.				
