token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO018	0	sì	sì	linguistic	_	Begin=0.575	_	_	_	_
0-1	TO018	0	no	no	linguistic	_	_	_	_	_	_
0-2	TO018	0	no	no	linguistic	_	_	_	_	_	_
0-3	TO018	0	lo	lo	linguistic	_	_	_	_	_	_
0-4	TO018	0	so	so	linguistic	_	_	_	_	_	_
0-5	TO018	0	lo	lo	linguistic	_	_	_	_	_	_
0-6	TO018	0	so	so	linguistic	_	_	_	_	_	_
0-7	TO018	0	che	che	linguistic	_	_	_	_	_	_
0-8	TO018	0	lei	lei	linguistic	_	_	_	_	_	_
0-9	TO018	0	assiste	assiste	linguistic	_	_	_	_	_	_
0-10	TO018	0	ma	ma	linguistic	_	_	_	_	_	_
0-11	TO018	0	lei	lei	linguistic	_	_	_	_	_	_
0-12	TO018	0	si	si	linguistic	_	_	_	_	_	_
0-13	TO018	0	chiama?	chiama	linguistic	Intonation=Rising	End=3.156	_	_	_	_
1-0	???	1	e::h	eh	linguistic	_	Begin=3.618|End=4.005	0x2	_	_	_
2-0	???	2	arancioni	arancioni	linguistic	_	Begin=4.84|End=5.286	_	_	_	_
3-0	???	3	ales[sio]	alessio	linguistic	_	Begin=5.463|End=6.051	_	_	_	4-7(0)
4-0	TO018	4	[ara]ncioni	arancioni	linguistic	_	Begin=5.81	_	_	_	0-3(0)
4-1	TO018	4	okay	okay	linguistic	_	_	_	_	_	_
4-2	TO018	4	quindi	quindi	linguistic	_	_	_	_	_	_
4-3	TO018	4	ho,	ho	linguistic	Intonation=WeaklyRising	End=7.363	_	_	_	_
5-0	TO018	5	risolto	risolto	linguistic	_	Begin=8.111	_	_	_	_
5-1	TO018	5	il	il	linguistic	_	_	_	_	_	_
5-2	TO018	5	problema	problema	linguistic	ProsodicLink=Yes	_	_	_	_	_
5-3	TO018	5	lei	lei	linguistic	_	_	_	_	_	_
5-4	TO018	5	ha	ha	linguistic	_	_	_	_	_	_
5-5	TO018	5	ricevuto	ricevuto	linguistic	_	_	_	_	_	_
5-6	TO018	5	una	una	linguistic	_	_	_	_	_	_
5-7	TO018	5	serie	serie	linguistic	_	_	_	_	_	_
5-8	TO018	5	di	di	linguistic	_	_	_	_	_	_
5-9	TO018	5	miei	miei	linguistic	_	_	_	_	_	_
5-10	TO018	5	messaggi,	messaggi	linguistic	Intonation=WeaklyRising	End=10.725	_	_	_	_
6-0	TO019	6	okay.	okay	linguistic	Intonation=Falling	Begin=10.725|End=10.993	_	_	_	_
7-0	???	7	°no.°	no	linguistic	Intonation=Falling|Volume=Low	Begin=11.99|End=12.315	_	_	_	_
8-0	TO018	8	allora	allora	linguistic	_	Begin=12.683	_	_	_	_
8-1	TO018	8	dopo	dopo	linguistic	_	_	_	_	_	_
8-2	TO018	8	ci	ci	linguistic	_	_	_	_	_	_
8-3	TO018	8	rimettiamo	rimettiamo	linguistic	_	_	_	_	_	_
8-4	TO018	8	d'	d'	linguistic	SpaceAfter=No	_	_	_	_	_
8-5	TO018	8	accordo:	accordo	linguistic	_	End=14.858	6x1	_	_	_
9-0	TO018	9	perché	perché	linguistic	_	Begin=15.48	_	_	_	_
9-1	TO018	9	le	le	linguistic	_	_	_	_	_	_
9-2	TO018	9	devo	devo	linguistic	_	_	_	_	_	_
9-3	TO018	9	spiegare	spiegare	linguistic	_	_	_	_	_	_
9-4	TO018	9	come	come	linguistic	_	_	_	_	_	_
9-5	TO018	9	funziona	funziona	linguistic	_	_	_	_	_	_
9-6	TO018	9	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
9-7	TO018	9	esame.	esame	linguistic	Intonation=Falling	End=17.571	_	_	_	_
10-0	TO018	10	per	per	linguistic	_	Begin=18.683	_	_	_	_
10-1	TO018	10	altro	altro	linguistic	_	_	_	_	_	_
10-2	TO018	10	lei	lei	linguistic	_	_	_	_	_	_
10-3	TO018	10	ri~	ri~	linguistic	Interrupted=Yes	_	_	_	_	_
10-4	TO018	10	risulta	risulta	linguistic	_	_	_	_	_	_
10-5	TO018	10	immatricolato	immatricolato	linguistic	_	_	_	_	_	_
10-6	TO018	10	senza	senza	linguistic	_	_	_	_	_	_
10-7	TO018	10	foto.	foto	linguistic	Intonation=Falling	End=21.63	_	_	_	_
11-0	TO018	11	già	già	linguistic	_	Begin=22.64	_	_	_	_
11-1	TO018	11	questa	questa	linguistic	_	_	_	_	_	_
11-2	TO018	11	è	è	linguistic	_	_	_	_	_	_
11-3	TO018	11	una	una	linguistic	_	_	_	_	_	_
11-4	TO018	11	cosa	cosa	linguistic	_	_	_	_	_	_
11-5	TO018	11	strana	strana	linguistic	_	_	_	_	_	_
11-6	TO018	11	per	per	linguistic	_	_	_	_	_	_
11-7	TO018	11	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
