token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO156	0	dicevi	dicevi	linguistic	_	Begin=50.003	_	_	_	_
0-1	BO156	0	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
0-2	BO156	0	alma	alma	linguistic	_	_	_	_	_	_
0-3	BO156	0	english?	english	linguistic	Intonation=Rising	End=51.878	_	_	_	_
1-0	BO157	1	no	no	linguistic	_	Begin=52.132	_	_	_	_
1-1	BO157	1	niente	niente	linguistic	_	_	_	_	_	_
1-2	BO157	1	che::	che	linguistic	_	_	2x2	_	_	_
1-3	BO157	1	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1-4	BO157	1	a	a	linguistic	_	_	_	_	_	_
1-5	BO157	1	parte	parte	linguistic	_	_	_	_	_	_
1-6	BO157	1	che	che	linguistic	_	_	_	_	_	_
1-7	BO157	1	sta	sta	linguistic	_	_	_	_	_	_
1-8	BO157	1	mattina	mattina	linguistic	_	_	_	_	_	_
1-9	BO157	1	è	è	linguistic	_	_	_	_	_	_
1-10	BO157	1	stata	stata	linguistic	_	_	_	_	_	_
1-11	BO157	1	una	una	linguistic	_	_	_	_	_	_
1-12	BO157	1	m:erda	merda	linguistic	_	End=56.901	0x1	_	_	_
2-0	BO157	2	che	che	linguistic	_	Begin=56.945	_	_	_	_
2-1	BO157	2	sono	sono	linguistic	_	_	_	_	_	_
2-2	BO157	2	arrivato	arrivato	linguistic	_	_	_	_	_	_
2-3	BO157	2	che	che	linguistic	ProsodicLink=Yes	_	_	_	_	_
2-4	BO157	2	ero:	ero	linguistic	ProsodicLink=Yes	_	2x1	_	_	_
2-5	BO157	2	mh	mh	linguistic	_	_	_	_	_	_
2-6	BO157	2	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
2-7	BO157	2	d~	d~	linguistic	Interrupted=Yes	_	_	_	_	_
2-8	BO157	2	dormito	dormito	linguistic	_	_	_	_	_	_
2-9	BO157	2	come	come	linguistic	_	_	_	_	_	_
2-10	BO157	2	al	al	linguistic	_	_	_	_	_	_
2-11	BO157	2	solito	solito	linguistic	_	_	_	_	_	_
2-12	BO157	2	poco	poco	linguistic	_	_	_	_	_	_
2-13	BO157	2	sta	sta	linguistic	_	_	_	_	_	_
2-14	BO157	2	notte	notte	linguistic	_	_	_	_	_	_
2-15	BO157	2	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
2-16	BO157	2	quindi	quindi	linguistic	_	End=62.755	_	_	_	_
3-0	BO158	3	(e	e	linguistic	_	Begin=62.94	_	_	0-1(0)	_
3-1	BO158	3	allora)	allora	linguistic	_	_	_	_	0-6(0)	_
3-2	BO158	3	vedi	vedi	linguistic	_	_	_	_	_	_
3-3	BO158	3	la	la	linguistic	_	_	_	_	_	_
3-4	BO158	3	teoria	teoria	linguistic	_	_	_	_	_	_
3-5	BO158	3	dei	dei	linguistic	_	_	_	_	_	_
3-6	BO158	3	capelli	capelli	linguistic	_	_	_	_	_	_
3-7	BO158	3	[bianchi]	bianchi	linguistic	_	End=64.971	_	_	_	0-7(551)
4-0	BO156	4	[eh]	eh	linguistic	_	Begin=64.408|End=64.97	_	_	_	0-2(551)
