token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO071	0	vedi?	vedi	linguistic	Intonation=Rising	Begin=0.334	_	_	_	_
0-1	TO071	0	già	già	linguistic	_	_	_	_	_	_
0-2	TO071	0	stavo	stavo	linguistic	_	_	_	_	_	_
0-3	TO071	0	sbagliando	sbagliando	linguistic	_	_	_	_	_	_
0-4	TO071	0	perché	perché	linguistic	_	_	_	_	_	_
0-5	TO071	0	non	non	linguistic	_	_	_	_	_	_
0-6	TO071	0	sta	sta	linguistic	_	_	_	_	_	_
0-7	TO071	0	registrando.	registrando	linguistic	Intonation=Falling	End=2.586	_	_	_	_
1-0	TO071	1	di'	di'	linguistic	Truncated=Yes	Begin=3.463	_	_	_	_
1-1	TO071	1	una	una	linguistic	_	_	_	_	_	_
1-2	TO071	1	cosa	cosa	linguistic	_	_	_	_	_	_
1-3	TO071	1	parliamo	parliamo	linguistic	_	_	_	_	_	_
1-4	TO071	1	di	di	linguistic	_	_	_	_	_	_
1-5	TO071	1	te.	te	linguistic	Intonation=Falling	_	_	_	_	_
1-6	TO071	1	descrivi	descrivi	linguistic	_	_	_	_	_	_
1-7	TO071	1	questa	questa	linguistic	_	_	_	_	_	_
1-8	TO071	1	casa.	casa	linguistic	Intonation=Falling	End=5.54	_	_	_	_
2-0	TO056	2	allora	allora	linguistic	_	Begin=7.815	_	_	_	_
2-1	TO056	2	la	la	linguistic	_	_	_	_	_	_
2-2	TO056	2	nostra	nostra	linguistic	_	_	_	_	_	_
2-3	TO056	2	casa	casa	linguistic	_	_	_	_	_	_
2-4	TO056	2	è	è	linguistic	_	_	_	_	_	_
2-5	TO056	2	un	un	linguistic	_	_	_	_	_	_
2-6	TO056	2	buco	buco	linguistic	_	_	_	_	_	_
2-7	TO056	2	locale,	locale	linguistic	Intonation=weakly_rising	End=9.893	_	_	_	_
3-0	TO056	3	con	con	linguistic	_	Begin=10.791	_	_	_	_
3-1	TO056	3	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
3-2	TO056	3	acesso	acesso	linguistic	_	_	_	_	_	_
3-3	TO056	3	da	da	linguistic	_	_	_	_	_	_
3-4	TO056	3	ballatoio,	ballatoio	linguistic	Intonation=weakly_rising	End=12.567	_	_	_	_
4-0	TO056	4	purtroppo,	purtroppo	linguistic	Intonation=weakly_rising	Begin=12.669|End=13.533	_	_	_	_
5-0	TO056	5	il	il	linguistic	_	Begin=13.751	_	_	_	_
5-1	TO056	5	che	che	linguistic	_	_	_	_	_	_
5-2	TO056	5	significa:::	significa	linguistic	_	_	8x3	_	_	_
5-3	TO056	5	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
5-4	TO056	5	avere	avere	linguistic	_	_	_	_	_	_
5-5	TO056	5	(i)	i	linguistic	_	_	_	_	0-1(0)	_
5-6	TO056	5	vicini	vicini	linguistic	_	_	_	_	_	_
