token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO090	0	salve.	salve	linguistic	Intonation=Falling	Begin=3.432|End=3.973	_	_	_	_
1-0	BO087	1	buongiorno.	buongiorno	linguistic	Intonation=Falling	Begin=4.29|End=4.952	_	_	_	_
2-0	BO090	2	chiudo::,	chiudo	linguistic	Intonation=WeaklyRising	Begin=7.335	5x2	_	_	_
2-1	BO090	2	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
2-2	BO090	2	o::?	o	linguistic	Intonation=Rising	End=8.94	0x2	_	_	_
3-0	BO087	3	mah,	mah	linguistic	Intonation=WeaklyRising	Begin=9.113	_	_	_	_
3-1	BO087	3	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
3-2	BO087	3	un	un	linguistic	_	_	_	_	_	_
3-3	BO087	3	po'	po'	linguistic	_	_	_	_	_	_
3-4	BO087	3	sì	sì	linguistic	_	_	_	_	_	_
3-5	BO087	3	perché	perché	linguistic	_	_	_	_	_	_
3-6	BO087	3	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
3-7	BO087	3	è	è	linguistic	_	_	_	_	_	_
3-8	BO087	3	freddo,	freddo	linguistic	Intonation=WeaklyRising	_	_	_	_	_
3-9	BO087	3	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
3-10	BO087	3	sento	sento	linguistic	_	_	_	_	_	_
3-11	BO087	3	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
3-12	BO087	3	assibio::la	assibiola	linguistic	_	_	6x2	_	_	_
3-13	BO087	3	arrivare	arrivare	linguistic	_	_	_	_	_	_
3-14	BO087	3	da	da	linguistic	_	_	_	_	_	_
3-15	BO087	3	lì,	lì	linguistic	Intonation=WeaklyRising	End=13.16	_	_	_	_
4-0	BO090	4	salve.	salve	linguistic	Intonation=Falling	Begin=22.47|End=23.028	_	_	_	_
5-0	BO087	5	allora,	allora	linguistic	Intonation=WeaklyRising	Begin=23.028	_	_	_	_
5-1	BO087	5	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
5-2	BO087	5	lei	lei	linguistic	_	_	_	_	_	_
5-3	BO087	5	che	che	linguistic	_	_	_	_	_	_
5-4	BO087	5	biblioteca	biblioteca	linguistic	_	_	_	_	_	_
5-5	BO087	5	porta?	porta	linguistic	Intonation=Rising	End=25.05	_	_	_	_
6-0	BO090	6	io,	io	linguistic	Intonation=WeaklyRising	Begin=25.278	_	_	_	_
6-1	BO090	6	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
6-2	BO090	6	porto	porto	linguistic	_	_	_	_	_	_
6-3	BO090	6	la	la	linguistic	_	_	_	_	_	_
6-4	BO090	6	biblioteca	biblioteca	linguistic	_	_	_	_	_	_
6-5	BO090	6	della	della	linguistic	_	_	_	_	_	_
6-6	BO090	6	casa	casa	linguistic	_	_	_	_	_	_
6-7	BO090	6	del	del	linguistic	_	_	_	_	_	_
6-8	BO090	6	fa[scio	fascio	linguistic	_	_	_	_	_	2-6(0)
6-9	BO090	6	di	di	linguistic	_	_	_	_	_	0-2(0)
6-10	BO090	6	bologna].	bologna	linguistic	Intonation=Falling	End=28.03	_	_	_	0-7(0)
7-0	BO087	7	[ah::,	ah	linguistic	Intonation=WeaklyRising	Begin=27.246	1x2	_	_	0-2(0)
7-1	BO087	7	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(0)
7-2	BO087	7	mi	mi	linguistic	_	_	_	_	_	0-2(0)
7-3	BO087	7	ricor]do	ricordo	linguistic	_	_	_	_	_	0-5(0)
7-4	BO087	7	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
7-5	BO087	7	bellissi[ma].	bellissima	linguistic	Intonation=Falling	End=28.98	_	_	_	8-10(1)
8-0	BO090	8	[e	e	linguistic	_	Begin=28.739	_	_	_	0-1(1)
8-1	BO090	8	ho]	ho	linguistic	_	_	_	_	_	0-2(1)
8-2	BO090	8	anche::,	anche	linguistic	Intonation=WeaklyRising	_	4x2	_	_	_
8-3	BO090	8	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
8-4	BO090	8	il	il	linguistic	_	_	_	_	_	_
8-5	BO090	8	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
8-6	BO090	8	il	il	linguistic	_	_	_	_	_	_
8-7	BO090	8	libro:::,	libro	linguistic	Intonation=WeaklyRising	End=31.07	4x3	_	_	_
9-0	BO090	9	eh::::,	eh	linguistic	Intonation=WeaklyRising	Begin=31.07|End=32.009	1x4	_	_	_
10-0	BO090	10	petrucci	petrucci	linguistic	_	Begin=32.052	_	_	_	_
10-1	BO090	10	e	e	linguistic	_	_	_	_	_	_
10-2	BO090	10	barone.	barone	linguistic	Intonation=Falling	End=33.182	_	_	_	_
11-0	BO090	11	primo	primo	linguistic	_	Begin=33.39	_	_	_	_
11-1	BO090	11	non	non	linguistic	_	_	_	_	_	_
11-2	BO090	11	leggere.	leggere	linguistic	Intonation=Falling	End=34.3	_	_	_	_
12-0	BO087	12	vediamo:,	vediamo	linguistic	Intonation=WeaklyRising	Begin=34.76	6x1	_	_	_
12-1	BO087	12	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
12-2	BO087	12	questa	questa	linguistic	_	_	_	_	_	_
12-3	BO087	12	storia	storia	linguistic	_	_	_	_	_	_
12-4	BO087	12	della	della	linguistic	_	_	_	_	_	_
12-5	BO087	12	biblioteca	biblioteca	linguistic	_	_	_	_	_	_
12-6	BO087	12	del	del	linguistic	_	_	_	_	_	_
12-7	BO087	12	fascio.	fascio	linguistic	Intonation=Falling	End=37.71	_	_	_	_
13-0	BO090	13	sì	sì	linguistic	_	Begin=37.89	_	_	_	_
13-1	BO090	13	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
13-2	BO090	13	in	in	linguistic	_	_	_	_	_	_
13-3	BO090	13	realtà	realtà	linguistic	_	_	_	_	_	_
13-4	BO090	13	è	è	linguistic	_	_	_	_	_	_
13-5	BO090	13	anche	anche	linguistic	_	_	_	_	_	_
13-6	BO090	13	abbastanza	abbastanza	linguistic	_	_	_	_	_	_
13-7	BO090	13	interessante,	interessante	linguistic	Intonation=WeaklyRising	_	_	_	_	_
13-8	BO090	13	perché	perché	linguistic	_	_	_	_	_	_
13-9	BO090	13	è	è	linguistic	_	_	_	_	_	_
13-10	BO090	13	una	una	linguistic	_	_	_	_	_	_
13-11	BO090	13	bilbioteca	bilbioteca	linguistic	_	_	_	_	_	_
13-12	BO090	13	che	che	linguistic	_	_	_	_	_	_
13-13	BO090	13	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
13-14	BO090	13	e::h	eh	linguistic	_	_	0x2	_	_	_
13-15	BO090	13	nasce	nasce	linguistic	_	_	_	_	_	_
13-16	BO090	13	nella	nella	linguistic	_	_	_	_	_	_
13-17	BO090	13	prima	prima	linguistic	_	_	_	_	_	_
13-18	BO090	13	casa	casa	linguistic	_	_	_	_	_	_
13-19	BO090	13	del	del	linguistic	_	_	_	_	_	_
13-20	BO090	13	fascio::	fascio	linguistic	_	_	5x2	_	_	_
13-21	BO090	13	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
13-22	BO090	13	italiana.	italiana	linguistic	Intonation=Falling	End=44.894	_	_	_	_
14-0	BO087	14	ah.	ah	linguistic	Intonation=Falling	Begin=44.894|End=45.225	_	_	_	_
15-0	BO090	15	a	a	linguistic	_	Begin=45.225	_	_	_	_
15-1	BO090	15	bologna,	bologna	linguistic	Intonation=WeaklyRising	End=45.88	_	_	_	_
