token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO009	0	>no	no	linguistic	_	Begin=16.203	_	Fast=0-2	_	_
0-1	BO009	0	no:<	no	linguistic	_	_	1x1	Fast=0-2	_	_
0-2	BO009	0	niente	niente	linguistic	_	_	_	_	_	_
0-3	BO009	0	allora	allora	linguistic	_	_	_	_	_	_
0-4	BO009	0	siamo:	siamo	linguistic	_	_	4x1	_	_	_
0-5	BO009	0	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
0-6	BO009	0	no	no	linguistic	_	_	_	_	_	_
0-7	BO009	0	vabbé	vabbé	linguistic	_	_	_	_	_	_
0-8	BO009	0	no.	no	linguistic	Intonation=Falling	_	_	_	_	_
0-9	BO009	0	siamo	siamo	linguistic	_	_	_	_	_	_
0-10	BO009	0	andati	andati	linguistic	_	_	_	_	_	_
0-11	BO009	0	a	a	linguistic	_	_	_	_	_	_
0-12	BO009	0	cena	cena	linguistic	_	_	_	_	_	_
0-13	BO009	0	ed	ed	linguistic	_	_	_	_	_	_
0-14	BO009	0	è	è	linguistic	_	_	_	_	_	_
0-15	BO009	0	andato	andato	linguistic	_	_	_	_	_	_
0-16	BO009	0	tutto	tutto	linguistic	_	_	_	_	_	_
0-17	BO009	0	benissimo.	benissimo	linguistic	Intonation=Falling	_	_	_	_	_
0-18	BO009	0	>no	no	linguistic	_	_	_	Fast=0-2	_	_
0-19	BO009	0	cioè	cioè	linguistic	_	_	_	Fast=0-4	_	_
0-20	BO009	0	non	non	linguistic	_	_	_	Fast=0-3	_	_
0-21	BO009	0	è	è	linguistic	_	_	_	Fast=0-1	_	_
0-22	BO009	0	che:<	che	linguistic	_	End=20.786	2x1	Fast=0-3	_	_
1-0	BO009	1	però:::	però	linguistic	_	Begin=21.293	3x3	_	_	_
1-1	BO009	1	mh	mh	linguistic	ProsodicLink=Yes	_	_	_	_	_
1-2	BO009	1	nel	nel	linguistic	_	_	_	_	_	_
1-3	BO009	1	senso	senso	linguistic	_	_	_	_	_	_
1-4	BO009	1	io	io	linguistic	_	_	_	_	_	_
1-5	BO009	1	ho	ho	linguistic	_	_	_	_	_	_
1-6	BO009	1	sempre	sempre	linguistic	_	_	_	_	_	_
1-7	BO009	1	queste	queste	linguistic	_	_	_	_	_	_
1-8	BO009	1	ansie	ansie	linguistic	_	_	_	_	_	_
1-9	BO009	1	queste	queste	linguistic	_	_	_	_	_	_
1-10	BO009	1	eh,	eh	linguistic	Intonation=WeaklyRising	End=24.689	_	_	_	_
2-0	BO009	2	e	e	linguistic	_	Begin=25.02	_	_	_	_
2-1	BO009	2	quindi	quindi	linguistic	_	_	_	_	_	_
2-2	BO009	2	io	io	linguistic	_	_	_	_	_	_
2-3	BO009	2	non	non	linguistic	_	_	_	_	_	_
2-4	BO009	2	ce	ce	linguistic	_	_	_	_	_	_
2-5	BO009	2	la	la	linguistic	_	_	_	_	_	_
2-6	BO009	2	faccio	faccio	linguistic	_	_	_	_	_	_
2-7	BO009	2	cioè:	cioè	linguistic	_	End=26.47	3x1	_	_	_
3-0	BO009	3	e	e	linguistic	_	Begin=26.5	_	_	_	_
3-1	BO009	3	allora	allora	linguistic	_	_	_	_	_	_
3-2	BO009	3	lui	lui	linguistic	_	_	_	_	_	_
3-3	BO009	3	ha	ha	linguistic	_	_	_	_	_	_
3-4	BO009	3	iniziato	iniziato	linguistic	_	_	_	_	_	_
3-5	BO009	3	a	a	linguistic	_	_	_	_	_	_
3-6	BO009	3	dire	dire	linguistic	_	_	_	_	_	_
3-7	BO009	3	basta::	basta	linguistic	_	_	4x2	_	_	_
3-8	BO009	3	non	non	linguistic	_	_	_	_	_	_
3-9	BO009	3	devi	devi	linguistic	_	_	_	_	_	_
3-10	BO009	3	più	più	linguistic	_	_	_	_	_	_
3-11	BO009	3	avere	avere	linguistic	_	_	_	_	_	_
3-12	BO009	3	queste	queste	linguistic	_	_	_	_	_	_
3-13	BO009	3	ansie	ansie	linguistic	_	_	_	_	_	_
3-14	BO009	3	beh	beh	linguistic	_	End=29.82	_	_	_	_
4-0	BO010	4	ma	ma	linguistic	_	Begin=29.891	_	_	_	_
4-1	BO010	4	come	come	linguistic	_	_	_	_	_	_
4-2	BO010	4	[ma	ma	linguistic	_	_	_	_	_	0-2(0)
4-3	BO010	4	è	è	linguistic	_	_	_	_	_	0-1(0)
4-4	BO010	4	cretin]o?	cretino	linguistic	Intonation=Rising	End=30.97	_	_	_	0-6(0)
