token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO115	0	e::h	eh	linguistic	_	Begin=1.288	0x2	_	_	_
0-1	BO115	0	parami	parami	linguistic	_	_	_	_	_	_
0-2	BO115	0	della:	della	linguistic	_	_	4x1	_	_	_
0-3	BO115	0	vita	vita	linguistic	_	_	_	_	_	_
0-4	BO115	0	a	a	linguistic	_	_	_	_	_	_
0-5	BO115	0	bologna,	bologna	linguistic	Intonation=WeaklyRising	_	_	_	_	_
0-6	BO115	0	di	di	linguistic	_	_	_	_	_	_
0-7	BO115	0	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
0-8	BO115	0	casa	casa	linguistic	_	_	_	_	_	_
0-9	BO115	0	tua,	tua	linguistic	Intonation=WeaklyRising	_	_	_	_	_
0-10	BO115	0	con	con	linguistic	_	_	_	_	_	_
0-11	BO115	0	chi	chi	linguistic	_	_	_	_	_	_
0-12	BO115	0	vivi,	vivi	linguistic	Intonation=WeaklyRising	End=6.298	_	_	_	_
1-0	BO098	1	okay.	okay	linguistic	Intonation=Falling	Begin=7.586	_	_	_	_
1-1	BO098	1	e:::h	eh	linguistic	_	End=9.296	0x3	_	_	_
2-0	BO098	2	vivo:::	vivo	linguistic	_	Begin=10.688	3x3	_	_	_
2-1	BO098	2	in	in	linguistic	_	_	_	_	_	_
2-2	BO098	2	via	via	linguistic	_	_	_	_	_	_
2-3	BO098	2	@nomeluogo,	@nomeluogo,	linguistic	_	End=13.335	_	_	_	_
3-0	BO098	3	((ride))	((ride))	nonverbalbehavior	_	Begin=13.488|End=13.976	_	_	_	_
4-0	BO098	4	con:	con	linguistic	_	Begin=14.708	2x1	_	_	_
4-1	BO098	4	quattro::	quattro	linguistic	_	_	6x2	_	_	_
4-2	BO098	4	ragazzi,	ragazzi	linguistic	Intonation=WeaklyRising	_	_	_	_	_
4-3	BO098	4	ehm	ehm	linguistic	_	End=18.41	_	_	_	_
5-0	BO098	5	di	di	linguistic	_	Begin=18.7	_	_	_	_
5-1	BO098	5	cui	cui	linguistic	_	_	_	_	_	_
5-2	BO098	5	una	una	linguistic	_	_	_	_	_	_
