token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO006	0	bene.	bene	linguistic	Intonation=Falling	Begin=1.85	_	_	_	_
0-1	TO006	0	allora,	allora	linguistic	Intonation=weakly_rising	_	_	_	_	_
0-2	TO006	0	buonasera.	buonasera	linguistic	Intonation=Falling	End=3.163	_	_	_	_
1-0	TO007	1	buonasera	buonasera	linguistic	_	Begin=3.163	_	_	_	_
1-1	TO007	1	a	a	linguistic	_	_	_	_	_	_
1-2	TO007	1	[lei]	lei	linguistic	_	End=3.87	_	_	_	0-3(0)
2-0	TO006	2	[dun]que	dunque	linguistic	_	Begin=3.68	_	_	_	0-3(0)
2-1	TO006	2	lei	lei	linguistic	_	_	_	_	_	_
2-2	TO006	2	ha	ha	linguistic	_	_	_	_	_	_
2-3	TO006	2	già	già	linguistic	_	_	_	_	_	_
2-4	TO006	2	sostenuto	sostenuto	linguistic	_	_	_	_	_	_
2-5	TO006	2	una	una	linguistic	_	_	_	_	_	_
2-6	TO006	2	parte	parte	linguistic	_	_	_	_	_	_
2-7	TO006	2	del	del	linguistic	_	_	_	_	_	_
2-8	TO006	2	progra:mma,	programma	linguistic	Intonation=weakly_rising	_	5x1	_	_	_
2-9	TO006	2	in	in	linguistic	_	_	_	_	_	_
2-10	TO006	2	questo	questo	linguistic	_	_	_	_	_	_
2-11	TO006	2	caso	caso	linguistic	_	_	_	_	_	_
2-12	TO006	2	particolare	particolare	linguistic	_	_	_	_	_	_
2-13	TO006	2	porta	porta	linguistic	_	_	_	_	_	_
2-14	TO006	2	soltanto,	soltanto	linguistic	Intonation=weakly_rising	End=8.109	_	_	_	_
3-0	TO007	3	sì.	sì	linguistic	Intonation=Falling	Begin=8.212	_	_	_	_
3-1	TO007	3	tutto	tutto	linguistic	_	_	_	_	_	_
3-2	TO007	3	il	il	linguistic	ProsodicLink=Yes	_	_	_	_	_
3-3	TO007	3	[e:::h]	eh	linguistic	_	End=9.229	0x3	_	_	0-2(1)
4-0	TO006	4	[tut]ta	tutta	linguistic	_	Begin=9.118	_	_	_	0-3(1)
4-1	TO006	4	la	la	linguistic	_	_	_	_	_	_
4-2	TO006	4	parte	parte	linguistic	_	_	_	_	_	_
4-3	TO006	4	positiva.	positiva	linguistic	Intonation=Falling	End=10.325	_	_	_	_
5-0	TO007	5	tut~,	tut~	linguistic	Intonation=weakly_rising	Begin=10.854	_	_	_	_
5-1	TO007	5	[x	x	unknown	_	_	_	_	_	0-1(2)
5-2	TO007	5	la	la	linguistic	_	_	_	_	_	0-2(2)
5-3	TO007	5	parte	parte	linguistic	_	_	_	_	_	0-5(2)
5-4	TO007	5	storica].	storica	linguistic	Intonation=Falling	End=12.199	_	_	_	0-7(2)
6-0	TO006	6	[sulle	sulle	linguistic	_	Begin=11.218	_	_	_	0-5(2)
6-1	TO006	6	dispense].	dispense	linguistic	Intonation=Falling	_	_	_	_	0-8(2)
6-2	TO006	6	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
6-3	TO006	6	non	non	linguistic	_	_	_	_	_	_
6-4	TO006	6	è	è	linguistic	_	_	_	_	_	_
6-5	TO006	6	frequentante.	frequentante	linguistic	Intonation=Falling	End=13.261	_	_	_	_
7-0	TO007	7	frequentante.	frequentante	linguistic	Intonation=Falling	Begin=13.261|End=13.981	_	_	_	_
8-0	TO006	8	allora,	allora	linguistic	Intonation=weakly_rising	Begin=15.117	_	_	_	_
8-1	TO006	8	m:::h	mh	linguistic	_	_	0x3	_	_	_
8-2	TO006	8	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
8-3	TO006	8	mi	mi	linguistic	_	_	_	_	_	_
8-4	TO006	8	dica	dica	linguistic	_	_	_	_	_	_
8-5	TO006	8	qualche	qualche	linguistic	_	_	_	_	_	_
8-6	TO006	8	cosa,	cosa	linguistic	Intonation=weakly_rising	_	_	_	_	_
8-7	TO006	8	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
8-8	TO006	8	eh	eh	linguistic	ProsodicLink=Yes	_	_	_	_	_
8-9	TO006	8	m:::h	mh	linguistic	_	_	0x3	_	_	_
8-10	TO006	8	sull'	sull'	linguistic	SpaceAfter=No	_	_	_	_	_
8-11	TO006	8	amministrazione	amministrazione	linguistic	_	_	_	_	_	_
8-12	TO006	8	nelle	nelle	linguistic	_	_	_	_	_	_
8-13	TO006	8	società	società	linguistic	_	_	_	_	_	_
8-14	TO006	8	di	di	linguistic	_	_	_	_	_	_
8-15	TO006	8	persone.	persone	linguistic	Intonation=Falling	End=23.379	_	_	_	_
9-0	TO007	9	>allora<,	allora	linguistic	Intonation=weakly_rising	Begin=23.891	_	Fast=0-6	_	_
9-1	TO007	9	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
9-2	TO007	9	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
9-3	TO007	9	amministrazione	amministrazione	linguistic	_	_	_	_	_	_
9-4	TO007	9	nella	nella	linguistic	_	_	_	_	_	_
9-5	TO007	9	società	società	linguistic	_	_	_	_	_	_
9-6	TO007	9	di::	di	linguistic	_	_	1x2	_	_	_
9-7	TO007	9	di	di	linguistic	_	_	_	_	_	_
9-8	TO007	9	persone,	persone	linguistic	Intonation=weakly_rising	_	_	_	_	_
9-9	TO007	9	spetta::	spetta	linguistic	_	_	5x2	_	_	_
9-10	TO007	9	ai	ai	linguistic	_	_	_	_	_	_
9-11	TO007	9	soci	soci	linguistic	_	_	_	_	_	_
9-12	TO007	9	amministratori,	amministratori	linguistic	Intonation=weakly_rising	End=28.994	_	_	_	_
10-0	TO007	10	che:	che	linguistic	_	Begin=30.141	2x1	_	_	_
10-1	TO007	10	ehm::	ehm	linguistic	_	_	2x2	_	_	_
10-2	TO007	10	si	si	linguistic	_	_	_	_	_	_
10-3	TO007	10	riuniscono,	riuniscono	linguistic	Intonation=weakly_rising	_	_	_	_	_
10-4	TO007	10	e:h	eh	linguistic	_	_	0x1	_	_	_
10-5	TO007	10	a~	a~	linguistic	Interrupted=Yes	_	_	_	_	_
10-6	TO007	10	e	e	linguistic	_	_	_	_	_	_
10-7	TO007	10	agicono	agicono	linguistic	_	_	_	_	_	_
10-8	TO007	10	collegialmente.	collegialmente	linguistic	Intonation=Falling	End=33.993	_	_	_	_
11-0	TO007	11	e::h	eh	linguistic	_	Begin=34.918	0x2	_	_	_
11-1	TO007	11	i~	i~	linguistic	Interrupted=Yes	_	_	_	_	_
11-2	TO007	11	in	in	linguistic	_	_	_	_	_	_
11-3	TO007	11	tal	tal	linguistic	_	_	_	_	_	_
11-4	TO007	11	caso	caso	linguistic	_	_	_	_	_	_
11-5	TO007	11	si	si	linguistic	_	_	_	_	_	_
11-6	TO007	11	ha	ha	linguistic	_	_	_	_	_	_
11-7	TO007	11	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
11-8	TO007	11	amministrazione	amministrazione	linguistic	_	_	_	_	_	_
11-9	TO007	11	collegiale.	collegiale	linguistic	Intonation=Falling	_	_	_	_	_
11-10	TO007	11	o	o	linguistic	_	_	_	_	_	_
11-11	TO007	11	possono:	possono	linguistic	_	_	6x1	_	_	_
11-12	TO007	11	e::h	eh	linguistic	_	_	0x2	_	_	_
11-13	TO007	11	am~,	am~	linguistic	Intonation=weakly_rising	_	_	_	_	_
11-14	TO007	11	possono::	possono	linguistic	_	_	6x2	_	_	_
11-15	TO007	11	agire,	agire	linguistic	Intonation=weakly_rising	_	_	_	_	_
11-16	TO007	11	anche	anche	linguistic	_	_	_	_	_	_
11-17	TO007	11	individualmente.	individualmente	linguistic	Intonation=Falling	End=41.725	_	_	_	_
12-0	TO007	12	in	in	linguistic	_	Begin=42.053	_	_	_	_
12-1	TO007	12	quel	quel	linguistic	_	_	_	_	_	_
12-2	TO007	12	caso	caso	linguistic	_	_	_	_	_	_
12-3	TO007	12	vie~	vie~	linguistic	Interrupted=Yes	_	_	_	_	_
12-4	TO007	12	in	in	linguistic	_	_	_	_	_	_
12-5	TO007	12	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
12-6	TO007	12	questo	questo	linguistic	_	_	_	_	_	_
12-7	TO007	12	caso	caso	linguistic	_	_	_	_	_	_
12-8	TO007	12	viene::	viene	linguistic	_	_	4x2	_	_	_
12-9	TO007	12	delegato	delegato	linguistic	_	_	_	_	_	_
12-10	TO007	12	loro,	loro	linguistic	Intonation=weakly_rising	_	_	_	_	_
12-11	TO007	12	tramite	tramite	linguistic	_	_	_	_	_	_
12-12	TO007	12	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
12-13	TO007	12	viene	viene	linguistic	_	_	_	_	_	_
12-14	TO007	12	delegato	delegato	linguistic	_	_	_	_	_	_
12-15	TO007	12	loro:	loro	linguistic	_	_	3x1	_	_	_
12-16	TO007	12	e::h	eh	linguistic	_	_	0x2	_	_	_
12-17	TO007	12	nella	nella	linguistic	_	_	_	_	_	_
12-18	TO007	12	figura	figura	linguistic	_	_	_	_	_	_
12-19	TO007	12	del	del	linguistic	ProsodicLink=Yes	_	_	_	_	_
12-20	TO007	12	eh	eh	linguistic	_	_	_	_	_	_
12-21	TO007	12	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
12-22	TO007	12	amministratore	amministratore	linguistic	_	_	_	_	_	_
12-23	TO007	12	delegato.	delegato	linguistic	Intonation=Falling	End=50.896	_	_	_	_
13-0	TO006	13	aspetti.	aspetti	linguistic	Intonation=Falling	Begin=51.066	_	_	_	_
13-1	TO006	13	aspetti.	aspetti	linguistic	Intonation=Falling	_	_	_	_	_
13-2	TO006	13	aspetti.	aspetti	linguistic	Intonation=Falling	End=52.191	_	_	_	_
14-0	TO006	14	qui	qui	linguistic	_	Begin=52.61	_	_	_	_
14-1	TO006	14	siamo	siamo	linguistic	_	_	_	_	_	_
14-2	TO006	14	in	in	linguistic	_	_	_	_	_	_
14-3	TO006	14	società	società	linguistic	_	_	_	_	_	_
14-4	TO006	14	di	di	linguistic	_	_	_	_	_	_
14-5	TO006	14	<persone>	persone	linguistic	_	_	_	Slow=0-7	_	_
14-6	TO006	14	eh,	eh	linguistic	Intonation=weakly_rising	_	_	_	_	_
14-7	TO006	14	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
14-8	TO006	14	non	non	linguistic	_	_	_	_	_	_
14-9	TO006	14	di	di	linguistic	_	_	_	_	_	_
14-10	TO006	14	capitali.	capitali	linguistic	Intonation=Falling	End=55.163	_	_	_	_
15-0	TO007	15	ah.	ah	linguistic	Intonation=Falling	Begin=55.431	_	_	_	_
15-1	TO007	15	>sc~	sc~	linguistic	Interrupted=Yes	_	_	Fast=0-3	_	_
15-2	TO007	15	n~	n~	linguistic	Interrupted=Yes	_	_	Fast=0-2	_	_
15-3	TO007	15	n~<	n~	linguistic	Interrupted=Yes	_	_	Fast=0-2	_	_
15-4	TO007	15	avevo	avevo	linguistic	_	_	_	_	_	_
15-5	TO007	15	capito	capito	linguistic	_	_	_	_	_	_
15-6	TO007	15	nelle	nelle	linguistic	_	_	_	_	_	_
15-7	TO007	15	società	società	linguistic	_	_	_	_	_	_
15-8	TO007	15	di::	di	linguistic	_	_	1x2	_	_	_
15-9	TO007	15	di	di	linguistic	_	_	_	_	_	_
15-10	TO007	15	capitali.	capitali	linguistic	Intonation=Falling	End=58.085	_	_	_	_
16-0	TO007	16	s[cusi]	scusi	linguistic	_	Begin=58.352|End=58.736	_	_	_	1-5(3)
17-0	TO006	17	[perso]ne	persone	linguistic	_	Begin=58.399|End=59.031	_	_	_	0-5(3)
18-0	TO007	18	società::	società	linguistic	_	Begin=59.405	6x2	_	_	_
18-1	TO007	18	e::h	eh	linguistic	_	_	0x2	_	_	_
18-2	TO007	18	eh	eh	linguistic	ProsodicLink=Yes	_	_	_	_	_
18-3	TO007	18	di	di	linguistic	_	_	_	_	_	_
18-4	TO007	18	di	di	linguistic	_	_	_	_	_	_
18-5	TO007	18	persone.	persone	linguistic	Intonation=Falling	_	_	_	_	_
18-6	TO007	18	quindi	quindi	linguistic	_	_	_	_	_	_
18-7	TO007	18	s~	s~	linguistic	Interrupted=Yes	_	_	_	_	_
18-8	TO007	18	mh.	mh	linguistic	Intonation=Falling	End=61.898	_	_	_	_
19-0	TO007	19	eh	eh	linguistic	ProsodicLink=Yes	Begin=62.405	_	_	_	_
19-1	TO007	19	m:::h	mh	linguistic	_	_	0x3	_	_	_
19-2	TO007	19	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
19-3	TO007	19	diversi	diversi	linguistic	_	_	_	_	_	_
19-4	TO007	19	casi,	casi	linguistic	Intonation=weakly_rising	_	_	_	_	_
19-5	TO007	19	che	che	linguistic	_	_	_	_	_	_
19-6	TO007	19	possono	possono	linguistic	_	_	_	_	_	_
19-7	TO007	19	essere::	essere	linguistic	_	_	5x2	_	_	_
19-8	TO007	19	m::h	mh	linguistic	_	_	0x2	_	_	_
19-9	TO007	19	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
19-10	TO007	19	gli	gli	linguistic	_	_	_	_	_	_
19-11	TO007	19	am~	am~	linguistic	Interrupted=Yes	_	_	_	_	_
19-12	TO007	19	gli	gli	linguistic	_	_	_	_	_	_
19-13	TO007	19	amministratori	amministratori	linguistic	_	_	_	_	_	_
19-14	TO007	19	che	che	linguistic	_	_	_	_	_	_
19-15	TO007	19	hanno	hanno	linguistic	_	_	_	_	_	_
19-16	TO007	19	la	la	linguistic	_	_	_	_	_	_
19-17	TO007	19	responsabilità	responsabilità	linguistic	_	_	_	_	_	_
19-18	TO007	19	limitata,	limitata	linguistic	Intonation=weakly_rising	_	_	_	_	_
