token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO087	0	gianni	gianni	linguistic	_	Begin=0.975	_	_	_	_
0-1	BO087	0	rossi.	rossi	linguistic	Intonation=Falling	End=2.19	_	_	_	_
1-0	BO087	1	per	per	linguistic	_	Begin=2.34	_	_	_	_
1-1	BO087	1	favo:re.	favore	linguistic	Intonation=Falling	End=3.22	3x1	_	_	_
2-0	BO087	2	°ah	ah	linguistic	Volume=Low	Begin=20.88	_	_	_	_
2-1	BO087	2	np	np	linguistic	Volume=Low	_	_	_	_	_
2-2	BO087	2	è	è	linguistic	Volume=Low	_	_	_	_	_
2-3	BO087	2	vero.	vero	linguistic	Intonation=Falling|Volume=Low	_	_	_	_	_
2-4	BO087	2	xxx	x	unknown	Volume=Low	_	_	_	_	_
2-5	BO087	2	no	no	linguistic	Volume=Low	_	_	_	_	_
2-6	BO087	2	no	no	linguistic	Volume=Low	_	_	_	_	_
2-7	BO087	2	la	la	linguistic	Volume=Low	_	_	_	_	_
2-8	BO087	2	faccio	faccio	linguistic	Volume=Low	_	_	_	_	_
2-9	BO087	2	passare	passare	linguistic	Volume=Low	_	_	_	_	_
2-10	BO087	2	un	un	linguistic	Volume=Low	_	_	_	_	_
2-11	BO087	2	attimo.	attimo	linguistic	Intonation=Falling|Volume=Low	_	_	_	_	_
2-12	BO087	2	un	un	linguistic	Volume=Low	_	_	_	_	_
2-13	BO087	2	secondo	secondo	linguistic	Volume=Low	_	_	_	_	_
2-14	BO087	2	eh°	eh	linguistic	Volume=Low	End=24.96	_	_	_	_
3-0	BO087	3	non	non	linguistic	_	Begin=25.9	_	_	_	_
3-1	BO087	3	mi	mi	linguistic	_	_	_	_	_	_
3-2	BO087	3	ricordavo	ricordavo	linguistic	_	_	_	_	_	_
3-3	BO087	3	mica,	mica	linguistic	Intonation=weakly_rising	_	_	_	_	_
3-4	BO087	3	perché	perché	linguistic	_	_	_	_	_	_
3-5	BO087	3	ero	ero	linguistic	_	_	_	_	_	_
3-6	BO087	3	qui	qui	linguistic	_	_	_	_	_	_
3-7	BO087	3	che	che	linguistic	_	_	_	_	_	_
3-8	BO087	3	parlavo	parlavo	linguistic	_	_	_	_	_	_
3-9	BO087	3	di,	di	linguistic	Intonation=weakly_rising	End=28.22	_	_	_	_
4-0	???	4	buongiorno	buongiorno	linguistic	_	Begin=28.545	_	_	_	_
4-1	???	4	professore	professore	linguistic	_	End=29.606	_	_	_	_
5-0	BO087	5	(salve)	salve	linguistic	_	Begin=29.606|End=30.191	_	_	0-5(0)	_
6-0	BO087	6	be:ne,	bene	linguistic	Intonation=weakly_rising	Begin=30.705|End=31.15	1x1	_	_	_
7-0	BO087	7	e	e	linguistic	_	Begin=31.6	_	_	_	_
7-1	BO087	7	come	come	linguistic	_	_	_	_	_	_
7-2	BO087	7	sta?	sta	linguistic	Intonation=Rising	End=32.359	_	_	_	_
8-0	???	8	bene.	bene	linguistic	Intonation=Falling	Begin=32.406|End=33.053	_	_	_	_
9-0	BO087	9	cosa	cosa	linguistic	_	Begin=33.19	_	_	_	_
9-1	BO087	9	fa	fa	linguistic	_	_	_	_	_	_
9-2	BO087	9	adesso?	adesso	linguistic	Intonation=Rising	End=34.26	_	_	_	_
10-0	BO087	10	due	due	linguistic	_	Begin=34.293	_	_	_	_
10-1	BO087	10	secondi,	secondi	linguistic	Intonation=weakly_rising	End=35.045	_	_	_	_
11-0	???	11	dottorato	dottorato	linguistic	_	Begin=35.153	_	_	_	_
11-1	???	11	xxx	x	unknown	_	_	_	_	_	_
11-2	???	11	xxx	x	unknown	_	_	_	_	_	_
11-3	???	11	scritto.	scritto	linguistic	Intonation=Falling	_	_	_	_	_
11-4	???	11	non	non	linguistic	_	_	_	_	_	_
11-5	???	11	so	so	linguistic	_	_	_	_	_	_
11-6	???	11	se	se	linguistic	_	_	_	_	_	_
11-7	???	11	se	se	linguistic	_	_	_	_	_	_
11-8	???	11	ha	ha	linguistic	_	_	_	_	_	_
11-9	???	11	visto	visto	linguistic	_	End=37.85	_	_	_	_
12-0	BO087	12	quando	quando	linguistic	_	Begin=37.892	_	_	_	_
12-1	BO087	12	mi	mi	linguistic	_	_	_	_	_	_
12-2	BO087	12	ha	ha	linguistic	_	_	_	_	_	_
12-3	BO087	12	scritto?	scritto	linguistic	Intonation=Rising	End=39.009	_	_	_	_
13-0	???	13	avantieri	avantieri	linguistic	_	Begin=39.015	_	_	_	_
13-1	???	13	giorni	giorni	linguistic	_	_	_	_	_	_
13-2	???	13	fa	fa	linguistic	_	_	_	_	_	_
13-3	???	13	e	e	linguistic	_	_	_	_	_	_
13-4	???	13	poi	poi	linguistic	_	_	_	_	_	_
13-5	???	13	gliel'	gliel'	linguistic	SpaceAfter=No	_	_	_	_	_
13-6	???	13	ho	ho	linguistic	_	_	_	_	_	_
13-7	???	13	reinoltrato	reinoltrato	linguistic	_	End=40.724	_	_	_	_
14-0	BO087	14	a:::h,	ah	linguistic	Intonation=weakly_rising	Begin=40.724	0x3	_	_	_
14-1	BO087	14	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
14-2	BO087	14	ma	ma	linguistic	_	_	_	_	_	_
14-3	BO087	14	povero,	povero	linguistic	Intonation=weakly_rising	_	_	_	_	_
14-4	BO087	14	ha	ha	linguistic	_	_	_	_	_	_
14-5	BO087	14	[ragione.	ragione	linguistic	Intonation=Falling	End=42.912	_	_	_	_
15-0	???	15	[per	per	linguistic	_	Begin=42.145	_	_	_	0-3(?)
15-1	???	15	la	la	linguistic	_	_	_	_	_	0-2(?)
15-2	???	15	richiesta	richiesta	linguistic	_	_	_	_	_	0-9(?)
15-3	???	15	di]	di	linguistic	_	End=43.785	_	_	_	0-2(?)
16-0	BO087	16	xxx]	x	unknown	_	Begin=43.088	_	_	_	_
16-1	BO087	16	è	è	linguistic	_	_	_	_	_	_
16-2	BO087	16	capitato	capitato	linguistic	_	_	_	_	_	_
16-3	BO087	16	in	in	linguistic	_	_	_	_	_	_
16-4	BO087	16	un	un	linguistic	_	_	_	_	_	_
16-5	BO087	16	momento	momento	linguistic	_	_	_	_	_	_
16-6	BO087	16	xxxx	x	unknown	_	End=45.59	_	_	_	_
17-0	BO091	17	allora	allora	linguistic	_	Begin=45.72	_	_	_	_
17-1	BO091	17	avevo	avevo	linguistic	_	_	_	_	_	_
17-2	BO091	17	fatto:::,	fatto	linguistic	Intonation=weakly_rising	End=47.23	4x3	_	_	_
18-0	BO091	18	ho	ho	linguistic	_	Begin=47.681	_	_	_	_
18-1	BO091	18	cambiato	cambiato	linguistic	_	_	_	_	_	_
18-2	BO091	18	perché:	perché	linguistic	_	_	5x1	_	_	_
18-3	BO091	18	avevo	avevo	linguistic	_	_	_	_	_	_
18-4	BO091	18	già:	già	linguistic	_	_	2x1	_	_	_
18-5	BO091	18	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
18-6	BO091	18	xx	x	unknown	_	_	_	_	_	_
18-7	BO091	18	avevo	avevo	linguistic	_	_	_	_	_	_
18-8	BO091	18	fatto:	fatto	linguistic	_	_	4x1	_	_	_
18-9	BO091	18	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
18-10	BO091	18	ho	ho	linguistic	_	_	_	_	_	_
18-11	BO091	18	cambiato	cambiato	linguistic	_	_	_	_	_	_
18-12	BO091	18	e	e	linguistic	_	_	_	_	_	_
18-13	BO091	18	ho	ho	linguistic	_	_	_	_	_	_
18-14	BO091	18	fatto	fatto	linguistic	_	_	_	_	_	_
18-15	BO091	18	sul	sul	linguistic	_	_	_	_	_	_
18-16	BO091	18	decadentismo	decadentismo	linguistic	_	_	_	_	_	_
18-17	BO091	18	letterario,	letterario	linguistic	Intonation=weakly_rising	End=52.83	_	_	_	_
19-0	BO087	19	[mh	mh	linguistic	_	Begin=52.84	_	_	_	0-2(2)
19-1	BO087	19	mh],	mh	linguistic	Intonation=weakly_rising	End=53.463	_	_	_	0-2(2)
20-0	BO091	20	[e::h	eh	linguistic	_	Begin=52.84	0x2	_	_	0-2(2)
20-1	BO091	20	sul	sul	linguistic	_	_	_	_	_	0-3(2)
20-2	BO091	20	pano]rama::	panorama	linguistic	_	_	7x2	_	_	0-4(2)
20-3	BO091	20	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
20-4	BO091	20	eh	eh	linguistic	_	_	_	_	_	_
20-5	BO091	20	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
20-6	BO091	20	italiano,	italiano	linguistic	Intonation=weakly_rising	End=56.06	_	_	_	_
21-0	BO087	21	aveva	aveva	linguistic	_	Begin=56.04	_	_	_	_
21-1	BO087	21	precedentemente	precedentemente	linguistic	_	_	_	_	_	_
21-2	BO087	21	dato	dato	linguistic	_	_	_	_	_	_
21-3	BO087	21	xxx	x	unknown	_	_	_	_	_	_
21-4	BO087	21	letteraria	letteraria	linguistic	_	_	_	_	_	_
21-5	BO087	21	era	era	linguistic	_	_	_	_	_	_
21-6	BO087	21	[venu:to,	venuto	linguistic	Intonation=weakly_rising	_	3x1	_	_	0-6(3)
21-7	BO087	21	ed	ed	linguistic	_	_	_	_	_	0-2(3)
21-8	BO087	21	era	era	linguistic	_	_	_	_	_	0-3(3)
21-9	BO087	21	venuto	venuto	linguistic	_	_	_	_	_	0-6(3)
21-10	BO087	21	ma:le]?	male	linguistic	Intonation=Rising	End=59.29	1x1	_	_	0-4(3)
22-0	BO091	22	[xxx	x	unknown	_	Begin=57.81	_	_	_	0-3(4)
22-1	BO091	22	xxx]	x	unknown	_	_	_	_	_	0-3(4)
22-2	BO091	22	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
22-3	BO091	22	esatto.	esatto	linguistic	Intonation=Falling	End=59.74	_	_	_	_
23-0	BO091	23	e	e	linguistic	_	Begin=60.55	_	_	_	_
23-1	BO091	23	poi,	poi	linguistic	Intonation=weakly_rising	_	_	_	_	_
23-2	BO091	23	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
23-3	BO091	23	purtroppo	purtroppo	linguistic	_	_	_	_	_	_
23-4	BO091	23	non	non	linguistic	_	_	_	_	_	_
23-5	BO091	23	son	son	linguistic	_	_	_	_	_	_
23-6	BO091	23	riuscito	riuscito	linguistic	_	_	_	_	_	_
23-7	BO091	23	a	a	linguistic	_	_	_	_	_	_
23-8	BO091	23	venire	venire	linguistic	_	_	_	_	_	_
23-9	BO091	23	a	a	linguistic	_	_	_	_	_	_
23-10	BO091	23	ricevimento	ricevimento	linguistic	_	_	_	_	_	_
23-11	BO091	23	per	per	linguistic	_	_	_	_	_	_
23-12	BO091	23	varie	varie	linguistic	_	_	_	_	_	_
23-13	BO091	23	vicissitudini,	vicissitudini	linguistic	Intonation=weakly_rising	_	_	_	_	_
23-14	BO091	23	quindi:	quindi	linguistic	_	_	5x1	_	_	_
23-15	BO091	23	mi	mi	linguistic	_	_	_	_	_	_
23-16	BO091	23	sono	sono	linguistic	_	_	_	_	_	_
23-17	BO091	23	ripresentato	ripresentato	linguistic	_	_	_	_	_	_
23-18	BO091	23	direttamente	direttamente	linguistic	_	_	_	_	_	_
23-19	BO091	23	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
23-20	BO091	23	appello,	appello	linguistic	Intonation=weakly_rising	End=66.24	_	_	_	_
24-0	BO091	24	e	e	linguistic	_	Begin=66.74	_	_	_	_
24-1	BO091	24	ho	ho	linguistic	_	_	_	_	_	_
24-2	BO091	24	utilizzato:	utilizzato	linguistic	_	_	9x1	_	_	_
24-3	BO091	24	iurilli	iurilli	linguistic	_	_	_	_	_	_
24-4	BO091	24	sempre	sempre	linguistic	_	_	_	_	_	_
24-5	BO091	24	come:::	come	linguistic	ProsodicLink=Yes	_	3x3	_	_	_
24-6	BO091	24	m::h	mh	linguistic	_	_	0x2	_	_	_
24-7	BO091	24	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
24-8	BO091	24	sempre	sempre	linguistic	_	_	_	_	_	_
24-9	BO091	24	come	come	linguistic	_	_	_	_	_	_
24-10	BO091	24	fonte,	fonte	linguistic	Intonation=weakly_rising	End=70.68	_	_	_	_
25-0	BO091	25	e:::h	eh	linguistic	_	Begin=71.09	0x3	_	_	_
25-1	BO091	25	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
25-2	BO091	25	e	e	linguistic	_	_	_	_	_	_
25-3	BO091	25	appunto::	appunto	linguistic	_	_	6x2	_	_	_
25-4	BO091	25	ho	ho	linguistic	_	_	_	_	_	_
25-5	BO091	25	fatto	fatto	linguistic	_	_	_	_	_	_
25-6	BO091	25	il,	il	linguistic	Intonation=weakly_rising	_	_	_	_	_
25-7	BO091	25	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
25-8	BO091	25	la	la	linguistic	_	_	_	_	_	_
25-9	BO091	25	nota	nota	linguistic	_	_	_	_	_	_
25-10	BO091	25	bibliografica,	bibliografica	linguistic	Intonation=weakly_rising	End=75.44	_	_	_	_
26-0	BO091	26	e:::h	eh	linguistic	_	Begin=75.588	0x3	_	_	_
26-1	BO091	26	utilizzando	utilizzando	linguistic	_	_	_	_	_	_
26-2	BO091	26	appunto	appunto	linguistic	_	_	_	_	_	_
26-3	BO091	26	un	un	linguistic	_	_	_	_	_	_
26-4	BO091	26	ordine	ordine	linguistic	_	_	_	_	_	_
26-5	BO091	26	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
26-6	BO091	26	cronologic	cronologic	linguistic	ProsodicLink=Yes	_	_	_	_	_
26-7	BO091	26	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
26-8	BO091	26	interno	interno	linguistic	_	_	_	_	_	_
26-9	BO091	26	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
26-10	BO091	26	ordine	ordine	linguistic	_	_	_	_	_	_
26-11	BO091	26	cronologico	cronologico	linguistic	_	_	_	_	_	_
26-12	BO091	26	avevo	avevo	linguistic	_	_	_	_	_	_
26-13	BO091	26	fatto	fatto	linguistic	_	_	_	_	_	_
26-14	BO091	26	in	in	linguistic	_	_	_	_	_	_
26-15	BO091	26	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
26-16	BO091	26	alfabetico	alfabetico	linguistic	_	_	_	_	_	_
26-17	BO091	26	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
26-18	BO091	26	e:h	eh	linguistic	_	_	0x1	_	_	_
26-19	BO091	26	per	per	linguistic	_	_	_	_	_	_
26-20	BO091	26	autore,	autore	linguistic	Intonation=weakly_rising	End=83.617	_	_	_	_
27-0	BO087	27	mh	mh	linguistic	_	Begin=83.617	_	_	_	_
27-1	BO087	27	mh,	mh	linguistic	Intonation=weakly_rising	End=84.12	_	_	_	_
28-0	BO091	28	e,	e	linguistic	Intonation=weakly_rising	Begin=84.13	_	_	_	_
28-1	BO091	28	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
28-2	BO091	28	e::h	eh	linguistic	ProsodicLink=Yes	_	0x2	_	_	_
28-3	BO091	28	m:::h,	mh	linguistic	Intonation=weakly_rising	End=85.87	0x3	_	_	_
29-0	BO091	29	e:	e	linguistic	_	Begin=86.36	0x1	_	_	_
