token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO049	0	e:::hm	ehm	linguistic	_	Begin=2.052	0x3	_	_	_
0-1	BO049	0	ciao	ciao	linguistic	_	End=3.356	_	_	_	_
1-0	BO049	1	((ride))	((ride))	nonverbalbehavior	_	Begin=4.01|End=4.5	_	_	_	_
2-0	BO074	2	ciao,	ciao	linguistic	Intonation=weakly_rising	Begin=4.517|End=4.81	_	_	_	_
3-0	BO049	3	tutto	tutto	linguistic	_	Begin=5.1	_	_	_	_
3-1	BO049	3	bene?	bene	linguistic	Intonation=Rising	End=5.813	_	_	_	_
4-0	BO074	4	sì.	sì	linguistic	Intonation=Falling	Begin=5.92|End=6.293	_	_	_	_
5-0	BO049	5	okay,	okay	linguistic	Intonation=weakly_rising	Begin=6.293|End=7.0	_	_	_	_
6-0	BO049	6	allora,	allora	linguistic	Intonation=weakly_rising	Begin=7.34|End=8.006	_	_	_	_
7-0	BO049	7	vuoi	vuoi	linguistic	_	Begin=8.164	_	_	_	_
7-1	BO049	7	raccontarmi::	raccontarmi	linguistic	_	_	10x2	_	_	_
7-2	BO049	7	dove	dove	linguistic	_	_	_	_	_	_
7-3	BO049	7	vivi?	vivi	linguistic	Intonation=Rising	End=9.991	_	_	_	_
8-0	BO074	8	e:::::h	eh	linguistic	_	Begin=11.328	0x5	_	_	_
8-1	BO074	8	in	in	linguistic	_	_	_	_	_	_
8-2	BO074	8	generale?	generale	linguistic	Intonation=Rising	End=12.8	_	_	_	_
9-0	BO074	9	eh	eh	linguistic	_	Begin=12.895	_	_	_	_
9-1	BO074	9	allor[a::],	allora	linguistic	Intonation=weakly_rising	_	5x2	_	_	5-6(0)
9-2	BO074	9	vivo	vivo	linguistic	_	_	_	_	_	_
9-3	BO074	9	a	a	linguistic	_	_	_	_	_	_
9-4	BO074	9	@nomepaese	@nomepaese	linguistic	_	End=15.089	_	_	_	_
10-0	BO049	10	[si]	si	linguistic	_	Begin=13.937|End=14.303	_	_	_	0-2(0)
11-0	BO049	11	okay	okay	linguistic	_	Begin=15.089|End=15.406	_	_	_	_
12-0	BO074	12	che	che	linguistic	_	Begin=15.641	_	_	_	_
12-1	BO074	12	dove	dove	linguistic	_	_	_	_	_	_
12-2	BO074	12	è	è	linguistic	_	_	_	_	_	_
12-3	BO074	12	il	il	linguistic	_	_	_	_	_	_
12-4	BO074	12	luogo	luogo	linguistic	_	_	_	_	_	_
12-5	BO074	12	dove	dove	linguistic	_	_	_	_	_	_
12-6	BO074	12	sono	sono	linguistic	_	_	_	_	_	_
12-7	BO074	12	nato,	nato	linguistic	Intonation=weakly_rising	_	_	_	_	_
12-8	BO074	12	ho	ho	linguistic	_	_	_	_	_	_
12-9	BO074	12	sempre	sempre	linguistic	_	_	_	_	_	_
12-10	BO074	12	vissuto	vissuto	linguistic	_	_	_	_	_	_
12-11	BO074	12	qua	qua	linguistic	_	End=18.61	_	_	_	_
13-0	BO049	13	°okay°	okay	linguistic	Volume=Low	Begin=18.715|End=19.405	_	_	_	_
14-0	BO074	14	anche::	anche	linguistic	_	Begin=19.61	4x2	_	_	_
14-1	BO074	14	m:::h	mh	linguistic	_	End=21.213	0x3	_	_	_
15-0	BO074	15	ho	ho	linguistic	_	Begin=21.903	_	_	_	_
15-1	BO074	15	studiato::	studiato	linguistic	_	_	7x2	_	_	_
15-2	BO074	15	da	da	linguistic	_	_	_	_	_	_
15-3	BO074	15	altre	altre	linguistic	_	_	_	_	_	_
15-4	BO074	15	parti	parti	linguistic	_	_	_	_	_	_
15-5	BO074	15	comunque	comunque	linguistic	_	_	_	_	_	_
15-6	BO074	15	anche	anche	linguistic	_	_	_	_	_	_
15-7	BO074	15	le	le	linguistic	_	_	_	_	_	_
15-8	BO074	15	superiori	superiori	linguistic	_	_	_	_	_	_
15-9	BO074	15	le	le	linguistic	_	_	_	_	_	_
15-10	BO074	15	ho	ho	linguistic	_	_	_	_	_	_
15-11	BO074	15	fatte	fatte	linguistic	_	_	_	_	_	_
15-12	BO074	15	a	a	linguistic	_	_	_	_	_	_
15-13	BO074	15	@nomepaese	@nomepaese	linguistic	_	End=26.717	_	_	_	_
16-0	BO074	16	e::	e	linguistic	_	Begin=27.455	0x2	_	_	_
16-1	BO074	16	poi	poi	linguistic	_	_	_	_	_	_
16-2	BO074	16	anche	anche	linguistic	_	_	_	_	_	_
16-3	BO074	16	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
16-4	BO074	16	università	università	linguistic	_	_	_	_	_	_
16-5	BO074	16	ho:::	ho	linguistic	_	_	1x3	_	_	_
16-6	BO074	16	studiato	studiato	linguistic	_	_	_	_	_	_
16-7	BO074	16	a	a	linguistic	_	_	_	_	_	_
16-8	BO074	16	bologna	bologna	linguistic	_	_	_	_	_	_
