token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO085	0	io	io	linguistic	_	Begin=0.014	_	_	_	_
0-1	TO085	0	ci	ci	linguistic	_	_	_	_	_	_
0-2	TO085	0	provo	provo	linguistic	_	_	_	_	_	_
0-3	TO085	0	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
0-4	TO085	0	va	va	linguistic	_	_	_	_	_	_
0-5	TO085	0	bene?	bene	linguistic	Intonation=Rising	End=2.65	_	_	_	_
1-0	TO094	1	cosa?	cosa	linguistic	Intonation=Rising	Begin=2.882|End=3.546	_	_	_	_
2-0	TO092	2	[a	a	linguistic	_	Begin=3.875	_	_	_	0-1(0)
2-1	TO092	2	registrare]	registrare	linguistic	_	End=4.806	_	_	_	0-10(0)
3-0	TO085	3	[a	a	linguistic	_	Begin=3.875	_	_	_	0-1(0)
3-1	TO085	3	registra]re	registrare	linguistic	_	End=4.996	_	_	_	0-8(0)
4-0	TO093	4	c'	c'	linguistic	SpaceAfter=No	Begin=5.387	_	_	_	_
4-1	TO093	4	è	è	linguistic	_	_	_	_	_	_
4-2	TO093	4	la	la	linguistic	_	_	_	_	_	_
4-3	TO093	4	schedina	schedina	linguistic	_	_	_	_	_	_
4-4	TO093	4	piena?	piena	linguistic	Intonation=Rising	End=6.494	_	_	_	_
5-0	TO085	5	no	no	linguistic	_	Begin=6.595	_	_	_	_
5-1	TO085	5	ho	ho	linguistic	_	_	_	_	_	_
5-2	TO085	5	cancellato	cancellato	linguistic	_	_	_	_	_	_
5-3	TO085	5	due	due	linguistic	_	_	_	_	_	_
5-4	TO085	5	file	file	linguistic	_	End=8.744	_	_	_	_
6-0	TO085	6	cosa	cosa	linguistic	_	Begin=13.412	_	_	_	_
6-1	TO085	6	fai?	fai	linguistic	Intonation=Rising	End=14.334	_	_	_	_
7-0	TO085	7	((ride))	((ride))	nonverbalbehavior	_	Begin=14.373|End=15.148	_	_	_	_
8-0	TO094	8	mh?	mh	linguistic	Intonation=Rising	Begin=15.152|End=15.572	_	_	_	_
9-0	TO085	9	cosa	cosa	linguistic	_	Begin=15.955	_	_	_	_
9-1	TO085	9	fai?	fai	linguistic	Intonation=Rising	End=17.197	_	_	_	_
10-0	TO094	10	e::h	eh	linguistic	_	Begin=18.155	0x2	_	_	_
10-1	TO094	10	>cioè<	cioè	linguistic	_	_	_	Fast=0-4	_	_
10-2	TO094	10	ma	ma	linguistic	_	_	_	_	_	_
