token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO029	0	appoggia[mo	appoggiamo	linguistic	_	Begin=0.588	_	_	_	8-10(0)
0-1	TO029	0	qui].	qui	linguistic	Intonation=Falling	End=1.277	_	_	_	0-3(0)
1-0	TO035	1	[sì].	sì	linguistic	Intonation=Falling	Begin=0.926	_	_	_	0-2(0)
1-1	TO035	1	sono	sono	linguistic	_	_	_	_	_	_
1-2	TO035	1	uno	uno	linguistic	_	_	_	_	_	_
1-3	TO035	1	stude~	stude~	linguistic	Interrupted=Yes	_	_	_	_	_
1-4	TO035	1	sono	sono	linguistic	_	_	_	_	_	_
1-5	TO035	1	uno	uno	linguistic	_	_	_	_	_	_
1-6	TO035	1	[studen~].	studen~	linguistic	Intonation=Falling	End=2.71	_	_	_	0-7(1)
2-0	TO029	2	[no.	no	linguistic	Intonation=Falling	Begin=2.23	_	_	_	0-2(1)
2-1	TO029	2	non	non	linguistic	_	_	_	_	_	0-3(1)
2-2	TO029	2	>devi<]	devi	linguistic	_	_	_	Fast=0-4	_	0-4(1)
2-3	TO029	2	fare	fare	linguistic	_	_	_	_	_	_
2-4	TO029	2	così.	così	linguistic	Intonation=Falling	_	_	_	_	_
2-5	TO029	2	spontaneo	spontaneo	linguistic	_	End=3.89	_	_	_	_
3-0	TO035	3	((ride))	((ride))	nonverbalbehavior	_	Begin=2.864|End=3.892	_	_	_	_
4-0	TO035	4	okay.	okay	linguistic	Intonation=Falling	Begin=4.196|End=4.62	_	_	_	_
5-0	TO035	5	no,	no	linguistic	Intonation=weakly_rising	Begin=5.148	_	_	_	_
5-1	TO035	5	[comunque.	comunque	linguistic	Intonation=Falling	_	_	_	_	0-8(2)
5-2	TO035	5	quello	quello	linguistic	_	_	_	_	_	0-6(2)
5-3	TO035	5	che	che	linguistic	_	_	_	_	_	0-3(2)
5-4	TO035	5	stavo	stavo	linguistic	_	_	_	_	_	0-5(2)
5-5	TO035	5	dicendo	dicendo	linguistic	_	_	_	_	_	0-7(2)
5-6	TO035	5	era],	era	linguistic	Intonation=weakly_rising	End=7.122	_	_	_	0-3(2)
6-0	TO029	6	[e	e	linguistic	_	Begin=5.279	_	_	_	0-1(2)
6-1	TO029	6	quindi?	quindi	linguistic	Intonation=Rising	_	_	_	_	0-6(2)
6-2	TO029	6	e	e	linguistic	_	_	_	_	_	0-1(2)
6-3	TO029	6	dove	dove	linguistic	_	_	_	_	_	0-4(2)
6-4	TO029	6	siete	siete	linguistic	_	_	_	_	_	0-5(2)
6-5	TO029	6	andati?	andati	linguistic	Intonation=Rising	_	_	_	_	0-6(2)
6-6	TO029	6	ah]	ah	linguistic	_	_	_	_	_	0-2(2)
6-7	TO029	6	il	il	linguistic	_	_	_	_	_	_
6-8	TO029	6	carnevale	carnevale	linguistic	_	_	_	_	_	_
6-9	TO029	6	di	di	linguistic	_	_	_	_	_	_
6-10	TO029	6	ivrea.	ivrea	linguistic	Intonation=Falling	_	_	_	_	_
6-11	TO029	6	ma	ma	linguistic	_	_	_	_	_	_
6-12	TO029	6	non	non	linguistic	_	_	_	_	_	_
6-13	TO029	6	avete	avete	linguistic	_	_	_	_	_	_
6-14	TO029	6	tirato.	tirato	linguistic	Intonation=Falling	End=8.821	_	_	_	_
7-0	TO035	7	e::::h	eh	linguistic	_	Begin=9.413	0x4	_	_	_
7-1	TO035	7	ma	ma	linguistic	_	_	_	_	_	_
7-2	TO035	7	boh.	boh	linguistic	Intonation=Falling	_	_	_	_	_
7-3	TO035	7	in	in	linguistic	_	_	_	_	_	_
7-4	TO035	7	realtà	realtà	linguistic	_	_	_	_	_	_
7-5	TO035	7	cercavam	cercavam	linguistic	_	_	_	_	_	_
7-6	TO035	7	di	di	linguistic	_	_	_	_	_	_
7-7	TO035	7	difenderci	difenderci	linguistic	_	_	_	_	_	_
7-8	TO035	7	più	più	linguistic	_	_	_	_	_	_
7-9	TO035	7	[che	che	linguistic	_	_	_	_	_	0-3(3)
7-10	TO035	7	tirare,	tirare	linguistic	Intonation=weakly_rising	_	_	_	_	0-6(3)
7-11	TO035	7	è	è	linguistic	_	_	_	_	_	0-1(3)
7-12	TO035	7	stata	stata	linguistic	_	_	_	_	_	0-5(3)
7-13	TO035	7	una	una	linguistic	_	_	_	_	_	0-3(3)
7-14	TO035	7	cosa	cosa	linguistic	_	_	_	_	_	0-4(3)
7-15	TO035	7	assurda],	assurda	linguistic	Intonation=weakly_rising	End=14.175	_	_	_	0-7(3)
8-0	TO029	8	[ah.	ah	linguistic	Intonation=Falling	Begin=12.294	_	_	_	0-2(3)
8-1	TO029	8	okay.	okay	linguistic	Intonation=Falling	_	_	_	_	0-4(3)
8-2	TO029	8	perché	perché	linguistic	_	_	_	_	_	0-6(3)
8-3	TO029	8	bisogna	bisogna	linguistic	_	_	_	_	_	0-7(3)
8-4	TO029	8	pagare	pagare	linguistic	_	_	_	_	_	0-6(3)
8-5	TO029	8	per	per	linguistic	_	_	_	_	_	0-3(3)
8-6	TO029	8	ti]rare	tirare	linguistic	_	_	_	_	_	0-2(3)
8-7	TO029	8	le	le	linguistic	_	_	_	_	_	_
8-8	TO029	8	arance.	arance	linguistic	Intonation=Falling	End=15.051	_	_	_	_
9-0	TO035	9	sì,	sì	linguistic	Intonation=weakly_rising	Begin=15.051	_	_	_	_
9-1	TO035	9	bisogna	bisogna	linguistic	_	_	_	_	_	_
9-2	TO035	9	[pagare,	pagare	linguistic	Intonation=weakly_rising	_	_	_	_	0-6(4)
9-3	TO035	9	ma	ma	linguistic	_	_	_	_	_	0-2(4)
9-4	TO035	9	in	in	linguistic	_	_	_	_	_	0-2(4)
9-5	TO035	9	realtà	realtà	linguistic	_	_	_	_	_	0-6(4)
9-6	TO035	9	no~],	no~	linguistic	Intonation=weakly_rising	End=16.619	_	_	_	0-3(4)
10-0	TO029	10	[ma	ma	linguistic	_	Begin=15.875	_	_	_	0-2(4)
10-1	TO029	10	siete	siete	linguistic	_	_	_	_	_	0-5(4)
10-2	TO029	10	stati	stati	linguistic	_	_	_	_	_	0-5(4)
10-3	TO029	10	fuo]ri,	fuori	linguistic	Intonation=weakly_rising	_	_	_	_	0-3(4)
10-4	TO029	10	o	o	linguistic	_	_	_	_	_	_
10-5	TO029	10	siete	siete	linguistic	_	_	_	_	_	_
10-6	TO029	10	stati	stati	linguistic	_	_	_	_	_	_
10-7	TO029	10	dent[ro].	dentro	linguistic	Intonation=Falling	End=17.78	_	_	_	4-6(5)
11-0	TO035	11	[è	è	linguistic	_	Begin=17.508	_	_	_	0-1(5)
11-1	TO035	11	una]	una	linguistic	_	_	_	_	_	0-3(5)
11-2	TO035	11	giungla.	giungla	linguistic	Intonation=Falling	_	_	_	_	_
11-3	TO035	11	(era)	era	linguistic	_	_	_	_	0-3(0)	_
11-4	TO035	11	in	in	linguistic	_	_	_	_	_	_
