token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO017	0	li	li	linguistic	_	Begin=0.01	_	_	_	_
0-1	TO017	0	confrontiamo	confrontiamo	linguistic	_	_	_	_	_	_
0-2	TO017	0	tutti:,	tutti	linguistic	Intonation=weakly_rising	_	4x1	_	_	_
0-3	TO017	0	e	e	linguistic	_	_	_	_	_	_
0-4	TO017	0	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
0-5	TO017	0	la	la	linguistic	_	_	_	_	_	_
0-6	TO017	0	domanda	domanda	linguistic	_	_	_	_	_	_
0-7	TO017	0	è	è	linguistic	_	_	_	_	_	_
0-8	TO017	0	riusciamo	riusciamo	linguistic	_	_	_	_	_	_
0-9	TO017	0	a	a	linguistic	_	_	_	_	_	_
0-10	TO017	0	trovare	trovare	linguistic	_	_	_	_	_	_
0-11	TO017	0	una	una	linguistic	_	_	_	_	_	_
0-12	TO017	0	serie	serie	linguistic	_	_	_	_	_	_
0-13	TO017	0	di	di	linguistic	_	_	_	_	_	_
0-14	TO017	0	tratti	tratti	linguistic	_	_	_	_	_	_
0-15	TO017	0	una	una	linguistic	_	_	_	_	_	_
0-16	TO017	0	serie	serie	linguistic	_	_	_	_	_	_
0-17	TO017	0	di	di	linguistic	_	_	_	_	_	_
0-18	TO017	0	strutture,	strutture	linguistic	Intonation=weakly_rising	End=5.21	_	_	_	_
1-0	TO017	1	comuni	comuni	linguistic	_	Begin=5.64	_	_	_	_
1-1	TO017	1	a	a	linguistic	_	_	_	_	_	_
1-2	TO017	1	tutti	tutti	linguistic	_	_	_	_	_	_
1-3	TO017	1	questi	questi	linguistic	_	_	_	_	_	_
1-4	TO017	1	dialetti	dialetti	linguistic	_	End=8.119	_	_	_	_
2-0	TO017	2	mh,	mh	linguistic	Intonation=weakly_rising	Begin=8.28|End=8.549	_	_	_	_
3-0	TO017	3	tutti	tutti	linguistic	_	Begin=8.6	_	_	_	_
3-1	TO017	3	i	i	linguistic	_	_	_	_	_	_
3-2	TO017	3	dialetti	dialetti	linguistic	_	_	_	_	_	_
3-3	TO017	3	ce	ce	linguistic	_	_	_	_	_	_
3-4	TO017	3	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
3-5	TO017	3	hanno	hanno	linguistic	_	_	_	_	_	_
3-6	TO017	3	e	e	linguistic	_	_	_	_	_	_
3-7	TO017	3	attenzione	attenzione	linguistic	_	End=10.64	_	_	_	_
4-0	TO017	4	a	a	linguistic	_	Begin=10.685	_	_	_	_
4-1	TO017	4	nessuna	nessuna	linguistic	_	_	_	_	_	_
4-2	TO017	4	altra	altra	linguistic	_	_	_	_	_	_
4-3	TO017	4	lingua	lingua	linguistic	_	_	_	_	_	_
4-4	TO017	4	semitica	semitica	linguistic	_	End=12.41	_	_	_	_
5-0	TO017	5	>perché<	perché	linguistic	_	Begin=12.863	_	Fast=0-6	_	_
5-1	TO017	5	altrim~	altrim~	linguistic	Interrupted=Yes	End=13.462	_	_	_	_
6-0	TO017	6	cioè	cioè	linguistic	_	Begin=13.488	_	_	_	_
6-1	TO017	6	noi	noi	linguistic	_	_	_	_	_	_
6-2	TO017	6	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
6-3	TO017	6	bisogno	bisogno	linguistic	_	_	_	_	_	_
6-4	TO017	6	di	di	linguistic	_	_	_	_	_	_
6-5	TO017	6	qualcosa	qualcosa	linguistic	_	_	_	_	_	_
6-6	TO017	6	che	che	linguistic	_	_	_	_	_	_
6-7	TO017	6	identifichi,	identifichi	linguistic	Intonation=weakly_rising	End=15.341	_	_	_	_
7-0	TO017	7	l'	l'	linguistic	SpaceAfter=No	Begin=15.775	_	_	_	_
7-1	TO017	7	arabo,	arabo	linguistic	Intonation=weakly_rising	End=16.417	_	_	_	_
8-0	TO017	8	co:me,	come	linguistic	Intonation=weakly_rising	Begin=16.947	1x1	_	_	_
8-1	TO017	8	una	una	linguistic	_	_	_	_	_	_
8-2	TO017	8	realtà	realtà	linguistic	_	_	_	_	_	_
8-3	TO017	8	linguistica	linguistica	linguistic	_	_	_	_	_	_
8-4	TO017	8	indipendente	indipendente	linguistic	_	_	_	_	_	_
8-5	TO017	8	dal	dal	linguistic	_	_	_	_	_	_
8-6	TO017	8	resto	resto	linguistic	_	_	_	_	_	_
8-7	TO017	8	della	della	linguistic	_	_	_	_	_	_
8-8	TO017	8	famiglia	famiglia	linguistic	_	_	_	_	_	_
8-9	TO017	8	semitica.	semitica	linguistic	Intonation=Falling	End=21.029	_	_	_	_
9-0	TO017	9	okay,	okay	linguistic	Intonation=weakly_rising	Begin=21.258|End=21.735	_	_	_	_
10-0	TO017	10	poss:iamo	possiamo	linguistic	_	Begin=22.344	3x1	_	_	_
10-1	TO017	10	farla	farla	linguistic	_	_	_	_	_	_
10-2	TO017	10	questa	questa	linguistic	_	_	_	_	_	_
10-3	TO017	10	cosa,	cosa	linguistic	Intonation=weakly_rising	End=24.155	_	_	_	_
11-0	TO017	11	ovviamente	ovviamente	linguistic	_	Begin=25.026	_	_	_	_
11-1	TO017	11	questo	questo	linguistic	_	_	_	_	_	_
11-2	TO017	11	non	non	linguistic	_	_	_	_	_	_
11-3	TO017	11	richierebbe	richierebbe	linguistic	_	_	_	_	_	_
11-4	TO017	11	un	un	linguistic	_	_	_	_	_	_
11-5	TO017	11	lavoro	lavoro	linguistic	_	_	_	_	_	_
11-6	TO017	11	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
11-7	TO017	11	infinito,	infinito	linguistic	Intonation=weakly_rising	End=28.045	_	_	_	_
12-0	TO017	12	c'	c'	linguistic	SpaceAfter=No	Begin=28.547	_	_	_	_
12-1	TO017	12	è	è	linguistic	_	_	_	_	_	_
12-2	TO017	12	qualcuno	qualcuno	linguistic	_	_	_	_	_	_
12-3	TO017	12	che	che	linguistic	_	_	_	_	_	_
12-4	TO017	12	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
12-5	TO017	12	ha	ha	linguistic	_	_	_	_	_	_
12-6	TO017	12	provato:	provato	linguistic	_	_	6x1	_	_	_
12-7	TO017	12	comunque,	comunque	linguistic	Intonation=weakly_rising	End=30.444	_	_	_	_
13-0	TO017	13	ma	ma	linguistic	_	Begin=31.484|End=31.795	_	_	_	_
14-0	TO017	14	suspence.	suspence	linguistic	Intonation=Falling	Begin=32.128	_	_	_	_
14-1	TO017	14	i	i	linguistic	_	_	_	_	_	_
14-2	TO017	14	risultati	risultati	linguistic	_	_	_	_	_	_
14-3	TO017	14	li	li	linguistic	_	_	_	_	_	_
14-4	TO017	14	discuteremo,	discuteremo	linguistic	Intonation=weakly_rising	End=34.142	_	_	_	_
15-0	TO017	15	po:i,	poi	linguistic	Intonation=weakly_rising	Begin=34.862	1x1	_	_	_
15-1	TO017	15	perché	perché	linguistic	_	_	_	_	_	_
15-2	TO017	15	questo	questo	linguistic	_	_	_	_	_	_
15-3	TO017	15	ci	ci	linguistic	_	_	_	_	_	_
15-4	TO017	15	impiegherà	impiegherà	linguistic	_	_	_	_	_	_
15-5	TO017	15	tutto	tutto	linguistic	_	_	_	_	_	_
15-6	TO017	15	il	il	linguistic	_	_	_	_	_	_
15-7	TO017	15	resto	resto	linguistic	_	_	_	_	_	_
15-8	TO017	15	del	del	linguistic	_	_	_	_	_	_
15-9	TO017	15	corso	corso	linguistic	_	_	_	_	_	_
15-10	TO017	15	praticamente.	praticamente	linguistic	Intonation=Falling	_	_	_	_	_
15-11	TO017	15	andare	andare	linguistic	_	_	_	_	_	_
15-12	TO017	15	a	a	linguistic	_	_	_	_	_	_
15-13	TO017	15	guardare	guardare	linguistic	_	_	_	_	_	_
15-14	TO017	15	quali	quali	linguistic	_	_	_	_	_	_
15-15	TO017	15	sono	sono	linguistic	_	_	_	_	_	_
15-16	TO017	15	le	le	linguistic	_	_	_	_	_	_
15-17	TO017	15	caratteristiche	caratteristiche	linguistic	_	_	_	_	_	_
15-18	TO017	15	dei	dei	linguistic	_	_	_	_	_	_
15-19	TO017	15	dialetti.	dialetti	linguistic	Intonation=Falling	End=40.743	_	_	_	_
16-0	TO017	16	e:::h	eh	linguistic	_	Begin=41.203|End=41.899	0x3	_	_	_
17-0	TO017	17	possiamo	possiamo	linguistic	_	Begin=41.998	_	_	_	_
17-1	TO017	17	dare	dare	linguistic	_	_	_	_	_	_
17-2	TO017	17	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
17-3	TO017	17	ochhiata	ochhiata	linguistic	_	_	_	_	_	_
17-4	TO017	17	se	se	linguistic	_	_	_	_	_	_
17-5	TO017	17	volete	volete	linguistic	_	_	_	_	_	_
17-6	TO017	17	dire	dire	linguistic	_	_	_	_	_	_
17-7	TO017	17	quanto	quanto	linguistic	_	_	_	_	_	_
17-8	TO017	17	sono,	sono	linguistic	Intonation=weakly_rising	End=44.583	_	_	_	_
18-0	TO017	18	intanto	intanto	linguistic	_	Begin=44.608	_	_	_	_
18-1	TO017	18	che	che	linguistic	_	_	_	_	_	_
18-2	TO017	18	ore	ore	linguistic	_	_	_	_	_	_
18-3	TO017	18	sono	sono	linguistic	_	End=45.492	_	_	_	_
19-0	TO017	19	questa	questa	linguistic	_	Begin=45.568	_	_	_	_
19-1	TO017	19	prima	prima	linguistic	_	_	_	_	_	_
19-2	TO017	19	domanda	domanda	linguistic	_	_	_	_	_	_
19-3	TO017	19	fondamentale	fondamentale	linguistic	_	End=47.273	_	_	_	_
20-0	TO017	20	°le	le	linguistic	Volume=Low	Begin=47.512	_	_	_	_
20-1	TO017	20	tre	tre	linguistic	Volume=Low	_	_	_	_	_
