text	lemma	pos	translation_en	token_count	token_pct	group_count	group_pct	parts_lemma	parts_pos	xpos	deprel	feats	token_hash	group_hash	sentence_1_it	sentence_1_en	sentence_2_it	sentence_2_en	sentence_3_it	sentence_3_en
a	a	ADP		22599	0.021613	33494	0.032033	a	ADP	E	case		cff7b061-238c-5950-b68e-ee9cd216e818	2c421837-45d1-5d96-991b-e0b78e63b0d6	Lei prese un aeroplano da Algeri a Roma.	She took an airplane from Algiers to Rome.	Tom ha apprezzato il tempo che ha trascorso a Boston con Mary.	Tom enjoyed the time he spent in Boston with Mary.	Io dovrei annullare il viaggio a Los Angeles.	I should cancel the trip to LA.
al	a	ADP		3599	0.003442	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	03dbad06-4810-5ac8-9c47-aaa7acb71917	2c421837-45d1-5d96-991b-e0b78e63b0d6	Jersey Shore diede una cattiva reputazione al New Jersey.	Jersey Shore gave New Jersey a bad reputation.	Dovreste essere pronti al peggio.	You should be ready for the worst.	Era presente al convegno ieri.	He was present at the meeting yesterday.
alla	a	ADP		2696	0.002578	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	dc61e70a-cd4a-5b48-96e9-339f53ec8946	2c421837-45d1-5d96-991b-e0b78e63b0d6	Tom è allergico alla muffa.	Tom is allergic to mold.	Provò a bussare alla porta.	He tried knocking at the door.	Nessuno mi ha invitata alla festa.	Nobody invited me to the party.
all'	a	ADP		1335	0.001277	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Number=Sing|PronType=Art	170750c4-be5c-5478-a6fb-e94db84cb163	2c421837-45d1-5d96-991b-e0b78e63b0d6	Voglio venire all'hotel.	I want to come to the hotel.	È all'università.	He is at university.	Tom non è all'ospedale.	Tom's not in the hospital.
ad	a	ADP		1315	0.001258	33494	0.032033	a	ADP	E	mark		992e1dd4-ca59-59d3-9dc2-74f135d75777	2c421837-45d1-5d96-991b-e0b78e63b0d6	Ogni individuo ha diritto ad un ordine sociale e internazionale nel quale i diritti e le libertà enunciati in questa Dichiarazione possano essere pienamente realizzati.	Everyone is entitled to a social and international order in which the rights and freedoms set forth in this Declaration can be fully realized.	Io stavo iniziando ad avere i miei dubbi.	I was beginning to have my doubts.	Sono interessata ad ascoltare la musica.	I am interested in listening to music.
alle	a	ADP		1087	0.00104	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	a2caeceb-8d5c-5992-8955-74131c982e37	2c421837-45d1-5d96-991b-e0b78e63b0d6	Ti alzi alle 5 ogni mattina.	You get up at 5 o'clock every morning.	Tutto è soggetto alle leggi della natura.	Everything is subject to the laws of nature.	Il signor Sato ha chiamato alle undici.	Mr Sato called at eleven.
ai	a	ADP		533	0.00051	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	adc1a5ed-c2ad-5145-8d46-be9dba4ed10a	2c421837-45d1-5d96-991b-e0b78e63b0d6	Dedicò tutta la sua energia ai suoi affari.	He directed all his energy to his business.	Non piaccio neppure ai miei genitori.	Even my parents don't like me.	Tom fece una foto ai fiori.	Tom took a picture of the flowers.
allo	a	ADP		187	0.000179	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	1bb8180a-3bb7-503c-b12f-512cc126de95	2c421837-45d1-5d96-991b-e0b78e63b0d6	La mia famiglia è andata allo zoo a vedere i panda domenica scorsa.	My family went to the zoo to see pandas last Sunday.	Judy sta molto tempo a guardarsi allo specchio.	Judy spends a lot of time looking in the mirror.	Puoi andare allo stadio di baseball con questo autobus.	You can go to the ballpark on this bus.
agli	a	ADP		142	0.000136	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	3f2e3073-b3e5-51f6-bc18-0fe28de83499	2c421837-45d1-5d96-991b-e0b78e63b0d6	Parlo in spagnolo a Dio, in italiano alle donne, in francese agli uomini e in tedesco al mio cavallo.	I speak Spanish to God, Italian to women, French to men, and German to my horse.	Il talentuoso giovane giocatore di scacchi è molto audace. Lui lascia deliberatamente aperto il campo agli attacchi, si rende vulnerabile e poi da scacco matto al suo avversario quando meno se l'aspetta.	The talented young chess player is very bold. He deliberately lays himself open to attack, makes himself vulnerable and then checkmates his opponent when least expected.	Il professore ha fatto fare agli studenti molti compiti.	The teacher made the students do a lot of homework.
al-'	a	ADP		1	1e-06	33494	0.032033	a+il	ADP+DET	E	case	Definite=Def|Number=Sing|PronType=Art	793b377f-eadc-5bd7-90fa-7088f1669880	2c421837-45d1-5d96-991b-e0b78e63b0d6	Gli Emirati Arabi Uniti si chiamano Al-'Imārat Al-‘Arabiyyah Al-Muttaḥidah in arabo.	The United Arab Emirates is called Al-'Imārat Al-‘Arabiyyah Al-Muttaḥidah in Arabic.				
