text	lemma	pos	translation_en	token_count	token_pct	group_count	group_pct	parts_lemma	parts_pos	xpos	deprel	feats	token_hash	group_hash	group	sentence_1_it	sentence_1_en	sentence_2_it	sentence_2_en	sentence_3_it	sentence_3_en
di	di	ADP		16731	0.024483	25301	0.037024	di	ADP	E	fixed		566b9c2b-17d3-5da5-8874-a3782a4497db	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Non meno di 50 passeggeri sono morti.	No fewer than 50 passengers were killed.	Era orgoglioso di sua figlia.	He was proud of his daughter.	Ha bisogno di qualcosa?	Do you need anything?
del	di	ADP		2575	0.003768	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	bbede0c5-443c-5639-86d2-31cf4b4e013d	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	I sintomi di astinenza sono più gravi del previsto.	The withdrawal symptoms are more severe than I thought.	Non hanno il senso del peccato.	They have no sense of sin.	Abbiamo lasciato l'edificio circa alle 6 del pomeriggio.	We left the building at about 6 p.m.
della	di	ADP		1626	0.002379	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	9440acc5-4f2f-5a1e-9256-df864474e692	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Enfatizzò l'importanza della pace.	He emphasized the importance of peace.	Ho le minute della riunione.	I have the minutes of the meeting.	Questa è una violazione della legge.	This is a violation of the law.
dei	di	ADP		1381	0.002021	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	1a6266d5-1387-5a6d-b2a2-632d135fac1f	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Per farlo, bisogna correre dei rischi.	In order to do that, you have to take risks.	Jose è uno dei sospettati dell'omicidio di un tassista a Rio de Janeiro.	Jose is one of the suspects of murdering a cab driver in Rio de Janeiro.	Quanti dei vostri studenti sono qui?	How many of your students are here?
delle	di	ADP		1038	0.001519	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	7244f306-ad3c-5d49-ac0d-c600064ff27b	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Vai alla ferramenta a prendere delle viti.	Go to the hardware store and get screws.	Perché la lista delle lingue non include il maltese?	Why doesn't the list of languages include Maltese?	Le angosce dell'era delle macchine non originano dalle macchine in quanto tali.	The agonies of the machine age do not originate from the machines as such.
d'	di	ADP		788	0.001153	25301	0.037024	di	ADP	E	case		8d3fe3a4-8825-5653-9c0c-a51e8a4a4c34	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Posso avere un po' d'acqua, per piacere?	Can I have some water, please?	Potrebbe parlare più forte? Sono dura d'orecchie.	Could you speak louder? I'm hard of hearing.	Sei d'accordo?	Do you agree?
dell'	di	ADP		683	0.000999	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Number=Sing|PronType=Art	8f1c6639-e0f6-56a3-b61c-69c9a501ebdc	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	È un fan dell'opera in klingon.	He's a fan of Klingon opera.	La Croazia è situata nella parte sudorientale dell'Europa.	Croatia is located in the southeastern part of Europe.	Parliamo dell'energia solare.	Let's talk about solar energy.
degli	di	ADP		395	0.000578	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	dc7a2999-e716-509b-8de9-30ece397e73c	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Si trasferì a Madrid per prendere le redini degli affari di suo padre.	He moved to Madrid to take the reins of his father's business.	Los Angeles è la seconda città più grande degli Stati Uniti.	Los Angeles is the second largest city in the United States.	La marina degli Stati Uniti non era pronta per la guerra.	The United States navy was not ready for war.
dello	di	ADP		77	0.000113	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	b5d3eede-343c-59ba-90fe-886214e18ab2	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Io ho ancora il libro dello scorso semestre.	I still have the book from last semester.	A me serve dello zucchero.	I need sugar.	Vorrebbe dello zucchero e del latte?	Would you like sugar and milk?
dell	di	ADP		3	4e-06	25301	0.037024	di+lo	ADP+DET	E	case	Definite=Def|Number=Sing|PronType=Art	6208f72e-c039-5265-9bcf-92b24fff7e3f	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Quali sono le origini dell universo?	What is the origin of the universe?	Dovresti fare dell esercizio.	You should get some exercise.	Carol guarda spesso i film dell orrore.	Carol often watches horror movies.
digli	di	ADP		1	1e-06	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	666b5cf0-9fc6-5a4b-889b-9679183bca0e	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Se Jason dovesse chiamarmi, digli che non sono in casa.	If Jason should call me, tell him I'm not in.				
del'	di	ADP		1	1e-06	25301	0.037024	di+il	ADP+DET	E	case	Definite=Def|Number=Sing|PronType=Art	68e8825a-6de0-5cde-b655-11563253493c	f0e19f15-700f-5281-9ec6-4c8aa5760768	lemma=di, pos=ADP	Tom inserì del'esplosivo vicino al centro del ponte.	Tom planted some explosives near the middle of the bridge.				
