gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('le_il_DET', 'lingue_lingua_NOUN', 'straniere_straniero_ADJ')	6	le lingue straniere	le	lingue	straniere	il	lingua	straniero	DET	NOUN	ADJ	
"('bere_bere_VERB', 'un_uno_DET', ""po'_poco_PRON"")"	6	bere un po'	bere	un	po'	bere	uno	poco	VERB	DET	PRON	
('ha_avere_AUX', 'ricevuto_ricevere_VERB', 'una_uno_DET')	6	ha ricevuto una	ha	ricevuto	una	avere	ricevere	uno	AUX	VERB	DET	
('ho_avere_AUX', 'lasciato_lasciare_VERB', 'il_il_DET')	6	ho lasciato il	ho	lasciato	il	avere	lasciare	il	AUX	VERB	DET	
"(""dov'_dove_ADV"", 'è_essere_AUX', 'lo_il_DET')"	6	dov'è lo	dov'	è	lo	dove	essere	il	ADV	AUX	DET	
('non_non_ADV', 'sono_essere_AUX', 'abituato_abituare_VERB')	6	non sono abituato	non	sono	abituato	non	essere	abituare	ADV	AUX	VERB	
('andare_andare_VERB', 'in_in_ADP', 'prigione_prigione_NOUN')	6	andare in prigione	andare	in	prigione	andare	in	prigione	VERB	ADP	NOUN	
('di_di_ADP', 'tutte_tutto_DET', 'le_il_DET')	6	di tutte le	di	tutte	le	di	tutto	il	ADP	DET	DET	
('ha_avere_AUX', 'impedito_impedire_VERB', 'di_di_ADP')	6	ha impedi	ha	impedito	di	avere	impedire	di	AUX	VERB	ADP	
('di_di_ADP', 'sua_suo_DET', 'sorella_sorella_NOUN')	6	di sua sorella	di	sua	sorella	di	suo	sorella	ADP	DET	NOUN	
('questo_questo_DET', 'caffè_caffè_NOUN', 'è_essere_AUX')	6	questo caffè	questo	caffè	è	questo	caffè	essere	DET	NOUN	AUX	
"(""l'_lo_PRON"", 'avete_avere_AUX', 'vista_vedere_VERB')"	6	l'avete vista	l'	avete	vista	lo	avere	vedere	PRON	AUX	VERB	
('ora_ora_NOUN', 'inizia_iniziare_VERB', 'la_il_DET')	6	ora inizia la	ora	inizia	la	ora	iniziare	il	NOUN	VERB	DET	
('il_il_DET', 'desiderio_desiderio_NOUN', 'di_di_ADP')	6	il desiderio di	il	desiderio	di	il	desiderio	di	DET	NOUN	ADP	
"('fermata_fermata_NOUN', ""dell'_di_ADP"", 'autobus_autobus_NOUN')"	6	fermata dell'autobus	fermata	dell'	autobus	fermata	di	autobus	NOUN	ADP	NOUN	
('non_non_ADV', 'ha_avere_VERB', 'mai_mai_ADV')	6	non ha mai	non	ha	mai	non	avere	mai	ADV	VERB	ADV	
