gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('non_non_ADV', 'sta_stare_AUX', 'andando_andare_VERB')	5	non sta andando	non	sta	andando	non	stare	andare	ADV	AUX	VERB	is not going
('più_più_ADV', 'libri_libro_NOUN', 'di_di_ADP')	5	più libri di	più	libri	di	più	libro	di	ADV	NOUN	ADP	more books than
('sa_sapere_VERB', 'parlare_parlare_VERB', 'francese_francese_ADJ')	5	sa parlare francese	sa	parlare	francese	sapere	parlare	francese	VERB	VERB	ADJ	knows how to speak French
('di_di_ADP', 'fare_fare_VERB', 'un_uno_DET')	5	di fare un	di	fare	un	di	fare	uno	ADP	VERB	DET	to make a
('dissi_dire_VERB', 'che_che_SCONJ', 'non_non_ADV')	5	dissi che non	dissi	che	non	dire	che	non	VERB	SCONJ	ADV	I said that not
('ho_avere_VERB', 'un_uno_DET', 'problema_problema_NOUN')	5	ho un problema	ho	un	problema	avere	uno	problema	VERB	DET	NOUN	I have a problem
('vive_vivere_VERB', 'in_in_ADP', 'un_uno_DET')	5	vive in un	vive	in	un	vivere	in	uno	VERB	ADP	DET	lives in a
('i_il_DET', 'miei_mio_DET', 'bagagli_bagaglio_NOUN')	5	i miei bagagli	i	miei	bagagli	il	mio	bagaglio	DET	DET	NOUN	my luggage
('so_sapere_VERB', 'che_che_SCONJ', 'avete_avere_VERB')	5	so che avete	so	che	avete	sapere	che	avere	VERB	SCONJ	VERB	I know you (plural) have
('questa_questo_DET', 'città_città_NOUN', 'è_essere_AUX')	5	questa città è	questa	città	è	questo	città	essere	DET	NOUN	AUX	this city is
('chiesto_chiedere_VERB', 'di_di_ADP', 'aiutare_aiutare_VERB')	5	chiesto di aiutare	chiesto	di	aiutare	chiedere	di	aiutare	VERB	ADP	VERB	asked to help
('il_il_DET', 'tempo_tempo_NOUN', 'di_di_ADP')	5	il tempo di	il	tempo	di	il	tempo	di	DET	NOUN	ADP	the time to
('che_che_SCONJ', 'sarebbero_essere_AUX', 'state_essere_AUX')	5	che sarebbero state	che	sarebbero	state	che	essere	essere	SCONJ	AUX	AUX	that they would have been
('lo_lo_PRON', 'avete_avere_AUX', 'detto_dire_VERB')	5	lo avete detto	lo	avete	detto	lo	avere	dire	PRON	AUX	VERB	you (plural) said it
('i_il_DET', 'vostri_vostro_DET', 'compiti_compito_NOUN')	5	i vostri compiti	i	vostri	compiti	il	vostro	compito	DET	DET	NOUN	your (you (plural); masculine plural) homework
('mi_mi_PRON', 'disse_dire_VERB', 'mai_mai_ADV')	5	mi disse mai	mi	disse	mai	mi	dire	mai	PRON	VERB	ADV	he/she ever told me
('di_di_ADP', 'che_che_DET', 'nazionalità_nazionalità_NOUN')	5	di che nazionalità	di	che	nazionalità	di	che	nazionalità	ADP	DET	NOUN	of what nationality
"('per_per_ADP', ""l'_il_DET"", 'ultima_ultimo_ADJ')"	5	per l'ultima	per	l'	ultima	per	il	ultimo	ADP	DET	ADJ	for the last (before a vowel)
('veramente_veramente_ADV', 'i_il_DET', 'cani_cane_NOUN')	5	veramente i cani	veramente	i	cani	veramente	il	cane	ADV	DET	NOUN	really the dogs
('caffè_caffè_NOUN', 'ogni_ogni_DET', 'giorno_giorno_NOUN')	5	caffè ogni giorno	caffè	ogni	giorno	caffè	ogni	giorno	NOUN	DET	NOUN	coffee every day
"(""l'_lo_PRON"", 'ho_avere_AUX', 'comprata_comprare_VERB')"	5	l'ho comprata	l'	ho	comprata	lo	avere	comprare	PRON	AUX	VERB	I bought it (feminine)
('qui_qui_ADV', 'con_con_ADP', 'lei_lei_PRON')	5	qui con lei	qui	con	lei	qui	con	lei	ADV	ADP	PRON	here with her
('bisogno_bisogno_NOUN', 'di_di_ADP', 'mangiare_mangiare_VERB')	5	bisogno di mangiare	bisogno	di	mangiare	bisogno	di	mangiare	NOUN	ADP	VERB	need to eat
('il_il_DET', 'suo_suo_DET', 'ufficio_ufficio_NOUN')	5	il suo ufficio	il	suo	ufficio	il	suo	ufficio	DET	DET	NOUN	his/her office
('le_le_PRON', 'diede_dare_VERB', 'un_uno_DET')	5	le diede un	le	diede	un	le	dare	uno	PRON	VERB	DET	gave her a
('morso_mordere_VERB', 'da_da_ADP', 'un_uno_DET')	5	morso da un	morso	da	un	mordere	da	uno	VERB	ADP	DET	bitten by a
('è_essere_AUX', 'privo_privo_ADJ', 'di_di_ADP')	5	è privo di	è	privo	di	essere	privo	di	AUX	ADJ	ADP	is lacking in
('i_il_DET', 'cani_cane_NOUN', 'di_di_ADP')	5	i cani di	i	cani	di	il	cane	di	DET	NOUN	ADP	the dogs of
('ho_avere_AUX', 'sentito_sentire_VERB', 'un_uno_DET')	5	ho sentito un	ho	sentito	un	avere	sentire	uno	AUX	VERB	DET	I heard a
('mi_mi_PRON', 'ha_avere_AUX', 'preso_prendere_VERB')	5	mi ha preso	mi	ha	preso	mi	avere	prendere	PRON	AUX	VERB	he/she grabbed me
('una_uno_DET', 'buona_buono_ADJ', 'ragione_ragione_NOUN')	5	una buona ragione	una	buona	ragione	uno	buono	ragione	DET	ADJ	NOUN	a good reason
('non_non_ADV', 'posso_potere_AUX', 'parlare_parlare_VERB')	5	non posso parlare	non	posso	parlare	non	potere	parlare	ADV	AUX	VERB	I cannot speak
('tu_tu_PRON', 'non_non_ADV', 'sai_sapere_VERB')	5	tu non sai	tu	non	sai	tu	non	sapere	PRON	ADV	VERB	you do not know
