gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
"(""dov'_dove_ADV"", 'è_essere_AUX', 'andato_andare_VERB')"	16	dov'è andato	dov'	è	andato	dove	essere	andare	ADV	AUX	VERB	where has he gone
('in_in_ADP', 'questa_questo_DET', 'città_città_NOUN')	16	in questa città	in	questa	città	in	questo	città	ADP	DET	NOUN	in this city
('le_le_PRON', 'piace_piacere_VERB', 'la_il_DET')	16	le piace la	le	piace	la	le	piacere	il	PRON	VERB	DET	she likes the
('a_a_ADP', 'casa_casa_NOUN', 'adesso_adesso_ADV')	16	andare a casa adesso	a	casa	adesso	a	casa	adesso	ADP	NOUN	ADV	go home now
('un_uno_DET', 'pezzo_pezzo_NOUN', 'di_di_ADP')	16	un pezzo di	un	pezzo	di	uno	pezzo	di	DET	NOUN	ADP	a piece of
"('non_non_ADV', 'è_essere_AUX', ""l'_il_DET"")"	16	non è l'	non	è	l'	non	essere	il	ADV	AUX	DET	is not the (before a vowel)
('detto_dire_VERB', 'che_che_SCONJ', 'mi_mi_PRON')	16	detto che mi	detto	che	mi	dire	che	mi	VERB	SCONJ	PRON	said that to me
('tutti_tutto_PRON', 'sanno_sapere_VERB', 'che_che_SCONJ')	16	tutti sanno che	tutti	sanno	che	tutto	sapere	che	PRON	VERB	SCONJ	everyone knows that
('non_non_ADV', 'li_li_PRON', 'ho_avere_AUX')	16	non li ho	non	li	ho	non	li	avere	ADV	PRON	AUX	i do not have them
('voglio_volere_VERB', 'che_che_SCONJ', 'lei_lei_PRON')	16	voglio che lei	voglio	che	lei	volere	che	lei	VERB	SCONJ	PRON	i want her to
('non_non_ADV', 'vi_vi_PRON', 'ho_avere_AUX')	16	non vi ho	non	vi	ho	non	vi	avere	ADV	PRON	AUX	i have not you (plural)
('io_io_PRON', 'ho_avere_AUX', 'già_già_ADV')	16	io ho già	io	ho	già	io	avere	già	PRON	AUX	ADV	i already have
('io_io_PRON', 'sono_essere_AUX', 'il_il_DET')	16	io sono il	io	sono	il	io	essere	il	PRON	AUX	DET	i am the
('è_essere_AUX', 'andato_andare_VERB', 'al_a_ADP')	16	è andato al	è	andato	al	essere	andare	a	AUX	VERB	ADP	he went to the
