gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
"('è_essere_AUX', ""l'_il_DET"", 'ultima_ultimo_ADJ')"	9	è l'ultima	è	l'	ultima	essere	il	ultimo	AUX	DET	ADJ	is the last (feminine; before a vowel)
('potrei_potere_AUX', 'prendere_prendere_VERB', 'in_in_ADP')	9	potrei prendere in	potrei	prendere	in	potere	prendere	in	AUX	VERB	ADP	I could take in
('io_io_PRON', 'vorrei_volere_VERB', 'che_che_SCONJ')	9	io vorrei che	io	vorrei	che	io	volere	che	PRON	VERB	SCONJ	I would like that
('favorevole_favorevole_ADJ', 'o_o_CCONJ', 'contraria_contrario_ADJ')	9	favorevole o contraria	favorevole	o	contraria	favorevole	o	contrario	ADJ	CCONJ	ADJ	favorable or opposed (feminine)
('si_si_PRON', 'è_essere_AUX', 'offerto_offrire_VERB')	9	si è offerto	si	è	offerto	si	essere	offrire	PRON	AUX	VERB	he volunteered
('fare_fare_VERB', 'quello_quello_PRON', 'che_che_PRON')	9	fare quello che	fare	quello	che	fare	quello	che	VERB	PRON	PRON	to do what
('piace_piacere_VERB', 'parlare_parlare_VERB', 'di_di_ADP')	9	piace parlare di	piace	parlare	di	piacere	parlare	di	VERB	VERB	ADP	likes to talk about
('la_il_DET', 'città_città_NOUN', 'è_essere_AUX')	9	la città è	la	città	è	il	città	essere	DET	NOUN	AUX	the (feminine) city is
('che_che_SCONJ', 'a_a_ADP', 'loro_loro_PRON')	9	che a loro	che	a	loro	che	a	loro	SCONJ	ADP	PRON	that to them
('la_il_DET', 'mia_mio_DET', 'morosa_moroso_NOUN')	9	la mia morosa	la	mia	morosa	il	mio	moroso	DET	DET	NOUN	my (feminine) girlfriend
('fossi_essere_AUX', 'in_in_ADP', 'voi_voi_PRON')	9	fossi in voi	fossi	in	voi	essere	in	voi	AUX	ADP	PRON	if I were you (plural)
('tu_tu_PRON', 'hai_avere_VERB', 'bisogno_bisogno_NOUN')	9	tu hai bisogno	tu	hai	bisogno	tu	avere	bisogno	PRON	VERB	NOUN	you need
('una_uno_DET', 'foto_foto_NOUN', 'di_di_ADP')	9	una foto di	una	foto	di	uno	foto	di	DET	NOUN	ADP	a (feminine) photo of
('a_a_ADP', 'scrivere_scrivere_VERB', 'il_il_DET')	9	a scrivere il	a	scrivere	il	a	scrivere	il	ADP	VERB	DET	to write the (masculine)
('vi_vi_PRON', 'piace_piacere_VERB', 'il_il_DET')	9	vi piace il	vi	piace	il	vi	piacere	il	PRON	VERB	DET	you (plural) like the (masculine)
('parlare_parlare_VERB', 'di_di_ADP', 'lei_lei_PRON')	9	parlare di lei	parlare	di	lei	parlare	di	lei	VERB	ADP	PRON	to talk about her
('di_di_ADP', 'più_più_ADV', 'su_su_ADP')	9	di più su	di	più	su	di	più	su	ADP	ADV	ADP	more about
('la_il_DET', 'sua_suo_DET', 'offerta_offerta_NOUN')	9	la sua offerta	la	sua	offerta	il	suo	offerta	DET	DET	NOUN	his/her (feminine) offer
('che_che_SCONJ', 'ho_avere_VERB', 'bisogno_bisogno_NOUN')	9	che ho bisogno	che	ho	bisogno	che	avere	bisogno	SCONJ	VERB	NOUN	that I need
('è_essere_AUX', 'stato_essere_AUX', 'a_a_ADP')	9	è sta	è	stato	a	essere	essere	a	AUX	AUX	ADP	has been to
('ma_ma_CCONJ', 'non_non_ADV', 'è_essere_AUX')	9		ma	non	è	ma	non	essere	CCONJ	ADV	AUX	but it is not
('il_il_DET', 'vostro_vostro_DET', 'numero_numero_NOUN')	9	il vostro numero	il	vostro	numero	il	vostro	numero	DET	DET	NOUN	your (you (plural); masculine) number
('pensi_pensare_VERB', 'che_che_SCONJ', 'sia_essere_AUX')	9	pensi che sia	pensi	che	sia	pensare	che	essere	VERB	SCONJ	AUX	you think that it is
('ha_avere_AUX', 'dato_dare_VERB', 'il_il_DET')	9	ha dato il	ha	dato	il	avere	dare	il	AUX	VERB	DET	has given the (masculine)
('una_uno_DET', 'specie_specie_NOUN', 'di_di_ADP')	9	una specie di	una	specie	di	uno	specie	di	DET	NOUN	ADP	a (feminine) kind of
('chiamato_chiamare_VERB', 'la_il_DET', 'polizia_polizia_NOUN')	9	chiamato la polizia	chiamato	la	polizia	chiamare	il	polizia	VERB	DET	NOUN	called the (feminine) police
"('non_non_ADV', ""l'_lo_PRON"", 'hanno_avere_AUX')"	9	non l'hanno	non	l'	hanno	non	lo	avere	ADV	PRON	AUX	they do not have it
('una_uno_DET', 'famiglia_famiglia_NOUN', 'numerosa_numeroso_ADJ')	9	una famiglia numerosa	una	famiglia	numerosa	uno	famiglia	numeroso	DET	NOUN	ADJ	a (feminine) large family
('è_essere_AUX', 'più_più_ADV', 'intelligente_intelligente_ADJ')	9	è più intelligente	è	più	intelligente	essere	più	intelligente	AUX	ADV	ADJ	is more intelligent
('potrei_potere_AUX', 'avere_avere_VERB', 'un_uno_DET')	9	potrei avere un	potrei	avere	un	potere	avere	uno	AUX	VERB	DET	I could have a (masculine)
('che_che_SCONJ', 'aveva_avere_VERB', 'paura_paura_NOUN')	9	che aveva paura	che	aveva	paura	che	avere	paura	SCONJ	VERB	NOUN	that he/she was afraid
('imparare_imparare_VERB', 'il_il_DET', 'berbero_berbero_NOUN')	9	imparare il berbero	imparare	il	berbero	imparare	il	berbero	VERB	DET	NOUN	to learn Berber
('una_uno_DET', 'buona_buono_ADJ', 'giornata_giornata_NOUN')	9	una buona giornata	una	buona	giornata	uno	buono	giornata	DET	ADJ	NOUN	a (feminine) good day
('non_non_ADV', 'lo_lo_PRON', 'vuole_volere_AUX')	9	non lo vuole	non	lo	vuole	non	lo	volere	ADV	PRON	AUX	he/she does not want it
('sono_essere_AUX', 'riuscito_riuscire_VERB', 'a_a_ADP')	9	sono riuscito a	sono	riuscito	a	essere	riuscire	a	AUX	VERB	ADP	I managed to
('in_in_ADP', 'meno_meno_ADV', 'di_di_ADP')	9	in meno di	in	meno	di	in	meno	di	ADP	ADV	ADP	in less than
('ha_avere_AUX', 'mangiato_mangiare_VERB', 'una_uno_DET')	9	ha mangiato una	ha	mangiato	una	avere	mangiare	uno	AUX	VERB	DET	has eaten a (feminine)
('non_non_ADV', 'la_la_PRON', 'voglio_volere_AUX')	9	non la voglio	non	la	voglio	non	la	volere	ADV	PRON	AUX	I do not want her
('la_il_DET', 'verità_verità_NOUN', 'a_a_ADP')	9	la	la	verità	a	il	verità	a	DET	NOUN	ADP	the (feminine) truth to
('perché_perché_PRON', 'non_non_ADV', 'sei_essere_AUX')	9	perché non sei	perché	non	sei	perché	non	essere	PRON	ADV	AUX	why are you not
('non_non_ADV', 'è_essere_AUX', 'bravo_bravo_ADJ')	9	non è bravo	non	è	bravo	non	essere	bravo	ADV	AUX	ADJ	is not good
('andare_andare_VERB', 'con_con_ADP', 'noi_noi_PRON')	9	andare con noi	andare	con	noi	andare	con	noi	VERB	ADP	PRON	to go with us
('mi_mi_PRON', 'sono_essere_AUX', 'sentita_sentire_VERB')	9	mi sono sentita	mi	sono	sentita	mi	essere	sentire	PRON	AUX	VERB	I felt (feminine)
('ha_avere_AUX', 'fatto_fare_VERB', 'per_per_ADP')	9	ha fatto per	ha	fatto	per	avere	fare	per	AUX	VERB	ADP	has done for
('il_il_DET', 'suo_suo_DET', 'problema_problema_NOUN')	9	il suo problema	il	suo	problema	il	suo	problema	DET	DET	NOUN	his/her (masculine) problem
('avere_avere_VERB', 'bisogno_bisogno_NOUN', 'di_di_ADP')	9		avere	bisogno	di	avere	bisogno	di	VERB	NOUN	ADP	to need to
('ha_avere_AUX', 'preso_prendere_VERB', 'la_il_DET')	9	ha preso la	ha	preso	la	avere	prendere	il	AUX	VERB	DET	has taken the (feminine)
('lo_lo_PRON', 'vedo_vedere_VERB', 'da_da_ADP')	9	lo vedo da	lo	vedo	da	lo	vedere	da	PRON	VERB	ADP	I see it from
('è_essere_AUX', 'in_in_ADP', 'cucina_cucina_NOUN')	9	è in cucina	è	in	cucina	essere	in	cucina	AUX	ADP	NOUN	is in the kitchen
('è_essere_AUX', 'la_il_DET', 'cosa_cosa_NOUN')	9	è la cosa	è	la	cosa	essere	il	cosa	AUX	DET	NOUN	is the (feminine) thing
('a_a_ADP', 'suo_suo_DET', 'padre_padre_NOUN')	9	assomiglia a suo padre	a	suo	padre	a	suo	padre	ADP	DET	NOUN	to his/her (masculine) father
('del_di_ADP', 'mio_mio_DET', 'aiuto_aiuto_NOUN')	9	del mio aiuto	del	mio	aiuto	di	mio	aiuto	ADP	DET	NOUN	of my (masculine) help
('non_non_ADV', 'sa_sapere_VERB', 'cosa_cosa_PRON')	9	non sa cosa	non	sa	cosa	non	sapere	cosa	ADV	VERB	PRON	he/she does not know what
('visto_vedere_VERB', 'quel_quello_DET', 'film_film_NOUN')	9	visto quel film	visto	quel	film	vedere	quello	film	VERB	DET	NOUN	seen that (masculine) film
('siete_essere_AUX', 'favorevoli_favorevole_ADJ', 'o_o_CCONJ')	9		siete	favorevoli	o	essere	favorevole	o	AUX	ADJ	CCONJ	you (plural) are favorable or
('non_non_ADV', 'mi_mi_PRON', 'serve_servire_VERB')	9	non mi serve	non	mi	serve	non	mi	servire	ADV	PRON	VERB	I do not need it
('ha_avere_AUX', 'detto_dire_VERB', 'dove_dove_ADV')	9	ha detto dove	ha	detto	dove	avere	dire	dove	AUX	VERB	ADV	he/she said where
('le_le_PRON', 'ho_avere_AUX', 'dato_dare_VERB')	9	le ho dato	le	ho	dato	le	avere	dare	PRON	AUX	VERB	I gave her
('disse_dire_VERB', 'che_che_SCONJ', 'lo_lo_PRON')	9	disse che lo	disse	che	lo	dire	che	lo	VERB	SCONJ	PRON	said that it
('lui_lui_PRON', 'ha_avere_AUX', 'fatto_fare_VERB')	9	lui ha fatto	lui	ha	fatto	lui	avere	fare	PRON	AUX	VERB	he did
"(""po'_poco_PRON"", 'di_di_ADP', 'aiuto_aiuto_NOUN')"	9	po' di aiuto	po'	di	aiuto	poco	di	aiuto	PRON	ADP	NOUN	a bit of (masculine) help
('il_il_DET', 'suo_suo_DET', 'regalo_regalo_NOUN')	9	il suo regalo	il	suo	regalo	il	suo	regalo	DET	DET	NOUN	his/her (masculine) gift
('ha_avere_AUX', 'imparato_imparare_VERB', 'a_a_ADP')	9	ha	ha	imparato	a	avere	imparare	a	AUX	VERB	ADP	has learned to
('di_di_ADP', 'essere_essere_AUX', 'stato_essere_AUX')	9	di essere stato	di	essere	stato	di	essere	essere	ADP	AUX	AUX	of having been
('di_di_ADP', 'sua_suo_DET', 'moglie_moglie_NOUN')	9	di sua moglie	di	sua	moglie	di	suo	moglie	ADP	DET	NOUN	of his/her (feminine) wife
('non_non_ADV', 'è_essere_AUX', 'niente_niente_PRON')	9	non è niente	non	è	niente	non	essere	niente	ADV	AUX	PRON	it is nothing
('sto_essere_AUX', 'provando_provare_VERB', 'a_a_ADP')	9	sto prova	sto	provando	a	essere	provare	a	AUX	VERB	ADP	I am trying to
('non_non_ADV', 'ho_avere_VERB', 'alcun_alcuno_DET')	9	non ho alcun	non	ho	alcun	non	avere	alcuno	ADV	VERB	DET	I do not have any (masculine)
('dice_dire_VERB', 'che_che_SCONJ', 'le_le_PRON')	9	dice che le	dice	che	le	dire	che	le	VERB	SCONJ	PRON	he/she says that to her
('le_le_PRON', 'piacciono_piacere_VERB', 'le_il_DET')	9	le	le	piacciono	le	le	piacere	il	PRON	VERB	DET	she likes the (feminine plural)
('me_me_PRON', 'è_essere_AUX', 'piaciuto_piacere_VERB')	9	me è piaciuto	me	è	piaciuto	me	essere	piacere	PRON	AUX	VERB	it pleased me
('che_che_SCONJ', 'non_non_ADV', 'va_andare_VERB')	9	che non va	che	non	va	che	non	andare	SCONJ	ADV	VERB	that does not go
('voi_voi_PRON', 'avete_avere_AUX', 'visto_vedere_VERB')	9	voi avete visto	voi	avete	visto	voi	avere	vedere	PRON	AUX	VERB	you (plural) have seen
('il_il_DET', 'suo_suo_DET', 'orologio_orologio_NOUN')	9	il suo orologio	il	suo	orologio	il	suo	orologio	DET	DET	NOUN	his/her (masculine) watch
('disse_dire_VERB', 'che_che_SCONJ', 'avrebbe_avere_AUX')	9	disse che avrebbe	disse	che	avrebbe	dire	che	avere	VERB	SCONJ	AUX	he/she said that he/she would
('mi_mi_PRON', 'piace_piacere_VERB', 'questo_questo_DET')	9	mi piace questo	mi	piace	questo	mi	piacere	questo	PRON	VERB	DET	I like this (masculine)
('bisogno_bisogno_NOUN', 'del_di_ADP', 'mio_mio_DET')	9	bisogno del mio	bisogno	del	mio	bisogno	di	mio	NOUN	ADP	DET	need for my (masculine)
('la_il_DET', 'sua_suo_DET', 'camera_camera_NOUN')	9	la sua camera	la	sua	camera	il	suo	camera	DET	DET	NOUN	his/her (feminine) room
('perdita_perdita_NOUN', 'di_di_ADP', 'tempo_tempo_NOUN')	9	perdita di tempo	perdita	di	tempo	perdita	di	tempo	NOUN	ADP	NOUN	waste of time
('mi_mi_PRON', 'dica_dire_VERB', 'che_che_SCONJ')	9	mi dica che	mi	dica	che	mi	dire	che	PRON	VERB	SCONJ	tell me that
('la_il_DET', 'bottiglia_bottiglia_NOUN', 'di_di_ADP')	9	la bottiglia di	la	bottiglia	di	il	bottiglia	di	DET	NOUN	ADP	the (feminine) bottle of
('di_di_ADP', 'non_non_ADV', 'averlo_avere_AUX')	9	di non averlo	di	non	averlo	di	non	avere	ADP	ADV	AUX	to not have it
('non_non_ADV', 'si_si_PRON', 'sono_essere_AUX')	9	non si sono	non	si	sono	non	si	essere	ADV	PRON	AUX	they did not
('il_il_DET', 'mio_mio_DET', 'laptop_laptop_NOUN')	9	il mio laptop	il	mio	laptop	il	mio	laptop	DET	DET	NOUN	my (masculine) laptop
('a_a_ADP', 'pulire_pulire_VERB', 'la_il_DET')	9	aiutato tom a pulire la	a	pulire	la	a	pulire	il	ADP	VERB	DET	to clean the (feminine)
('la_il_DET', 'tua_tuo_DET', 'automobile_automobile_NOUN')	9	la tua automobile	la	tua	automobile	il	tuo	automobile	DET	DET	NOUN	your (singular; feminine) car
('andare_andare_VERB', 'a_a_ADP', 'piedi_piede_NOUN')	9	andare a piedi	andare	a	piedi	andare	a	piede	VERB	ADP	NOUN	to go on foot
('tu_tu_PRON', 'non_non_ADV', 'devi_dovere_AUX')	9	tu non devi	tu	non	devi	tu	non	dovere	PRON	ADV	AUX	you must not
('cose_cosa_NOUN', 'del_di_ADP', 'genere_genere_NOUN')	9	cose del genere	cose	del	genere	cosa	di	genere	NOUN	ADP	NOUN	things like that
"('ha_avere_AUX', 'visto_vedere_VERB', ""l'_il_DET"")"	9	ha visto l'	ha	visto	l'	avere	vedere	il	AUX	VERB	DET	has seen the (masculine; before a vowel)
('ho_avere_VERB', 'un_uno_DET', 'appuntamento_appuntamento_NOUN')	9	ho un appuntamento	ho	un	appuntamento	avere	uno	appuntamento	VERB	DET	NOUN	I have an appointment
('è_essere_AUX', 'la_il_DET', 'persona_persona_NOUN')	9	è la persona	è	la	persona	essere	il	persona	AUX	DET	NOUN	is the (feminine) person
('ha_avere_AUX', 'ricevuto_ricevere_VERB', 'un_uno_DET')	9	ha ricevuto un	ha	ricevuto	un	avere	ricevere	uno	AUX	VERB	DET	has received a (masculine)
('una_uno_DET', 'bella_bello_ADJ', 'ragazza_ragazzo_NOUN')	9	una bella ragazza	una	bella	ragazza	uno	bello	ragazzo	DET	ADJ	NOUN	a (feminine) beautiful girl
('in_in_ADP', 'un_uno_DET', 'posto_posto_NOUN')	9	in un posto	in	un	posto	in	uno	posto	ADP	DET	NOUN	in a (masculine) place
"(""l'_il_DET"", 'inglese_inglese_NOUN', 'è_essere_AUX')"	9	l'inglese è	l'	inglese	è	il	inglese	essere	DET	NOUN	AUX	English is
('può_potere_AUX', 'fidare_fidare_VERB', 'di_di_ADP')	9	può fidare di	può	fidare	di	potere	fidare	di	AUX	VERB	ADP	he/she can trust
