gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('dei_di_ADP', 'suoi_suo_DET', 'figli_figlio_NOUN')	15	dei suoi figli	dei	suoi	figli	di	suo	figlio	ADP	DET	NOUN	
('tu_tu_PRON', 'non_non_ADV', 'sei_essere_AUX')	15	tu non sei	tu	non	sei	tu	non	essere	PRON	ADV	AUX	
('alla_a_ADP', 'mia_mio_DET', 'festa_festa_NOUN')	15	alla mia festa	alla	mia	festa	a	mio	festa	ADP	DET	NOUN	
('tutta_tutto_DET', 'la_il_DET', 'sua_suo_DET')	15	tutta la sua	tutta	la	sua	tutto	il	suo	DET	DET	DET	
('è_essere_AUX', 'stato_essere_AUX', 'il_il_DET')	15	è stato il	è	stato	il	essere	essere	il	AUX	AUX	DET	
('ne_ne_PRON', 'dici_dire_VERB', 'di_di_ADP')	15	ne di	ne	dici	di	ne	dire	di	PRON	VERB	ADP	
('andare_andare_VERB', 'al_a_ADP', 'cinema_cinema_NOUN')	15	andare al cinema	andare	al	cinema	andare	a	cinema	VERB	ADP	NOUN	
"(""dov'_dove_ADV"", 'è_essere_VERB', 'la_il_DET')"	15	dov'è la	dov'	è	la	dove	essere	il	ADV	VERB	DET	
('voi_voi_PRON', 'avete_avere_VERB', 'un_uno_DET')	15	voi avete un	voi	avete	un	voi	avere	uno	PRON	VERB	DET	
('che_che_SCONJ', 'non_non_ADV', 'avrebbe_avere_AUX')	15	che non avrebbe	che	non	avrebbe	che	non	avere	SCONJ	ADV	AUX	
('ci_ci_PRON', 'sono_essere_VERB', 'delle_di_ADP')	15	ci sono delle	ci	sono	delle	ci	essere	di	PRON	VERB	ADP	
('più_più_ADV', 'intelligente_intelligente_ADJ', 'di_di_ADP')	15	più intelligente di	più	intelligente	di	più	intelligente	di	ADV	ADJ	ADP	
('il_il_DET', 'suo_suo_DET', 'insegnante_insegnante_NOUN')	15	il suo insegnante	il	suo	insegnante	il	suo	insegnante	DET	DET	NOUN	
('ho_avere_AUX', 'visto_vedere_VERB', 'un_uno_DET')	15	ho visto un	ho	visto	un	avere	vedere	uno	AUX	VERB	DET	
('non_non_ADV', 'avevo_avere_VERB', 'idea_idea_NOUN')	15	non avevo idea	non	avevo	idea	non	avere	idea	ADV	VERB	NOUN	
('a_a_ADP', 'studiare_studiare_VERB', 'il_il_DET')	15	ato a studiare il	a	studiare	il	a	studiare	il	ADP	VERB	DET	
('non_non_ADV', 'mi_mi_PRON', 'piacciono_piacere_VERB')	15	non mi piacciono	non	mi	piacciono	non	mi	piacere	ADV	PRON	VERB	
('i_il_DET', 'suoi_suo_DET', 'occhiali_occhiale_NOUN')	15	i suoi occhiali	i	suoi	occhiali	il	suo	occhiale	DET	DET	NOUN	
('sono_essere_AUX', 'molto_molto_ADV', 'felice_felice_ADJ')	15	sono molto felice	sono	molto	felice	essere	molto	felice	AUX	ADV	ADJ	
('sono_essere_AUX', 'sempre_sempre_ADV', 'stato_essere_AUX')	15	sono sempre stato	sono	sempre	stato	essere	sempre	essere	AUX	ADV	AUX	
('lei_lei_PRON', 'non_non_ADV', 'mi_mi_PRON')	15	lei non mi	lei	non	mi	lei	non	mi	PRON	ADV	PRON	
('hai_avere_AUX', 'visto_vedere_VERB', 'il_il_DET')	15	hai visto il	hai	visto	il	avere	vedere	il	AUX	VERB	DET	
('è_essere_VERB', 'che_che_SCONJ', 'non_non_ADV')	15	è che non	è	che	non	essere	che	non	VERB	SCONJ	ADV	
('sono_essere_AUX', 'in_in_ADP', 'grado_grado_NOUN')	15	sono in grado	sono	in	grado	essere	in	grado	AUX	ADP	NOUN	
