gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('aveva_avere_VERB', 'bisogno_bisogno_NOUN', 'di_di_ADP')	53	aveva bisogno di	aveva	bisogno	di	avere	bisogno	di	VERB	NOUN	ADP	he/she needed to; he/she needed
('nella_in_ADP', 'sua_suo_DET', 'stanza_stanza_NOUN')	53	nella sua stanza	nella	sua	stanza	in	suo	stanza	ADP	DET	NOUN	in his/her (feminine) room
('ha_avere_AUX', 'comprato_comprare_VERB', 'un_uno_DET')	52	ha comprato un	ha	comprato	un	avere	comprare	uno	AUX	VERB	DET	he/she bought a
('io_io_PRON', 'spero_sperare_VERB', 'che_che_SCONJ')	52	io spero che	io	spero	che	io	sperare	che	PRON	VERB	SCONJ	I hope that
('abbiamo_avere_VERB', 'bisogno_bisogno_NOUN', 'di_di_ADP')	52	abbiamo bisogno di	abbiamo	bisogno	di	avere	bisogno	di	VERB	NOUN	ADP	we need to; we need
('è_essere_AUX', 'mai_mai_ADV', 'stato_essere_AUX')	52	è mai stato	è	mai	stato	essere	mai	essere	AUX	ADV	AUX	has ever been
('è_essere_AUX', 'un_uno_DET', 'uomo_uomo_NOUN')	52	è un uomo	è	un	uomo	essere	uno	uomo	AUX	DET	NOUN	he is a man
"(""l'_lo_PRON"", 'ha_avere_AUX', 'fatto_fare_VERB')"	52	l'ha fatto	l'	ha	fatto	lo	avere	fare	PRON	AUX	VERB	he/she did it
('non_non_ADV', 'è_essere_AUX', 'ancora_ancora_ADV')	52	non è ancora	non	è	ancora	non	essere	ancora	ADV	AUX	ADV	it is not yet
('è_essere_AUX', 'una_uno_DET', 'persona_persona_NOUN')	51	è una persona	è	una	persona	essere	uno	persona	AUX	DET	NOUN	he/she is a person
('non_non_ADV', 'è_essere_AUX', 'il_il_DET')	51	non è il	non	è	il	non	essere	il	ADV	AUX	DET	it is not the (masculine)
('la_il_DET', 'sua_suo_DET', 'famiglia_famiglia_NOUN')	50	la sua famiglia	la	sua	famiglia	il	suo	famiglia	DET	DET	NOUN	his/her (feminine) family
('mi_mi_PRON', 'piace_piacere_VERB', 'il_il_DET')	50	mi piace il	mi	piace	il	mi	piacere	il	PRON	VERB	DET	I like the (masculine)
('non_non_ADV', 'voglio_volere_VERB', 'che_che_SCONJ')	49	non voglio che	non	voglio	che	non	volere	che	ADV	VERB	SCONJ	I do not want that
('per_per_ADP', 'la_il_DET', 'sua_suo_DET')	48	per la sua	per	la	sua	per	il	suo	ADP	DET	DET	for his/her (feminine)
('detto_dire_VERB', 'di_di_ADP', 'non_non_ADV')	48	detto di non	detto	di	non	dire	di	non	VERB	ADP	ADV	said to not
('non_non_ADV', 'sono_essere_AUX', 'mai_mai_ADV')	48	non sono mai	non	sono	mai	non	essere	mai	ADV	AUX	ADV	I have never
('per_per_ADP', 'il_il_DET', 'suo_suo_DET')	48	per il suo	per	il	suo	per	il	suo	ADP	DET	DET	for his/her (masculine)
('io_io_PRON', 'ho_avere_VERB', 'un_uno_DET')	48	io ho un	io	ho	un	io	avere	uno	PRON	VERB	DET	I have a
('di_di_ADP', 'non_non_ADV', 'essere_essere_AUX')	48	di non essere	di	non	essere	di	non	essere	ADP	ADV	AUX	to not be
('quello_quello_PRON', 'che_che_PRON', 'ha_avere_AUX')	47	quello che ha	quello	che	ha	quello	che	avere	PRON	PRON	AUX	what he/she has
('ho_avere_AUX', 'detto_dire_VERB', 'a_a_ADP')	47	ho detto a	ho	detto	a	avere	dire	a	AUX	VERB	ADP	I said to
('le_le_PRON', 'ho_avere_AUX', 'detto_dire_VERB')	47	le ho detto	le	ho	detto	le	avere	dire	PRON	AUX	VERB	I told her
('non_non_ADV', 'si_si_PRON', 'è_essere_AUX')	47	non si è	non	si	è	non	si	essere	ADV	PRON	AUX	he/she did not
"('io_io_PRON', ""l'_lo_PRON"", 'ho_avere_AUX')"	47	io l'ho	io	l'	ho	io	lo	avere	PRON	PRON	AUX	I have it
('mi_mi_PRON', 'dissero_dire_VERB', 'che_che_SCONJ')	46	mi dissero che	mi	dissero	che	mi	dire	che	PRON	VERB	SCONJ	they told me that
('non_non_ADV', 'è_essere_AUX', 'molto_molto_ADV')	46	non è molto	non	è	molto	non	essere	molto	ADV	AUX	ADV	it is not very
('mi_mi_PRON', 'ha_avere_AUX', 'dato_dare_VERB')	46	mi ha dato	mi	ha	dato	mi	avere	dare	PRON	AUX	VERB	he/she gave me
('il_il_DET', 'mio_mio_DET', 'nome_nome_NOUN')	45	il mio nome	il	mio	nome	il	mio	nome	DET	DET	NOUN	my (masculine) name
('giocare_giocare_VERB', 'a_a_ADP', 'tennis_tennis_NOUN')	45	giocare a tennis	giocare	a	tennis	giocare	a	tennis	VERB	ADP	NOUN	to play tennis
"('cosa_cosa_PRON', ""c'_ci_PRON"", 'è_essere_VERB')"	45	cosa c'è	cosa	c'	è	cosa	ci	essere	PRON	PRON	VERB	what is there
('ha_avere_AUX', 'cercato_cercare_VERB', 'di_di_ADP')	45	ha cercato di	ha	cercato	di	avere	cercare	di	AUX	VERB	ADP	he/she tried to
('questo_questo_PRON', 'non_non_ADV', 'è_essere_AUX')	45	questo non è	questo	non	è	questo	non	essere	PRON	ADV	AUX	this is not
('ho_avere_AUX', 'detto_dire_VERB', 'di_di_ADP')	45	ho detto di	ho	detto	di	avere	dire	di	AUX	VERB	ADP	I told to
('tutto_tutto_DET', 'ciò_ciò_PRON', 'che_che_PRON')	44	tutto ciò che	tutto	ciò	che	tutto	ciò	che	DET	PRON	PRON	everything that
