gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('cose_cosa_NOUN', 'da_da_ADP', 'fare_fare_VERB')	10	cose da fare	cose	da	fare	cosa	da	fare	NOUN	ADP	VERB	
('ha_avere_AUX', 'ammesso_ammettere_VERB', 'di_di_ADP')	10	ha ammesso di	ha	ammesso	di	avere	ammettere	di	AUX	VERB	ADP	
('non_non_ADV', 'credo_credere_VERB', 'che_che_SCONJ')	10	non credo che	non	credo	che	non	credere	che	ADV	VERB	SCONJ	
"(""po'_poco_PRON"", 'di_di_ADP', 'sale_sale_NOUN')"	10	po' di sale	po'	di	sale	poco	di	sale	PRON	ADP	NOUN	
('il_il_DET', 'cibo_cibo_NOUN', 'cinese_cinese_ADJ')	10	il cibo cinese	il	cibo	cinese	il	cibo	cinese	DET	NOUN	ADJ	
('la_il_DET', 'carne_carne_NOUN', 'di_di_ADP')	10	la carne di	la	carne	di	il	carne	di	DET	NOUN	ADP	
('del_di_ADP', 'suo_suo_DET', 'lavoro_lavoro_NOUN')	10	del suo lavoro	del	suo	lavoro	di	suo	lavoro	ADP	DET	NOUN	
('da_da_ADP', 'solo_solo_ADV', 'con_con_ADP')	10	da solo con	da	solo	con	da	solo	con	ADP	ADV	ADP	
"('è_essere_AUX', 'andato_andare_VERB', ""all'_a_ADP"")"	10	è andato all'	è	andato	all'	essere	andare	a	AUX	VERB	ADP	
('dei_di_ADP', 'sentimenti_sentimento_NOUN', 'per_per_ADP')	10	dei sentimenti per	dei	sentimenti	per	di	sentimento	per	ADP	NOUN	ADP	
('ha_avere_AUX', 'messo_mettere_VERB', 'il_il_DET')	10	ha messo il	ha	messo	il	avere	mettere	il	AUX	VERB	DET	
('è_essere_AUX', 'al_a_ADP', 'sicuro_sicuro_ADJ')	10	è al sicuro	è	al	sicuro	essere	a	sicuro	AUX	ADP	ADJ	
('andare_andare_VERB', 'a_a_ADP', 'pescare_pescare_VERB')	10	andare a pescare	andare	a	pescare	andare	a	pescare	VERB	ADP	VERB	
('perso_perdere_VERB', 'il_il_DET', 'mio_mio_DET')	10	perso il mio	perso	il	mio	perdere	il	mio	VERB	DET	DET	
('penso_pensare_VERB', 'di_di_ADP', 'aver_avere_AUX')	10	penso di aver	penso	di	aver	pensare	di	avere	VERB	ADP	AUX	
('non_non_ADV', 'ho_avere_VERB', 'nulla_nu_ADV')	10	non ho nulla	non	ho	nulla	non	avere	nu	ADV	VERB	ADV	
('qual_lo_PRON', 'è_essere_AUX', 'la_il_DET')	10	qual è la	qual	è	la	lo	essere	il	PRON	AUX	DET	
('il_il_DET', 'tuo_tuo_DET', 'cane_cane_NOUN')	10	il tuo cane	il	tuo	cane	il	tuo	cane	DET	DET	NOUN	
('più_più_ADV', 'vecchia_vecchio_ADJ', 'di_di_ADP')	10	più vecchia di	più	vecchia	di	più	vecchio	di	ADV	ADJ	ADP	
('siete_essere_AUX', 'andati_andare_VERB', 'a_a_ADP')	10	siete a	siete	andati	a	essere	andare	a	AUX	VERB	ADP	
"(""l'_il_DET"", 'esperanto_esperanto_NOUN', 'è_essere_AUX')"	10	l'esperanto è	l'	esperanto	è	il	esperanto	essere	DET	NOUN	AUX	
('che_che_SCONJ', 'il_il_DET', 'mio_mio_DET')	10	che il mio	che	il	mio	che	il	mio	SCONJ	DET	DET	
('niente_niente_PRON', 'di_di_ADP', 'sbagliato_sbagliato_ADJ')	10	niente di sbagliato	niente	di	sbagliato	niente	di	sbagliato	PRON	ADP	ADJ	
"(""cos'_cosa_PRON"", 'è_essere_VERB', 'che_che_SCONJ')"	10	cos'è che	cos'	è	che	cosa	essere	che	PRON	VERB	SCONJ	
('ha_avere_VERB', 'un_uno_DET', 'fratello_fratello_NOUN')	10	ha un fratello	ha	un	fratello	avere	uno	fratello	VERB	DET	NOUN	
('gioco_gioco_NOUN', 'a_a_ADP', 'tennis_tennis_NOUN')	10	gioco a tennis	gioco	a	tennis	gioco	a	tennis	NOUN	ADP	NOUN	
('parlare_parlare_VERB', 'con_con_ADP', 'noi_noi_PRON')	10	parlare con noi	parlare	con	noi	parlare	con	noi	VERB	ADP	PRON	
"(""cos'_cos'_PRON"", 'hai_avere_AUX', 'fatto_fare_VERB')"	10	cos'hai fatto	cos'	hai	fatto	cos'	avere	fare	PRON	AUX	VERB	
('che_che_SCONJ', 'era_essere_AUX', 'un_uno_DET')	10	che era un	che	era	un	che	essere	uno	SCONJ	AUX	DET	
('sia_essere_AUX', 'una_uno_DET', 'buona_buono_ADJ')	10	sia una buona	sia	una	buona	essere	uno	buono	AUX	DET	ADJ	
('non_non_ADV', 'aveva_avere_VERB', 'bisogno_bisogno_NOUN')	10	non aveva bisogno	non	aveva	bisogno	non	avere	bisogno	ADV	VERB	NOUN	
('prendere_prendere_VERB', 'qualcosa_qualcosa_PRON', 'da_da_ADP')	10		prendere	qualcosa	da	prendere	qualcosa	da	VERB	PRON	ADP	
('bisogno_bisogno_NOUN', 'del_di_ADP', 'vostro_vostro_DET')	10	bisogno del vostro	bisogno	del	vostro	bisogno	di	vostro	NOUN	ADP	DET	
"('sai_sapere_VERB', ""cos'_cos'_PRON"", 'è_essere_AUX')"	10	sai cos'è	sai	cos'	è	sapere	cos'	essere	VERB	PRON	AUX	
('a_a_ADP', 'capire_capire_VERB', 'il_il_DET')	10	a capire il	a	capire	il	a	capire	il	ADP	VERB	DET	
('ha_avere_AUX', 'provato_provare_VERB', 'ad_a_ADP')	10	ha provato ad	ha	provato	ad	avere	provare	a	AUX	VERB	ADP	
