gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('nella_in_ADP', 'mia_mio_DET', 'stanza_stanza_NOUN')	13	nella mia stanza	nella	mia	stanza	in	mio	stanza	ADP	DET	NOUN	in my room
('ha_avere_AUX', 'vinto_vincere_VERB', 'la_il_DET')	13	ha vinto la	ha	vinto	la	avere	vincere	il	AUX	VERB	DET	he/she won the
('sono_essere_AUX', 'stato_essere_AUX', 'in_in_ADP')	13	sono stato in	sono	stato	in	essere	essere	in	AUX	AUX	ADP	I have been in
"(""po'_poco_PRON"", 'di_di_ADP', 'cibo_cibo_NOUN')"	13	po' di cibo	po'	di	cibo	poco	di	cibo	PRON	ADP	NOUN	a bit of food
('dire_dire_VERB', 'la_il_DET', 'verità_verità_NOUN')	13	dire la verità	dire	la	verità	dire	il	verità	VERB	DET	NOUN	tell the truth
('i_il_DET', 'suoi_suo_DET', 'vestiti_vestito_NOUN')	13	ia i suoi vestiti	i	suoi	vestiti	il	suo	vestito	DET	DET	NOUN	his clothes
('a_a_ADP', 'casa_casa_NOUN', 'e_e_CCONJ')	13		a	casa	e	a	casa	e	ADP	NOUN	CCONJ	at home and
('non_non_ADV', 'ha_avere_VERB', 'bisogno_bisogno_NOUN')	13	non ha bisogno	non	ha	bisogno	non	avere	bisogno	ADV	VERB	NOUN	he/she does not need
('sono_essere_AUX', 'preoccupato_preoccupato_ADJ', 'per_per_ADP')	13	sono preoccupato per	sono	preoccupato	per	essere	preoccupato	per	AUX	ADJ	ADP	I am worried about
('ho_avere_AUX', 'parlato_parlare_VERB', 'con_con_ADP')	13	ho parlato con	ho	parlato	con	avere	parlare	con	AUX	VERB	ADP	I talked with
('per_per_ADP', 'quello_quello_PRON', 'che_che_PRON')	13	per quello che	per	quello	che	per	quello	che	ADP	PRON	PRON	for what
('io_io_PRON', 'non_non_ADV', 'vedo_vedere_VERB')	13	io non vedo	io	non	vedo	io	non	vedere	PRON	ADV	VERB	I do not see
('perché_perché_PRON', 'non_non_ADV', 'ti_ti_PRON')	13	perché non ti	perché	non	ti	perché	non	ti	PRON	ADV	PRON	why don't you
('stato_essere_AUX', 'in_in_ADP', 'ritardo_ritardo_NOUN')	13	stato in ritardo	stato	in	ritardo	essere	in	ritardo	AUX	ADP	NOUN	been late
('a_a_ADP', 'chiave_chiave_NOUN', 'la_il_DET')	13	a chiave la	a	chiave	la	a	chiave	il	ADP	NOUN	DET	lock the (feminine)
('è_essere_AUX', 'più_più_ADV', 'grande_grande_ADJ')	13	è più grande	è	più	grande	essere	più	grande	AUX	ADV	ADJ	is bigger
('dirlo_dire_VERB', 'a_a_ADP', 'loro_loro_PRON')	13	dirlo a loro	dirlo	a	loro	dire	a	loro	VERB	ADP	PRON	tell it to them
('è_essere_AUX', 'la_il_DET', 'nostra_nostro_DET')	13	è la nostra	è	la	nostra	essere	il	nostro	AUX	DET	DET	it is our
"(""un'_uno_DET"", 'amica_amico_NOUN', 'di_di_ADP')"	13	un'amica di	un'	amica	di	uno	amico	di	DET	NOUN	ADP	a friend of
"('questo_questo_PRON', 'è_essere_AUX', ""l'_il_DET"")"	13	questo è l'	questo	è	l'	questo	essere	il	PRON	AUX	DET	this is the
('è_essere_AUX', 'brava_bravo_ADJ', 'a_a_ADP')	13		è	brava	a	essere	bravo	a	AUX	ADJ	ADP	she is good at
('è_essere_AUX', 'stato_essere_AUX', 'detto_dire_VERB')	13	è stato detto	è	stato	detto	essere	essere	dire	AUX	AUX	VERB	it has been said
('ho_avere_AUX', 'sentito_sentire_VERB', 'che_che_SCONJ')	13	ho sentito che	ho	sentito	che	avere	sentire	che	AUX	VERB	SCONJ	I heard that
('non_non_ADV', 'ti_ti_PRON', 'piace_piacere_VERB')	13	non ti piace	non	ti	piace	non	ti	piacere	ADV	PRON	VERB	you do not like it
"('a_a_ADP', 'imparare_imparare_VERB', ""l'_il_DET"")"	13	ai a imparare l'	a	imparare	l'	a	imparare	il	ADP	VERB	DET	to learn the
('in_in_ADP', 'questi_questo_DET', 'giorni_giorno_NOUN')	13	in questi giorni	in	questi	giorni	in	questo	giorno	ADP	DET	NOUN	these days
"(""l'_lo_PRON"", 'ha_avere_AUX', 'vista_vedere_VERB')"	13	l'ha vista	l'	ha	vista	lo	avere	vedere	PRON	AUX	VERB	he/she saw her
