gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('voi_voi_PRON', 'non_non_ADV', 'dovete_dovere_AUX')	5	voi non dovete	voi	non	dovete	voi	non	dovere	PRON	ADV	AUX	
('non_non_ADV', 'avete_avere_VERB', 'una_uno_DET')	5	non avete una	non	avete	una	non	avere	uno	ADV	VERB	DET	
('loro_loro_PRON', 'non_non_ADV', 'hanno_avere_VERB')	5	loro non hanno	loro	non	hanno	loro	non	avere	PRON	ADV	VERB	
('hai_avere_AUX', 'visto_vedere_VERB', 'dei_di_ADP')	5	hai visto dei	hai	visto	dei	avere	vedere	di	AUX	VERB	ADP	
('non_non_ADV', 'avrebbe_avere_AUX', 'pianto_piangere_VERB')	5	non avrebbe pianto	non	avrebbe	pianto	non	avere	piangere	ADV	AUX	VERB	
('insegnando_insegnare_VERB', 'il_il_DET', 'francese_francese_NOUN')	5	insegnando il francese	insegnando	il	francese	insegnare	il	francese	VERB	DET	NOUN	
('i_il_DET', 'soldati_soldato_NOUN', 'hanno_avere_AUX')	5	i soldati hanno	i	soldati	hanno	il	soldato	avere	DET	NOUN	AUX	
('fatto_fare_VERB', 'con_con_ADP', 'i_il_DET')	5	fatto con i	fatto	con	i	fare	con	il	VERB	ADP	DET	
('un_uno_DET', 'appartamento_appartamento_NOUN', 'a_a_ADP')	5	un a	un	appartamento	a	uno	appartamento	a	DET	NOUN	ADP	
('aveva_avere_VERB', 'un_uno_DET', 'lavoro_lavoro_NOUN')	5	aveva un lavoro	aveva	un	lavoro	avere	uno	lavoro	VERB	DET	NOUN	
('fatto_fare_VERB', 'un_uno_DET', 'buon_buono_ADJ')	5	fatto un buon	fatto	un	buon	fare	uno	buono	VERB	DET	ADJ	
('mi_mi_PRON', 'lascia_lasciare_VERB', 'spesso_spesso_ADV')	5	mi lascia spesso	mi	lascia	spesso	mi	lasciare	spesso	PRON	VERB	ADV	
('visto_vedere_VERB', 'un_uno_DET', 'panda_panda_NOUN')	5	visto un panda	visto	un	panda	vedere	uno	panda	VERB	DET	NOUN	
('un_uno_DET', 'lavoro_lavoro_NOUN', 'migliore_migliore_ADJ')	5	un lavoro migliore	un	lavoro	migliore	uno	lavoro	migliore	DET	NOUN	ADJ	
('non_non_ADV', 'sa_sapere_VERB', 'guidare_guidare_VERB')	5	non sa guidare	non	sa	guidare	non	sapere	guidare	ADV	VERB	VERB	
