gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('è_essere_AUX', 'stato_essere_AUX', 'licenziato_licenziare_VERB')	5	è stato licenziato	è	stato	licenziato	essere	essere	licenziare	AUX	AUX	VERB	
('il_il_DET', 'mio_mio_DET', 'vicino_vicino_NOUN')	5	il mio vicino	il	mio	vicino	il	mio	vicino	DET	DET	NOUN	
"(""l'_lo_PRON"", 'ho_avere_AUX', 'sempre_sempre_ADV')"	5	l'ho sempre	l'	ho	sempre	lo	avere	sempre	PRON	AUX	ADV	
('andare_andare_VERB', 'alla_a_ADP', 'moschea_moschea_NOUN')	5	andare alla moschea	andare	alla	moschea	andare	a	moschea	VERB	ADP	NOUN	
"('un_uno_DET', ""po'_poco_ADV"", 'geloso_geloso_ADJ')"	5	un po' geloso	un	po'	geloso	uno	poco	geloso	DET	ADV	ADJ	
('lei_lei_PRON', 'non_non_ADV', 'era_essere_AUX')	5	lei non era	lei	non	era	lei	non	essere	PRON	ADV	AUX	
('ha_avere_AUX', 'risolto_risolvere_VERB', 'il_il_DET')	5	ha risolto il	ha	risolto	il	avere	risolvere	il	AUX	VERB	DET	
('lei_lei_PRON', 'lo_lo_PRON', 'sa_sapere_VERB')	5	lei lo sa	lei	lo	sa	lei	lo	sapere	PRON	PRON	VERB	
('questo_questo_PRON', 'è_essere_AUX', 'per_per_ADP')	5	questo è per	questo	è	per	questo	essere	per	PRON	AUX	ADP	
('mi_mi_PRON', 'scuserò_scuserare_VERB', 'con_con_ADP')	5	mi scuserò con	mi	scuserò	con	mi	scuserare	con	PRON	VERB	ADP	
('entrambi_entrambi_DET', 'i_il_DET', 'suoi_suo_DET')	5	entrambi i suoi	entrambi	i	suoi	entrambi	il	suo	DET	DET	DET	
('aperto_aprire_VERB', 'il_il_DET', 'suo_suo_DET')	5	aperto il suo	aperto	il	suo	aprire	il	suo	VERB	DET	DET	
('non_non_ADV', 'pensa_pensare_VERB', 'di_di_ADP')	5	non pensa di	non	pensa	di	non	pensare	di	ADV	VERB	ADP	
('aveva_avere_VERB', 'un_uno_DET', 'alibi_alibo_NOUN')	5	aveva un alibi	aveva	un	alibi	avere	uno	alibo	VERB	DET	NOUN	
