term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
tavolo,True,tavolo,noun,table,"home,dining",,,masculine,singular,,,False,False,False,none,,,,base lemma,Monto un tavolo nuovo.,I assemble a new table.
un tavolo,False,tavolo,noun,a table,"home,dining",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Cerco un tavolo libero.,I'm looking for a free table.
il tavolo,False,tavolo,noun,the table,"home,dining",,,masculine,singular,,,False,False,False,definite,il,il,,,Il tavolo è rotondo.,The table is round.
tavoli,False,tavolo,noun,tables,"home,dining",,,masculine,plural,,,False,False,False,none,,,,plural form,Tavoli in legno ovunque.,Wooden tables everywhere.
i tavoli,False,tavolo,noun,the tables,"home,dining",,,masculine,plural,,,False,False,False,definite,i,i,,,I tavoli sono occupati.,The tables are occupied.
dei tavoli,False,tavolo,noun,some tables,"home,dining",,,masculine,plural,,,False,False,False,articulated_preposition,i,dei,di,,Compriamo dei tavoli nuovi.,We're buying some new tables.
del tavolo,False,tavolo,noun,of the table,"home,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,,Il bordo del tavolo è scheggiato.,The table's edge is chipped.
al tavolo,False,tavolo,noun,to the table,"home,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,,Mi siedo al tavolo.,I sit at the table.
ai tavoli,False,tavolo,noun,to the tables,"home,dining",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,,Serviamo ai tavoli.,We serve at the tables.
dal tavolo,False,tavolo,noun,from the table,"home,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,,Scende dal tavolo.,He gets down from the table.
dai tavoli,False,tavolo,noun,from the tables,"home,dining",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,,Rumori dai tavoli vicini.,Noises from the nearby tables.
nel tavolo,False,tavolo,noun,in the table,"home,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,,C'è un graffio nel tavolo.,There's a scratch in the table.
nei tavoli,False,tavolo,noun,in the tables,"home,dining",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,,Viti nei tavoli nuovi.,Screws in the new tables.
sul tavolo,False,tavolo,noun,on the table,"home,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,,Metto i piatti sul tavolo.,I put the plates on the table.
sui tavoli,False,tavolo,noun,on the tables,"home,dining",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,,Fiori sui tavoli.,Flowers on the tables.
col tavolo,False,tavolo,noun,with the table,"home,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Lavoro col tavolo pieghevole.,I work with the folding table.
coi tavoli,False,tavolo,noun,with the tables,"home,dining",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Coordino coi tavoli prenotati.,I coordinate with the reserved tables.
