term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
piccolo,True,piccolo,small,noun,small one,"core,description",,,masculine,singular,,,False,False,False,,,,,can mean a small child or the piccolo instrument,Cerco piccolo per la banda.,I am looking for a piccolo for the band.
un piccolo,False,piccolo,small,noun,a small one,"core,description",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho comprato un piccolo per la lezione.,I bought a piccolo for the lesson.
il piccolo,False,piccolo,small,noun,the small one,"core,description",,,masculine,singular,,,False,False,False,definite,il,il,,,Il piccolo è curioso.,The little one is curious.
piccoli,False,piccolo,small,noun,small ones,"core,description",,,masculine,plural,,,False,False,False,,,,,,I piccoli suonano insieme.,The little ones play together.
i piccoli,False,piccolo,small,noun,the small ones,"core,description",,,masculine,plural,,,False,False,False,definite,i,i,,,I piccoli ridono.,The little ones are laughing.
dei piccoli,False,piccolo,small,noun,some small ones,"core,description",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho ascoltato dei piccoli durante la prova.,I listened to some piccolos during rehearsal.
del piccolo,False,piccolo,small,noun,of the small one,"core,description",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il suono del piccolo è acuto.,The sound of the piccolo is sharp.
al piccolo,False,piccolo,small,noun,to the small one,"core,description",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parla al piccolo.,He speaks to the little one.
ai piccoli,False,piccolo,small,noun,to the small ones,"core,description",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Parlo ai piccoli.,I speak to the little ones.
dal piccolo,False,piccolo,small,noun,from the small one,"core,description",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Vengo dal piccolo dopo le prove.,I come from the piccolo after rehearsal.
dai piccoli,False,piccolo,small,noun,from the small ones,"core,description",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ho notizie dai piccoli.,I have news from the little ones.
nel piccolo,False,piccolo,small,noun,in the small one,"core,description",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel piccolo si sente un suono strano.,In the piccolo you can hear a strange sound.
nei piccoli,False,piccolo,small,noun,in the small ones,"core,description",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei piccoli c'è molta energia.,There is a lot of energy in the little ones.
sul piccolo,False,piccolo,small,noun,on the small one,"core,description",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho scritto sul piccolo.,I wrote on the piccolo.
sui piccoli,False,piccolo,small,noun,on the small ones,"core,description",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui piccoli.,I have data about the little ones.
col piccolo,False,piccolo,small,noun,with the small one,"core,description",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Esco col piccolo stasera.,I am going out with the little one tonight.
coi piccoli,False,piccolo,small,noun,with the small ones,"core,description",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Andiamo coi piccoli al parco.,We are going with the little ones to the park.
