text	lemma	pos	translation_en	token_count	token_pct	group_count	group_pct	parts_lemma	parts_pos	xpos	deprel	feats	token_hash	group_hash	group	sentence_1_it	sentence_1_en	sentence_2_it	sentence_2_en	sentence_3_it	sentence_3_en
bella	bello	ADJ		257	0.000376	618	0.000904	bello	ADJ	A	amod	Gender=Fem|Number=Sing	68d0c424-6454-531b-b06f-a25559907ce8	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	È una bella giornata.	It's a beautiful day.	Heather è una ragazza molto bella.	Heather is a very beautiful girl.	Mostar è una città molto bella.	Mostar is a very beautiful city.
bello	bello	ADJ		142	0.000208	618	0.000904	bello	ADJ	A	xcomp	Gender=Masc|Number=Sing	8745d047-4509-5778-9e6a-0354da4939fb	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	È estremamente bello.	He is tremendously handsome.	È passato molto tempo dall'ultima volta che abbiamo avuto un tempo così bello.	It's been a long while since we had such fine weather.	Bello parlare con voi.	Nice talking with you.
bel	bello	ADJ		94	0.000138	618	0.000904	bello	ADJ	A	amod	Gender=Masc|Number=Sing	f9f45e90-530f-566b-9b59-2a87b7d358c6	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Mi ha dato un bel regalo di Natale.	He gave me a nice Christmas present.	Ho fatto un bel sogno la scorsa notte.	I had a good dream last night.	Non ho mai visto un così bel tramonto.	Never have I seen such a beautiful sunset.
belle	bello	ADJ		48	7e-05	618	0.000904	bello	ADJ	A	amod	Gender=Fem|Number=Plur	5d131597-2e6c-5c9f-b7b2-3fc01faf4d1f	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Le tue figlie sono belle.	Your daughters are beautiful.	Le sere alle Hawaii sono belle.	Evenings in Hawaii are beautiful.	A volte le bugie hanno delle belle gambe.	Sometimes lies have nice legs.
belli	bello	ADJ		21	3.1e-05	618	0.000904	bello	ADJ	A	root	Gender=Masc|Number=Plur	9fe753c6-d5f0-5d99-a966-21f39603d789	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	I fiori belli non fanno buoni frutti.	Nice flowers don't yield good fruits.	Voi siete belli.	You're beautiful.	Questi fiori sono belli, vero?	These flowers are beautiful, aren't they?
bell'	bello	ADJ		18	2.6e-05	618	0.000904	bello	ADJ	A	amod	Gender=Masc|Number=Sing	60123170-f40d-50e0-a048-81e7e7f14c7f	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Tom ha un bell'aspetto per la sua età.	Tom looks good for his age.	Tom non ha un bell'aspetto. È malato?	Tom doesn't look very well. Is he sick?	È un bell'uomo.	He is a handsome man.
bei	bello	ADJ		14	2e-05	618	0.000904	bello	ADJ	A	amod	Gender=Masc|Number=Plur	08632b2c-1795-557a-8153-fb9160fe0b35	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Molti bei fiori sbocciano in primavera.	Many beautiful flowers bloom in spring.	Sbocciano molti bei fiori in primavera.	Many beautiful flowers bloom in spring.	Questi sono dei bei cavalli.	These are beautiful horses.
bellissima	bello	ADJ		9	1.3e-05	618	0.000904	bello	ADJ	A	root	Gender=Fem|Number=Sing	f31423cb-6602-58ec-a7d2-682e6ca6e9a9	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Vienna è una bellissima città.	Vienna is a beautiful city.	Ha una bellissima calligrafia.	She has beautiful handwriting.	È un'immagine bellissima!	It is a beautiful image.
bellissimo	bello	ADJ		7	1e-05	618	0.000904	bello	ADJ	A	amod	Gender=Masc|Number=Sing	90356fbb-4a46-5bd7-b41a-37f5614cb5b0	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Qui il tempo è bellissimo.	Here the weather is very beautiful.	Un bellissimo arcobaleno si sta estendendo nel cielo.	A beautiful rainbow is spanning the sky.	Questo fiore è bellissimo.	This flower is very beautiful.
bellissimi	bello	ADJ		6	9e-06	618	0.000904	bello	ADJ	A	conj	Gender=Masc|Number=Plur	d6a8586a-055d-5faa-8fa4-42d097cf56fc	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Quei fiori sono bellissimi!	Those flowers are very beautiful!	Io ho comprato dei fiori bellissimi.	I have bought some very beautiful flowers.	I suoi capelli sono lunghi e bellissimi.	Her hair is long and beautiful.
