term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
angolo,True,angolo,corner,noun,corner,"place,geometry",,,masculine,singular,,,False,False,False,,,,,also 'angle' in geometry,Cerco angolo tranquillo.,I am looking for a quiet corner.
un angolo,False,angolo,corner,noun,a corner,"place,geometry",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Vedo un angolo luminoso.,I see a bright corner.
l'angolo,False,angolo,corner,noun,the corner,"place,geometry",,,masculine,singular,,,False,False,False,definite,l',l',,,L'angolo è buio.,The corner is dark.
angoli,False,angolo,corner,noun,corners,"place,geometry",,,masculine,plural,,,False,False,False,,,,,,Vedo angoli strani ovunque.,I see strange corners everywhere.
gli angoli,False,angolo,corner,noun,the corners,"place,geometry",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli angoli della stanza sono scuri.,The corners of the room are dark.
degli angoli,False,angolo,corner,noun,some corners,"place,geometry",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ci sono degli angoli polverosi.,There are some dusty corners.
dell'angolo,False,angolo,corner,noun,of the corner,"place,geometry",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il colore dell'angolo è chiaro.,The color of the corner is light.
all'angolo,False,angolo,corner,noun,at the corner,"place,geometry",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Ci vediamo all'angolo.,See you at the corner.
agli angoli,False,angolo,corner,noun,at the corners,"place,geometry",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Metti le piante agli angoli.,Put the plants at the corners.
dall'angolo,False,angolo,corner,noun,from the corner,"place,geometry",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Una voce arriva dall'angolo.,A voice comes from the corner.
dagli angoli,False,angolo,corner,noun,from the corners,"place,geometry",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Polvere viene dagli angoli.,Dust comes from the corners.
nell'angolo,False,angolo,corner,noun,in the corner,"place,geometry",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è una lampada nell'angolo.,There is a lamp in the corner.
negli angoli,False,angolo,corner,noun,in the corners,"place,geometry",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Si accumula polvere negli angoli.,Dust accumulates in the corners.
sull'angolo,False,angolo,corner,noun,on the corner,"place,geometry",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Appoggia il quadro sull'angolo del tavolo.,Rest the picture on the corner of the table.
sugli angoli,False,angolo,corner,noun,on the corners,"place,geometry",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,La pittura è rovinata sugli angoli.,The paint is damaged on the corners.
con l'angolo,False,angolo,corner,noun,with the corner,"place,geometry",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,no common contraction,Stai attento con l'angolo.,Be careful with the corner.
con gli angoli,False,angolo,corner,noun,with the corners,"place,geometry",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,no common contraction,Lavora con gli angoli.,Work with the corners.
