term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
sapere,True,sapere,knowledge,noun,knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,,,,,abstract noun; plural 'saperi',Cerco sapere pratico.,I am looking for practical knowledge.
un sapere,False,sapere,knowledge,noun,a body of knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un sapere tecnico.,I have a technical body of knowledge.
il sapere,False,sapere,knowledge,noun,the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,definite,il,il,,,Il sapere è potere.,Knowledge is power.
saperi,False,sapere,knowledge,noun,fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,,,,,plural form,Saperi diversi si incontrano qui.,Different fields of knowledge meet here.
i saperi,False,sapere,knowledge,noun,the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,definite,i,i,,,I saperi locali sono preziosi.,Local fields of knowledge are valuable.
dei saperi,False,sapere,knowledge,noun,some fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Raccolgo dei saperi utili.,I collect some useful fields of knowledge.
del sapere,False,sapere,knowledge,noun,of the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Conosco le basi del sapere.,I know the foundations of knowledge.
al sapere,False,sapere,knowledge,noun,to the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Accesso al sapere digitale.,Access to digital knowledge.
ai saperi,False,sapere,knowledge,noun,to the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Diamo spazio ai saperi artigiani.,We give space to traditional fields of knowledge.
dal sapere,False,sapere,knowledge,noun,from the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Traiamo forza dal sapere comune.,We draw strength from common knowledge.
dai saperi,False,sapere,knowledge,noun,from the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Imparo dai saperi degli anziani.,I learn from the elders' fields of knowledge.
nel sapere,False,sapere,knowledge,noun,in the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Mi muovo nel sapere digitale.,I move within digital knowledge.
nei saperi,False,sapere,knowledge,noun,in the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Mi oriento nei saperi contemporanei.,I orient myself within contemporary fields of knowledge.
sul sapere,False,sapere,knowledge,noun,about knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Un saggio sul sapere scientifico.,An essay about scientific knowledge.
sui saperi,False,sapere,knowledge,noun,about the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Un progetto sui saperi tradizionali.,A project about traditional fields of knowledge.
col sapere,False,sapere,knowledge,noun,with the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Cresci col sapere ogni giorno.,You grow with knowledge every day.
coi saperi,False,sapere,knowledge,noun,with the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi saperi locali.,We work with local fields of knowledge.
