term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
chilometro,True,chilometro,kilometer,noun,kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco chilometro 20 sulla mappa.,I am looking for kilometer 20 on the map.
un chilometro,False,chilometro,kilometer,noun,a kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Cammino per un chilometro.,I walk for a kilometer.
il chilometro,False,chilometro,kilometer,noun,the kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,definite,il,il,,,Il chilometro è una misura di lunghezza.,The kilometer is a unit of length.
chilometri,False,chilometro,kilometer,noun,kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,,,,,plural form,Mancano ancora quattro chilometri.,There are still four kilometers to go.
i chilometri,False,chilometro,kilometer,noun,the kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,definite,i,i,,,I chilometri passano lentamente.,The kilometers go by slowly.
dei chilometri,False,chilometro,kilometer,noun,some kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Abbiamo percorso dei chilometri.,We covered some kilometers.
del chilometro,False,chilometro,kilometer,noun,of the kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il cartello del chilometro è rotto.,The kilometer sign is broken.
al chilometro,False,chilometro,kilometer,noun,to the kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Arriviamo al chilometro 20.,We arrive at kilometer 20.
ai chilometri,False,chilometro,kilometer,noun,to the kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Facciamo attenzione ai chilometri indicati.,We pay attention to the marked kilometers.
dal chilometro,False,chilometro,kilometer,noun,from the kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Parto dal chilometro 5.,I start from kilometer 5.
dai chilometri,False,chilometro,kilometer,noun,from the kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ottengo dati dai chilometri percorsi.,I get data from the kilometers traveled.
nel chilometro,False,chilometro,kilometer,noun,in the kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,C'è traffico nel chilometro finale.,There is traffic in the final kilometer.
nei chilometri,False,chilometro,kilometer,noun,in the kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei chilometri successivi rallentiamo.,In the following kilometers we slow down.
sul chilometro,False,chilometro,kilometer,noun,on the kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Il cantiere è sul chilometro 12.,The roadworks are at kilometer 12.
sui chilometri,False,chilometro,kilometer,noun,on the kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Le statistiche sui chilometri sono chiare.,The statistics on the kilometers are clear.
col chilometro,False,chilometro,kilometer,noun,with the kilometer,"travel,measurement",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Lavoriamo col chilometro come unità.,We work with the kilometer as a unit.
coi chilometri,False,chilometro,kilometer,noun,with the kilometers,"travel,measurement",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,I costi crescono coi chilometri.,Costs increase with the kilometers.
