term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
finestra,True,finestra,window,noun,window,"home,objects",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco finestra nuova.,I am looking for a new window.
una finestra,False,finestra,window,noun,a window,"home,objects",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Vorrei una finestra più grande.,I want a bigger window.
la finestra,False,finestra,window,noun,the window,"home,objects",,,feminine,singular,,,False,False,False,definite,la,la,,,Chiudi la finestra per favore.,Close the window please.
finestre,False,finestra,window,noun,windows,"home,objects",,,feminine,plural,,,False,False,False,,,,,plural form,Finestre grandi lasciano entrare luce.,Big windows let in light.
le finestre,False,finestra,window,noun,the windows,"home,objects",,,feminine,plural,,,False,False,False,definite,le,le,,,Le finestre sono aperte.,The windows are open.
delle finestre,False,finestra,window,noun,some windows,"home,objects",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Vedo delle finestre nuove.,I see some new windows.
della finestra,False,finestra,window,noun,of the window,"home,objects",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il vetro della finestra è rotto.,The glass of the window is broken.
alla finestra,False,finestra,window,noun,to the window,"home,objects",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Mi siedo alla finestra.,I sit at the window.
alle finestre,False,finestra,window,noun,to the windows,"home,objects",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Metti le tende alle finestre.,Put the curtains on the windows.
dalla finestra,False,finestra,window,noun,from the window,"home,objects",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,La luce entra dalla finestra.,Light enters from the window.
dalle finestre,False,finestra,window,noun,from the windows,"home,objects",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,L'aria entra dalle finestre.,Air comes in from the windows.
nella finestra,False,finestra,window,noun,in the window,"home,objects",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,C'è un riflesso nella finestra.,There is a reflection in the window.
nelle finestre,False,finestra,window,noun,in the windows,"home,objects",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Hanno messo adesivi nelle finestre.,They put stickers in the windows.
sulla finestra,False,finestra,window,noun,on the window,"home,objects",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,C'è polvere sulla finestra.,There is dust on the window.
sulle finestre,False,finestra,window,noun,on the windows,"home,objects",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Le gocce restano sulle finestre.,Drops remain on the windows.
con la finestra,False,finestra,window,noun,with the window,"home,objects",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la in modern usage,Dormo con la finestra aperta.,I sleep with the window open.
con le finestre,False,finestra,window,noun,with the windows,"home,objects",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le in modern usage,Viaggiamo con le finestre chiuse.,We travel with the windows closed.
