term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
apparenza,True,apparenza,appearance,noun,appearance,"description,perception",,,feminine,singular,,,False,False,False,,,,,base lemma,Apparenza e realtà spesso divergono.,Appearance and reality often diverge.
un'apparenza,False,apparenza,appearance,noun,an appearance,"description,perception",,,feminine,singular,,,False,False,False,indefinite,un',un',,,È solo un'apparenza.,It is only an appearance.
l'apparenza,False,apparenza,appearance,noun,the appearance,"description,perception",,,feminine,singular,,,False,False,False,definite,l',l',,definite article before vowel,L'apparenza inganna.,Appearance deceives.
apparenze,False,apparenza,appearance,noun,appearances,"description,perception",,,feminine,plural,,,False,False,False,,,,,plural form,Apparenze spesso ingannano.,Appearances often deceive.
le apparenze,False,apparenza,appearance,noun,the appearances,"description,perception",,,feminine,plural,,,False,False,False,definite,le,le,,,Le apparenze a volte ingannano.,Appearances sometimes deceive.
delle apparenze,False,apparenza,appearance,noun,some appearances,"description,perception",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Non fidarti delle apparenze.,Do not trust appearances.
dell'apparenza,False,apparenza,appearance,noun,of the appearance,"description,perception",,,feminine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'importanza dell'apparenza è relativa.,The importance of appearance is relative.
all'apparenza,False,apparenza,appearance,noun,to the appearance,"description,perception",,,feminine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',All'apparenza sembra facile.,On the surface it seems easy.
dall'apparenza,False,apparenza,appearance,noun,from the appearance,"description,perception",,,feminine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Giudico le cose dall'apparenza.,I judge things by appearance.
nell'apparenza,False,apparenza,appearance,noun,in the appearance,"description,perception",,,feminine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',La verità si nasconde nell'apparenza.,The truth hides in appearance.
sull'apparenza,False,apparenza,appearance,noun,about the appearance,"description,perception",,,feminine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Non basarti solo sull'apparenza.,Do not rely only on appearance.
con l'apparenza,False,apparenza,appearance,noun,with the appearance,"description,perception",,,feminine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction with con,Gioca con l'apparenza.,He plays with appearance.
alle apparenze,False,apparenza,appearance,noun,to the appearances,"description,perception",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Non badare alle apparenze.,Do not pay attention to appearances.
dalle apparenze,False,apparenza,appearance,noun,from the appearances,"description,perception",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Si capisce molto dalle apparenze.,One understands a lot from appearances.
nelle apparenze,False,apparenza,appearance,noun,in the appearances,"description,perception",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Cerco coerenza nelle apparenze.,I look for coherence in appearances.
sulle apparenze,False,apparenza,appearance,noun,about the appearances,"description,perception",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Le discussioni sulle apparenze mi annoiano.,Discussions about appearances bore me.
con le apparenze,False,apparenza,appearance,noun,with the appearances,"description,perception",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con,Giochiamo con le apparenze.,We play with appearances.
