term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
cena,True,cena,dinner,noun,dinner,"food,meals",,,feminine,singular,,,False,False,False,,,,,feminine noun; base lemma,Preparo cena adesso.,I am preparing dinner now.
una cena,False,cena,dinner,noun,a dinner,"food,meals",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Organizzo una cena con amici.,I am organizing a dinner with friends.
la cena,False,cena,dinner,noun,the dinner,"food,meals",,,feminine,singular,,,False,False,False,definite,la,la,,,La cena è pronta.,Dinner is ready.
cene,False,cena,dinner,noun,dinners,"food,meals",,,feminine,plural,,,False,False,False,,,,,plural form,Organizzo cene al parco.,I organize dinners in the park.
le cene,False,cena,dinner,noun,the dinners,"food,meals",,,feminine,plural,,,False,False,False,definite,le,le,,,Le cene sono spesso lunghe.,The dinners are often long.
delle cene,False,cena,dinner,noun,some dinners,"food,meals",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Abbiamo programmato delle cene insieme.,We have planned some dinners together.
della cena,False,cena,dinner,noun,of the dinner,"food,meals",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il profumo della cena è invitante.,The smell of the dinner is inviting.
alla cena,False,cena,dinner,noun,to the dinner,"food,meals",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Arrivo alla cena alle otto.,I arrive at the dinner at eight.
dalla cena,False,cena,dinner,noun,from the dinner,"food,meals",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Torno a casa dalla cena.,I return home from the dinner.
nella cena,False,cena,dinner,noun,in the dinner,"food,meals",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Parliamo nella cena di gala.,We talk in the gala dinner.
sulla cena,False,cena,dinner,noun,about the dinner,"food,meals",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Leggo un articolo sulla cena.,I read an article about the dinner.
con la cena,False,cena,dinner,noun,with the dinner,"food,meals",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Vengo con la cena pronta.,I come with the dinner ready.
delle cene,False,cena,dinner,noun,of the dinners,"food,meals",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,I ricordi delle cene sono belli.,The memories of the dinners are nice.
alle cene,False,cena,dinner,noun,to the dinners,"food,meals",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Partecipo alle cene di lavoro.,I attend the work dinners.
dalle cene,False,cena,dinner,noun,from the dinners,"food,meals",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Rientriamo tardi dalle cene.,We come back late from the dinners.
nelle cene,False,cena,dinner,noun,in the dinners,"food,meals",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Nelle cene estive ci si diverte.,At summer dinners people have fun.
sulle cene,False,cena,dinner,noun,about the dinners,"food,meals",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho opinioni sulle cene aziendali.,I have opinions about the company dinners.
con le cene,False,cena,dinner,noun,with the dinners,"food,meals",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Con le cene a casa risparmiamo.,With dinners at home we save money.
