term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
verità,True,verità,truth,noun,truth,"core,ideas",,,feminine,singular,,,False,False,False,,,,,base lemma; invariable; accent on final 'à',Cerco verità.,I seek truth.
una verità,False,verità,truth,noun,a truth,"core,ideas",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Questa è una verità scomoda.,This is an uncomfortable truth.
la verità,False,verità,truth,noun,the truth,"core,ideas",,,feminine,singular,,,False,False,False,definite,la,la,,,Dimmi la verità.,Tell me the truth.
verità,False,verità,truth,noun,truths,"core,ideas",,,feminine,plural,,,False,False,False,,,,,invariable plural; same as singular,Raccogliamo verità.,We collect truths.
le verità,False,verità,truth,noun,the truths,"core,ideas",,,feminine,plural,,,False,False,False,definite,le,le,,,Le verità verranno fuori.,The truths will come out.
delle verità,False,verità,truth,noun,some truths,"core,ideas",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho scoperto delle verità nuove.,I have discovered some new truths.
della verità,False,verità,truth,noun,of the truth,"core,ideas",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il peso della verità è grande.,The weight of the truth is great.
alla verità,False,verità,truth,noun,to the truth,"core,ideas",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Arriviamo alla verità.,We arrive at the truth.
dalla verità,False,verità,truth,noun,from the truth,"core,ideas",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Non si scappa dalla verità.,You cannot escape from the truth.
nella verità,False,verità,truth,noun,in the truth,"core,ideas",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Credo nella verità.,I believe in the truth.
sulla verità,False,verità,truth,noun,about the truth,"core,ideas",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Scrive un saggio sulla verità.,He writes an essay about the truth.
con la verità,False,verità,truth,noun,with the truth,"core,ideas",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with la,Agiamo con la verità.,We act with the truth.
delle verità,False,verità,truth,noun,of the truths,"core,ideas",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,Parliamo delle verità scomode.,We talk about the uncomfortable truths.
alle verità,False,verità,truth,noun,to the truths,"core,ideas",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Ci affidiamo alle verità storiche.,We rely on the historical truths.
dalle verità,False,verità,truth,noun,from the truths,"core,ideas",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Imparo dalle verità che scopro.,I learn from the truths I discover.
nelle verità,False,verità,truth,noun,in the truths,"core,ideas",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Cerchiamo senso nelle verità altrui.,We seek meaning in other people's truths.
sulle verità,False,verità,truth,noun,about the truths,"core,ideas",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Il documentario indaga sulle verità taciute.,The documentary investigates the hidden truths.
con le verità,False,verità,truth,noun,with the truths,"core,ideas",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with le,Con le verità possiamo cambiare.,With the truths we can change.
