term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
persona,True,persona,person,noun,person,"core,people",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco persona onesta.,I am looking for an honest person.
una persona,False,persona,person,noun,a person,"core,people",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Vedo una persona alla porta.,I see a person at the door.
la persona,False,persona,person,noun,the person,"core,people",,,feminine,singular,,,False,False,False,definite,la,la,,,La persona aspetta fuori.,The person is waiting outside.
persone,False,persona,person,noun,people,"core,people",,,feminine,plural,,,False,False,False,,,,,plural form,Persone diverse collaborano.,Different people collaborate.
le persone,False,persona,person,noun,the people,"core,people",,,feminine,plural,,,False,False,False,definite,le,le,,,Le persone applaudono.,The people applaud.
delle persone,False,persona,person,noun,some people,"core,people",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Conosco delle persone simpatiche.,I know some nice people.
della persona,False,persona,person,noun,of the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Ricordo il nome della persona.,I remember the person's name.
alla persona,False,persona,person,noun,to the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Parlo alla persona giusta.,I speak to the right person.
dalla persona,False,persona,person,noun,from the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Ricevo aiuto dalla persona.,I receive help from the person.
nella persona,False,persona,person,noun,in the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Credo nella persona.,I believe in the person.
sulla persona,False,persona,person,noun,about the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Leggo un rapporto sulla persona.,I read a report about the person.
con la persona,False,persona,person,noun,with the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Cammino con la persona.,I walk with the person.
alle persone,False,persona,person,noun,to the people,"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Spiego le regole alle persone.,I explain the rules to the people.
dalle persone,False,persona,person,noun,from the people,"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Imparo molto dalle persone.,I learn a lot from people.
nelle persone,False,persona,person,noun,in the people,"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Credo nelle persone.,I believe in people.
sulle persone,False,persona,person,noun,about the people,"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Leggo articoli sulle persone.,I read articles about people.
con le persone,False,persona,person,noun,with the people,"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Lavoro bene con le persone.,I work well with people.
