term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
vicino,True,vicino,neighbor,noun,neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,,,,,often used with 'di casa' for clarity,Cerco vicino disponibile.,I am looking for a helpful neighbor.
un vicino,False,vicino,neighbor,noun,a neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un vicino rumoroso.,I have a noisy neighbor.
il vicino,False,vicino,neighbor,noun,the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,definite,il,il,,,Il vicino suona il piano.,The neighbor plays the piano.
vicini,False,vicino,neighbor,noun,neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,,,,,plural form,Vicini cordiali aiutano spesso.,Friendly neighbors often help.
i vicini,False,vicino,neighbor,noun,the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,definite,i,i,,,I vicini organizzano una festa.,The neighbors are organizing a party.
dei vicini,False,vicino,neighbor,noun,some neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei vicini gentili.,I have some kind neighbors.
del vicino,False,vicino,neighbor,noun,of the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il cane del vicino abbaia.,The neighbor's dog barks.
al vicino,False,vicino,neighbor,noun,to the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parlo al vicino.,I speak to the neighbor.
ai vicini,False,vicino,neighbor,noun,to the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Scrivo ai vicini.,I write to the neighbors.
dal vicino,False,vicino,neighbor,noun,from the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Prendo il sale dal vicino.,I get the salt from the neighbor.
dai vicini,False,vicino,neighbor,noun,from the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Arriva musica dai vicini.,Music comes from the neighbors.
nel vicino,False,vicino,neighbor,noun,in the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,elliptical for 'in casa del vicino',Entro nel vicino per avvisarlo.,I go into the neighbor's to let him know.
nei vicini,False,vicino,neighbor,noun,in the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,elliptical/context-dependent,Mi fermo nei vicini dopo cena.,I stop by the neighbors' places after dinner.
sul vicino,False,vicino,neighbor,noun,about the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,,Leggo un post sul vicino.,I read a post about the neighbor.
sui vicini,False,vicino,neighbor,noun,about the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,,Circolano voci sui vicini.,Rumors circulate about the neighbors.
col vicino,False,vicino,neighbor,noun,with the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col vicino.,I talk with the neighbor.
coi vicini,False,vicino,neighbor,noun,with the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Ceniamo coi vicini.,We have dinner with the neighbors.
vicina,False,vicino,neighbor,noun,neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,,,,,often used with 'di casa' for clarity,Cerco vicina affidabile.,I am looking for a reliable neighbor.
una vicina,False,vicino,neighbor,noun,a neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,indefinite,la,una,,,Ho una vicina simpatica.,I have a nice neighbor.
la vicina,False,vicino,neighbor,noun,the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,definite,la,la,,,La vicina cucina bene.,The neighbor cooks well.
vicine,False,vicino,neighbor,noun,neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,,,,,plural form,Vicine gentili aiutano tutti.,Kind neighbors help everyone.
le vicine,False,vicino,neighbor,noun,the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,definite,le,le,,,Le vicine salutano spesso.,The neighbors often say hello.
delle vicine,False,vicino,neighbor,noun,some neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Conosco delle vicine simpatiche.,I know some friendly neighbors.
della vicina,False,vicino,neighbor,noun,of the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il gatto della vicina dorme.,The neighbor's cat is sleeping.
alla vicina,False,vicino,neighbor,noun,to the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Scrivo alla vicina.,I write to the neighbor.
alle vicine,False,vicino,neighbor,noun,to the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Parlo alle vicine.,I speak to the neighbors.
dalla vicina,False,vicino,neighbor,noun,from the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Prendo il caffè dalla vicina.,I get coffee from the neighbor.
dalle vicine,False,vicino,neighbor,noun,from the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Arrivano risate dalle vicine.,Laughter comes from the neighbors.
nella vicina,False,vicino,neighbor,noun,in the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,elliptical for 'in casa della vicina',Entro nella vicina per un minuto.,I go into the neighbor's for a minute.
nelle vicine,False,vicino,neighbor,noun,in the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,elliptical/context-dependent,Mi fermo nelle vicine dopo cena.,I stop by the neighbors' places after dinner.
sulla vicina,False,vicino,neighbor,noun,about the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,,Leggo un messaggio sulla vicina.,I read a message about the neighbor.
sulle vicine,False,vicino,neighbor,noun,about the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,,Ci sono pettegolezzi sulle vicine.,There is gossip about the neighbors.
con la vicina,False,vicino,neighbor,noun,with the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction,Parlo con la vicina.,I talk with the neighbor.
con le vicine,False,vicino,neighbor,noun,with the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction,Esco con le vicine.,I go out with the neighbors.
