term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
salotto,True,salotto,living room,noun,living room,"home,rooms",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco salotto spazioso.,I am looking for a spacious living room.
un salotto,False,salotto,living room,noun,a living room,"home,rooms",,,masculine,singular,,,False,False,False,indefinite,un,un,,,La casa ha un salotto luminoso.,The house has a bright living room.
il salotto,False,salotto,living room,noun,the living room,"home,rooms",,,masculine,singular,,,False,False,False,definite,il,il,,,Il salotto è grande.,The living room is big.
salotti,False,salotto,living room,noun,living rooms,"home,rooms",,,masculine,plural,,,False,False,False,,,,,plural form,Salotti moderni costano molto.,Modern living rooms cost a lot.
i salotti,False,salotto,living room,noun,the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,definite,i,i,,,I salotti sono accoglienti.,The living rooms are cozy.
dei salotti,False,salotto,living room,noun,some living rooms,"home,rooms",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Visito dei salotti antichi.,I visit some old living rooms.
del salotto,False,salotto,living room,noun,of the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La finestra del salotto è aperta.,The living room window is open.
al salotto,False,salotto,living room,noun,to the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ci vediamo al salotto dell'hotel.,We will meet at the hotel lounge.
ai salotti,False,salotto,living room,noun,to the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Accedi ai salotti del palazzo con il biglietto.,You access the palace's living rooms with the ticket.
dal salotto,False,salotto,living room,noun,from the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Esco dal salotto.,I leave the living room.
dai salotti,False,salotto,living room,noun,from the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Arrivano voci dai salotti vicini.,Voices arrive from the nearby living rooms.
nel salotto,False,salotto,living room,noun,in the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Lavoro nel salotto.,I work in the living room.
nei salotti,False,salotto,living room,noun,in the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Non si mangia nei salotti.,You do not eat in living rooms.
sul salotto,False,salotto,living room,noun,about the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul salotto.,I read an article about the living room.
sui salotti,False,salotto,living room,noun,about the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho idee sui salotti moderni.,I have ideas about modern living rooms.
col salotto,False,salotto,living room,noun,with the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Arredo la casa col salotto nuovo.,I furnish the house with the new living room set.
coi salotti,False,salotto,living room,noun,with the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Abbiniamo i tappeti coi salotti moderni.,We match the rugs with modern living rooms.
