term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
cameriera,True,cameriera,waitress,noun,waitress,"work,dining",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco cameriera esperta.,I am looking for an experienced waitress.
una cameriera,False,cameriera,waitress,noun,a waitress,"work,dining",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Assumiamo una cameriera.,We are hiring a waitress.
la cameriera,False,cameriera,waitress,noun,the waitress,"work,dining",,,feminine,singular,,,False,False,False,definite,la,la,,,La cameriera arriva subito.,The waitress is coming right away.
cameriere,False,cameriera,waitress,noun,waitresses,"work,dining",,,feminine,plural,,,False,False,False,,,,,"plural form; homograph of masculine singular ""cameriere""",Cameriere esperte lavorano qui.,Experienced waitresses work here.
le cameriere,False,cameriera,waitress,noun,the waitresses,"work,dining",,,feminine,plural,,,False,False,False,definite,le,le,,,Le cameriere sono gentili.,The waitresses are kind.
delle cameriere,False,cameriera,waitress,noun,some waitresses,"work,dining",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Cerchiamo delle cameriere stagionali.,We are looking for some seasonal waitresses.
della cameriera,False,cameriera,waitress,noun,of the waitress,"work,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Conosco il nome della cameriera.,I know the waitress's name.
delle cameriere,False,cameriera,waitress,noun,of the waitresses,"work,dining",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le; identical in form to partitive plural,Il turno delle cameriere finisce alle dieci.,The waitresses' shift ends at ten.
alla cameriera,False,cameriera,waitress,noun,to the waitress,"work,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Ho dato il conto alla cameriera.,I gave the bill to the waitress.
alle cameriere,False,cameriera,waitress,noun,to the waitresses,"work,dining",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Ho parlato alle cameriere.,I spoke to the waitresses.
dalla cameriera,False,cameriera,waitress,noun,from the waitress,"work,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Abbiamo ricevuto i menù dalla cameriera.,We received the menus from the waitress.
dalle cameriere,False,cameriera,waitress,noun,from the waitresses,"work,dining",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,I clienti hanno ricevuto l'acqua dalle cameriere.,The customers received water from the waitresses.
nella cameriera,False,cameriera,waitress,noun,in the waitress,"work,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Confido nella cameriera.,I trust the waitress.
nelle cameriere,False,cameriera,waitress,noun,in the waitresses,"work,dining",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Abbiamo fiducia nelle cameriere.,We have trust in the waitresses.
sulla cameriera,False,cameriera,waitress,noun,about the waitress,"work,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho letto un commento sulla cameriera.,I read a comment about the waitress.
sulle cameriere,False,cameriera,waitress,noun,about the waitresses,"work,dining",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,C'è un articolo sulle cameriere.,There is an article about the waitresses.
con la cameriera,False,cameriera,waitress,noun,with the waitress,"work,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Parlo con la cameriera.,I speak with the waitress.
con le cameriere,False,cameriera,waitress,noun,with the waitresses,"work,dining",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Lavoro con le cameriere.,I work with the waitresses.
