term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
abitante,True,abitante,inhabitant,noun,inhabitant,"society,people",,,,singular,,,False,False,False,,,,,common-gender noun (masculine or feminine),Cerco abitante locale.,I am looking for a local inhabitant.
un abitante,False,abitante,inhabitant,noun,an inhabitant,"society,people",,,masculine,singular,,,False,False,False,indefinite,un,un,,masculine form,Conosco un abitante del posto.,I know a local inhabitant.
un'abitante,False,abitante,inhabitant,noun,an inhabitant,"society,people",,,feminine,singular,,,False,False,False,indefinite,un',un',,feminine form,Parlo con un'abitante del quartiere.,I am speaking with an inhabitant of the neighborhood.
l'abitante,False,abitante,inhabitant,noun,the inhabitant,"society,people",,,,singular,,,False,False,False,definite,l',l',,before vowel,L'abitante aspetta fuori.,The inhabitant is waiting outside.
abitanti,False,abitante,inhabitant,noun,inhabitants,"society,people",,,,plural,,,False,False,False,,,,,plural form,Abitanti locali organizzano una festa.,Local inhabitants are organizing a party.
gli abitanti,False,abitante,inhabitant,noun,the inhabitants,"society,people",,,masculine,plural,,,False,False,False,definite,gli,gli,,masculine plural form,Gli abitanti votano domenica.,The inhabitants vote on Sunday.
le abitanti,False,abitante,inhabitant,noun,the female inhabitants,"society,people",,,feminine,plural,,,False,False,False,definite,le,le,,feminine only,Le abitanti protestano in piazza.,The female inhabitants protest in the square.
degli abitanti,False,abitante,inhabitant,noun,some inhabitants,"society,people",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Parlo con degli abitanti del paese.,I speak with some inhabitants of the town.
delle abitanti,False,abitante,inhabitant,noun,some female inhabitants,"society,people",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form (feminine),Ho intervistato delle abitanti del quartiere.,I interviewed some female inhabitants of the neighborhood.
dell'abitante,False,abitante,inhabitant,noun,of the inhabitant,"society,people",,,,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Conosco il nome dell'abitante.,I know the inhabitant's name.
all'abitante,False,abitante,inhabitant,noun,to the inhabitant,"society,people",,,,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Do una mano all'abitante.,I give a hand to the inhabitant.
agli abitanti,False,abitante,inhabitant,noun,to the inhabitants,"society,people",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Spiego le regole agli abitanti.,I explain the rules to the inhabitants.
alle abitanti,False,abitante,inhabitant,noun,to the female inhabitants,"society,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Scrivo alle abitanti una lettera.,I write a letter to the female inhabitants.
dall'abitante,False,abitante,inhabitant,noun,from the inhabitant,"society,people",,,,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Ho ricevuto aiuto dall'abitante.,I received help from the inhabitant.
dagli abitanti,False,abitante,inhabitant,noun,from the inhabitants,"society,people",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Ho imparato molto dagli abitanti.,I learned a lot from the inhabitants.
dalle abitanti,False,abitante,inhabitant,noun,from the female inhabitants,"society,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Ho ricevuto doni dalle abitanti.,I received gifts from the female inhabitants.
nell'abitante,False,abitante,inhabitant,noun,in the inhabitant,"society,people",,,,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',La fiducia cresce nell'abitante.,Confidence grows in the inhabitant.
negli abitanti,False,abitante,inhabitant,noun,in the inhabitants,"society,people",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,La notizia ha creato ansia negli abitanti.,The news has created anxiety among the inhabitants.
nelle abitanti,False,abitante,inhabitant,noun,in the female inhabitants,"society,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,La decisione ha suscitato fiducia nelle abitanti.,The decision sparked confidence among the female inhabitants.
sull'abitante,False,abitante,inhabitant,noun,about the inhabitant,"society,people",,,,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Ho letto un articolo sull'abitante.,I read an article about the inhabitant.
sugli abitanti,False,abitante,inhabitant,noun,about the inhabitants,"society,people",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,I dati sugli abitanti sono aggiornati.,The data about the inhabitants are up to date.
sulle abitanti,False,abitante,inhabitant,noun,about the female inhabitants,"society,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Le statistiche sulle abitanti sono chiare.,The statistics about the female inhabitants are clear.
con l'abitante,False,abitante,inhabitant,noun,with the inhabitant,"society,people",,,,singular,,,False,False,False,articulated_preposition,l',con l',con,preposition + article; no contraction,Parlo con l'abitante.,I speak with the inhabitant.
con gli abitanti,False,abitante,inhabitant,noun,with the inhabitants,"society,people",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,preposition + article; no contraction,Collaboriamo con gli abitanti.,We collaborate with the inhabitants.
con le abitanti,False,abitante,inhabitant,noun,with the female inhabitants,"society,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,preposition + article; no contraction,Lavoriamo con le abitanti.,We work with the female inhabitants.
