term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
curiosità,True,curiosità,curiosity,noun,curiosity,"mind,learning",,,feminine,singular,,,False,False,False,,,,,invariable plural,Provo curiosità.,I feel curiosity.
una curiosità,False,curiosità,curiosity,noun,a curiosity,"mind,learning",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho una curiosità.,I have a curiosity.
la curiosità,False,curiosità,curiosity,noun,the curiosity,"mind,learning",,,feminine,singular,,,False,False,False,definite,la,la,,,La curiosità è importante.,Curiosity is important.
curiosità,False,curiosità,curiosity,noun,curiosities,"mind,learning",,,feminine,plural,,,False,False,False,,,,,invariable plural,Ho letto curiosità interessanti.,I read interesting curiosities.
le curiosità,False,curiosità,curiosity,noun,the curiosities,"mind,learning",,,feminine,plural,,,False,False,False,definite,le,le,,,Le curiosità del museo piacciono ai bambini.,Children like the museum curiosities.
delle curiosità,False,curiosità,curiosity,noun,some curiosities,"mind,learning",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho scoperto delle curiosità sul quartiere.,I discovered some curiosities about the neighborhood.
della curiosità,False,curiosità,curiosity,noun,of the curiosity,"mind,learning",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Parliamo della curiosità dei bambini.,We talk about the curiosity of children.
delle curiosità,False,curiosità,curiosity,noun,of the curiosities,"mind,learning",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,Le foto delle curiosità del museo sono online.,The photos of the museum curiosities are online.
alla curiosità,False,curiosità,curiosity,noun,to the curiosity,"mind,learning",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Rispondo alla curiosità di mia figlia.,I respond to my daughter's curiosity.
alle curiosità,False,curiosità,curiosity,noun,to the curiosities,"mind,learning",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Il professore risponde alle curiosità degli studenti.,The professor answers the students' curiosities.
dalla curiosità,False,curiosità,curiosity,noun,from the curiosity,"mind,learning",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Sono spinto dalla curiosità.,I am driven by curiosity.
dalle curiosità,False,curiosità,curiosity,noun,from the curiosities,"mind,learning",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Mi lascio guidare dalle curiosità locali.,I let myself be guided by the local curiosities.
nella curiosità,False,curiosità,curiosity,noun,in the curiosity,"mind,learning",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Mi perdo nella curiosità.,I get lost in curiosity.
nelle curiosità,False,curiosità,curiosity,noun,in the curiosities,"mind,learning",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Mi perdo nelle curiosità storiche.,I get lost in historical curiosities.
sulla curiosità,False,curiosità,curiosity,noun,about the curiosity,"mind,learning",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Sto leggendo un saggio sulla curiosità.,I am reading an essay about curiosity.
sulle curiosità,False,curiosità,curiosity,noun,about the curiosities,"mind,learning",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho visto un documentario sulle curiosità del mondo.,I saw a documentary about the world's curiosities.
con la curiosità,False,curiosità,curiosity,noun,with the curiosity,"mind,learning",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Entro con la curiosità di un bambino.,I enter with the curiosity of a child.
con le curiosità,False,curiosità,curiosity,noun,with the curiosities,"mind,learning",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Il blog apre con le curiosità più lette.,The blog opens with the most-read curiosities.
