term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
snob,True,snob,snob,noun,snob,"people,character",,,masculine,singular,,,False,False,False,,,,,invariable plural 'snob'; may refer to any gender,Evito snob arrogante.,I avoid an arrogant snob.
uno snob,False,snob,snob,noun,a snob,"people,character",,,masculine,singular,,,False,False,False,indefinite,uno,uno,,before s + consonant,Conosco uno snob.,I know a snob.
lo snob,False,snob,snob,noun,the snob,"people,character",,,masculine,singular,,,False,False,False,definite,lo,lo,,before s + consonant,Lo snob parla troppo.,The snob talks too much.
snob,False,snob,snob,noun,snobs,"people,character",,,masculine,plural,,,False,False,False,,,,,invariable plural,Snob famosi frequentano il club.,Famous snobs go to the club.
gli snob,False,snob,snob,noun,the snobs,"people,character",,,masculine,plural,,,False,False,False,definite,gli,gli,,before s + consonant,Gli snob ridono tra loro.,The snobs laugh among themselves.
degli snob,False,snob,snob,noun,some snobs,"people,character",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Conosco degli snob.,I know some snobs.
dello snob,False,snob,snob,noun,of the snob,"people,character",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dello,di,contraction of di + lo,L'opinione dello snob non conta.,The opinion of the snob does not matter.
allo snob,False,snob,snob,noun,to the snob,"people,character",,,masculine,singular,,,False,False,False,articulated_preposition,lo,allo,a,contraction of a + lo,Parlo allo snob.,I speak to the snob.
dallo snob,False,snob,snob,noun,from the snob,"people,character",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dallo,da,contraction of da + lo,Prendo un consiglio dallo snob.,I take advice from the snob.
nello snob,False,snob,snob,noun,in the snob,"people,character",,,masculine,singular,,,False,False,False,articulated_preposition,lo,nello,in,contraction of in + lo,Non mi riconosco nello snob.,I do not see myself in the snob.
sullo snob,False,snob,snob,noun,about the snob,"people,character",,,masculine,singular,,,False,False,False,articulated_preposition,lo,sullo,su,contraction of su + lo,Leggo un articolo sullo snob.,I read an article about the snob.
collo snob,False,snob,snob,noun,with the snob,"people,character",,,masculine,singular,,,False,False,False,articulated_preposition,lo,collo,con,rare contraction of con + lo,Collaboro collo snob.,I collaborate with the snob.
degli snob,False,snob,snob,noun,of the snobs,"people,character",,,masculine,plural,,,False,False,False,articulated_preposition,gli,degli,di,contraction of di + gli,Parlo degli snob in città.,I speak about the snobs in the city.
agli snob,False,snob,snob,noun,to the snobs,"people,character",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Scrivo agli snob.,I write to the snobs.
dagli snob,False,snob,snob,noun,from the snobs,"people,character",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Imparo dagli snob.,I learn from the snobs.
negli snob,False,snob,snob,noun,in the snobs,"people,character",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non mi riconosco negli snob.,I do not see myself in snobs.
sugli snob,False,snob,snob,noun,about the snobs,"people,character",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Leggo un articolo sugli snob.,I read an article about the snobs.
cogli snob,False,snob,snob,noun,with the snobs,"people,character",,,masculine,plural,,,False,False,False,articulated_preposition,gli,cogli,con,rare contraction of con + gli,Lavoriamo cogli snob locali.,We work with local snobs.
