term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
marito,True,marito,husband,noun,husband,"family,people",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco marito comprensivo.,I am looking for an understanding husband.
un marito,False,marito,husband,noun,a husband,"family,people",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ha un marito fantastico.,She has a fantastic husband.
il marito,False,marito,husband,noun,the husband,"family,people",,,masculine,singular,,,False,False,False,definite,il,il,,,Il marito arriva tardi.,The husband arrives late.
mariti,False,marito,husband,noun,husbands,"family,people",,,masculine,plural,,,False,False,False,,,,,,Mariti e mogli ballano.,Husbands and wives dance.
i mariti,False,marito,husband,noun,the husbands,"family,people",,,masculine,plural,,,False,False,False,definite,i,i,,,I mariti aspettano fuori.,The husbands wait outside.
dei mariti,False,marito,husband,noun,some husbands,"family,people",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei mariti gentili.,I know some kind husbands.
del marito,False,marito,husband,noun,of the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Conosco il nome del marito.,I know the husband's name.
al marito,False,marito,husband,noun,to the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Scrivo al marito.,I write to the husband.
ai mariti,False,marito,husband,noun,to the husbands,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Parlo ai mariti.,I speak to the husbands.
dal marito,False,marito,husband,noun,from the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho ricevuto aiuto dal marito.,I received help from the husband.
dai mariti,False,marito,husband,noun,from the husbands,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Riceviamo consigli dai mariti.,We receive advice from the husbands.
nel marito,False,marito,husband,noun,in the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Ho fiducia nel marito.,I have faith in the husband.
nei mariti,False,marito,husband,noun,in the husbands,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Non crediamo nei mariti perfetti.,We do not believe in perfect husbands.
sul marito,False,marito,husband,noun,about the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho domande sul marito.,I have questions about the husband.
sui mariti,False,marito,husband,noun,about the husbands,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Sto facendo una ricerca sui mariti.,I am doing research about husbands.
col marito,False,marito,husband,noun,with the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Vado col marito.,I go with the husband.
coi mariti,False,marito,husband,noun,with the husbands,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Parlo coi mariti.,I speak with the husbands.
