term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
autobus,True,autobus,bus,noun,bus,"travel,transport",,,masculine,singular,,,False,False,False,,,,,invariable plural; takes l' in singular,Cerco autobus diretto.,I am looking for a direct bus.
un autobus,False,autobus,bus,noun,a bus,"travel,transport",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Prendo un autobus.,I take a bus.
l'autobus,False,autobus,bus,noun,the bus,"travel,transport",,,masculine,singular,,,False,False,False,definite,l',l',,before vowel,L'autobus è in ritardo.,The bus is late.
autobus,False,autobus,bus,noun,buses,"travel,transport",,,masculine,plural,,,False,False,False,,,,,invariable plural,In città circolano molti autobus.,Many buses run in the city.
gli autobus,False,autobus,bus,noun,the buses,"travel,transport",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli autobus arrivano spesso.,The buses arrive often.
degli autobus,False,autobus,bus,noun,some buses,"travel,transport",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho visto degli autobus nuovi.,I saw some new buses.
dell'autobus,False,autobus,bus,noun,of the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',La porta dell'autobus è chiusa.,The door of the bus is closed.
all'autobus,False,autobus,bus,noun,to the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Corriamo all'autobus.,We run to the bus.
agli autobus,False,autobus,bus,noun,to the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Ci avviciniamo agli autobus.,We approach the buses.
dall'autobus,False,autobus,bus,noun,from the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Scendo dall'autobus.,I get off the bus.
dagli autobus,False,autobus,bus,noun,from the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Le persone scendono dagli autobus.,People get off the buses.
nell'autobus,False,autobus,bus,noun,in the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è posto nell'autobus.,There is room in the bus.
negli autobus,False,autobus,bus,noun,in the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non si fuma negli autobus.,You cannot smoke on buses.
sull'autobus,False,autobus,bus,noun,on the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Parlo piano sull'autobus.,I speak quietly on the bus.
sugli autobus,False,autobus,bus,noun,on the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,La pubblicità è sugli autobus.,The advertising is on the buses.
con l'autobus,False,autobus,bus,noun,with the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction; standard combination of con + l',Vado in centro con l'autobus.,I go downtown by bus.
con gli autobus,False,autobus,bus,noun,with the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,no contraction; standard combination of con + gli,Viaggiamo con gli autobus.,We travel with the buses.
