term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
duecento,true,duecento,two hundred,determiner,two hundred,"numbers,quantity",quantifier,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"invariable numeral; combines in compounds like duecentouno","Ci sono duecento persone.",There are two hundred people.
duecento,true,duecento,two hundred,noun,two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"used as a numeral noun; invariable form","Ho duecento euro.",I have two hundred euros.
un duecento,false,duecento,two hundred,noun,a two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,indefinite,un,un,n/a,"used when referring to a two-hundred-euro bill","Ho trovato un duecento per terra.",I found a two-hundred-euro bill on the ground.
il duecento,false,duecento,two hundred,noun,the two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,definite,il,il,n/a,"used to refer to the denomination, the year, or the century","Il duecento è spesso studiato in storia.",The thirteenth century is often studied in history.
duecento,false,duecento,two hundred,noun,two hundred,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"plural uses the same form; invariable","Duecento erano in fila davanti alla porta.",Two hundred were in line in front of the door.
i duecento,false,duecento,two hundred,noun,the two hundred,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,definite,i,i,n/a,n/a,"definite plural with article","I duecento hanno firmato il documento.",The two hundred signed the document.
dei duecento,false,duecento,two hundred,noun,some two hundreds,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,indefinite,dei,dei,di,"partitive plural form; rare but possible in colloquial contexts","Ho visto dei duecento alla manifestazione.",I saw some of the two hundred at the demonstration.
del duecento,false,duecento,two hundred,noun,of the two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,del,di,"contraction of di + il","Il valore del duecento è cambiato.",The value of the two-hundred has changed.
al duecento,false,duecento,two hundred,noun,to the two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,al,a,"contraction of a + il","Ho consegnato il pacco al duecento.",I delivered the package to the two-hundred.
dal duecento,false,duecento,two hundred,noun,from the two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,dal,da,"contraction of da + il","Sono tornato dal duecento ieri.",I returned from the two-hundred yesterday.
nel duecento,false,duecento,two hundred,noun,in the two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,nel,in,"contraction of in + il","Nel duecento ci furono grandi cambiamenti.",In the thirteenth century there were great changes.
sul duecento,false,duecento,two hundred,noun,on the two hundred/about the two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,sul,su,"contraction of su + il","Ho letto un articolo sul duecento.",I read an article about the thirteenth century.
col duecento,false,duecento,two hundred,noun,with the two hundred,"numbers,quantity",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,col,con,"contraction of con + il","Ho parlato col duecento del progetto.",I spoke with the two-hundred about the project.
dei duecento,false,duecento,two hundred,noun,of the two hundreds,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dei,di,"contraction of di + i","Ho i documenti dei duecento partecipanti.",I have the documents of the two hundred participants.
ai duecento,false,duecento,two hundred,noun,to the two hundreds,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,ai,a,"contraction of a + i","Ho distribuito i volantini ai duecento.",I distributed the flyers to the two hundred.
dai duecento,false,duecento,two hundred,noun,from the two hundreds,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dai,da,"contraction of da + i","Ho ricevuto messaggi dai duecento presenti.",I received messages from the two hundred present.
nei duecento,false,duecento,two hundred,noun,in the two hundreds,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,nei,in,"contraction of in + i","Non si entrava nei duecento senza biglietto.",You could not enter the two hundred without a ticket.
sui duecento,false,duecento,two hundred,noun,on the two hundreds,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,sui,su,"contraction of su + i","Ho dati sui duecento casi analizzati.",I have data on the two hundred cases analyzed.
coi duecento,false,duecento,two hundred,noun,with the two hundreds,"numbers,quantity",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,coi,con,"contraction of con + i","Lavoriamo coi duecento volontari.",We work with the two hundred volunteers.
