term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
subire,True,subire,to undergo,verb,to undergo,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,-ire verb with -isc- in some present forms; takes auxiliary avere,Non voglio subire ingiustizie.,I do not want to suffer injustice.
subendo,False,subire,to undergo,verb,undergoing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto subendo troppa pressione.,I am undergoing too much pressure.
subito,False,subire,to undergo,verb,undergone,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; often written subìto to distinguish the adverb,Ho subito un torto.,I have suffered a wrong.
subita,False,subire,to undergo,verb,undergone,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine agreement with preceding direct object,L'ho subita.,I have undergone it.
subiti,False,subire,to undergo,verb,undergone,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural agreement with preceding direct object,Li ho subiti.,I have undergone them.
subite,False,subire,to undergo,verb,undergone,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural agreement with preceding direct object,Le abbiamo subite in silenzio.,We underwent them in silence.
subisco,False,subire,to undergo,verb,I undergo,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io subisco molte pressioni.,I undergo a lot of pressure.
subisci,False,subire,to undergo,verb,you undergo,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu subisci sempre le conseguenze.,You always undergo the consequences.
subisce,False,subire,to undergo,verb,he undergoes/she undergoes/you (formal) undergo,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui subisce molte critiche.,He undergoes a lot of criticism.
subiamo,False,subire,to undergo,verb,we undergo,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi subiamo un cambiamento improvviso.,We undergo a sudden change.
subite,False,subire,to undergo,verb,you (plural) undergo,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi subite troppi ritardi.,You (plural) undergo too many delays.
subiscono,False,subire,to undergo,verb,they undergo,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro subiscono controlli frequenti.,They undergo frequent checks.
subivo,False,subire,to undergo,verb,I was undergoing,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io subivo molti controlli.,I was undergoing many inspections.
subivi,False,subire,to undergo,verb,you were undergoing,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu subivi un trattamento duro.,You were undergoing a harsh treatment.
subiva,False,subire,to undergo,verb,he was undergoing/she was undergoing/you (formal) were undergoing,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei subiva critiche continue.,She was undergoing constant criticism.
subivamo,False,subire,to undergo,verb,we were undergoing,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi subivamo perdite ogni mese.,We were undergoing losses every month.
subivate,False,subire,to undergo,verb,you (plural) were undergoing,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi subivate ritardi costanti.,You (plural) were undergoing constant delays.
subivano,False,subire,to undergo,verb,they were undergoing,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro subivano pressioni esterne.,They were undergoing external pressures.
ho subito,False,subire,to undergo,verb,I have undergone,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'subito',Ho subito un'operazione.,I have undergone an operation.
hai subito,False,subire,to undergo,verb,you have undergone,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'subito',Hai subito danni?,Have you suffered damage?
ha subito,False,subire,to undergo,verb,he has undergone/she has undergone/you (formal) have undergone,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei'; past participle 'subito',Ha subito un ritardo.,He has undergone a delay.
abbiamo subito,False,subire,to undergo,verb,we have undergone,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'subito',Abbiamo subito una perdita.,We have undergone a loss.
avete subito,False,subire,to undergo,verb,you (plural) have undergone,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'subito',Avete subito un furto?,Have you (plural) suffered a theft?
hanno subito,False,subire,to undergo,verb,they have undergone,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'subito',Hanno subito conseguenze.,They have undergone consequences.
