term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
mangiare,True,mangiare,to eat,verb,to eat,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; auxiliary avere,Voglio mangiare presto.,I want to eat early.
mangiando,False,mangiare,to eat,verb,eating,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto mangiando una mela.,I am eating an apple.
mangiato,False,mangiare,to eat,verb,eaten,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere,L'ho mangiato.,I ate it.
mangiata,False,mangiare,to eat,verb,eaten,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; agrees with direct object in some contexts,L'ho mangiata.,I ate it.
mangiati,False,mangiare,to eat,verb,eaten,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; agrees with direct object in some contexts,Li ho mangiati.,I ate them.
mangiate,False,mangiare,to eat,verb,eaten,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; agrees with direct object in some contexts,Le ho mangiate.,I ate them.
mangio,False,mangiare,to eat,verb,I eat,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io mangio il pane.,I eat bread.
mangi,False,mangiare,to eat,verb,you eat,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu mangi troppo tardi.,You eat too late.
mangia,False,mangiare,to eat,verb,he eats/she eats/you (formal) eat,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui mangia in fretta.,He eats quickly.
mangiamo,False,mangiare,to eat,verb,we eat,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi mangiamo fuori.,We eat out.
mangiate,False,mangiare,to eat,verb,you (plural) eat,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi mangiate qui.,You (plural) eat here.
mangiano,False,mangiare,to eat,verb,they eat,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro mangiano poco.,They eat little.
mangiavo,False,mangiare,to eat,verb,I was eating,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io mangiavo alle due.,I was eating at two.
mangiavi,False,mangiare,to eat,verb,you were eating,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu mangiavi con noi.,You were eating with us.
mangiava,False,mangiare,to eat,verb,he was eating/she was eating/you (formal) were eating,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei mangiava spesso pesce.,She was often eating fish.
mangiavamo,False,mangiare,to eat,verb,we were eating,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi mangiavamo insieme.,We were eating together.
mangiavate,False,mangiare,to eat,verb,you (plural) were eating,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi mangiavate tardi.,You (plural) were eating late.
mangiavano,False,mangiare,to eat,verb,they were eating,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro mangiavano a casa.,They were eating at home.
ho mangiato,False,mangiare,to eat,verb,I have eaten,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho mangiato tutto.,I have eaten everything.
hai mangiato,False,mangiare,to eat,verb,you have eaten,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai mangiato il dolce?,Have you eaten the dessert?
ha mangiato,False,mangiare,to eat,verb,he has eaten/she has eaten/you (formal) have eaten,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha mangiato troppo.,He has eaten too much.
abbiamo mangiato,False,mangiare,to eat,verb,we have eaten,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo mangiato bene.,We have eaten well.
avete mangiato,False,mangiare,to eat,verb,you (plural) have eaten,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete mangiato qui?,Have you (plural) eaten here?
hanno mangiato,False,mangiare,to eat,verb,they have eaten,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno già mangiato.,They have already eaten.
