term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
atterrire,True,atterrire,to terrify,verb,to terrify,"emotion,action",,,,,non-finite,infinitive,False,False,False,,,,,transitive; takes auxiliary avere; -isc- in present,Non voglio atterrire nessuno.,I do not want to terrify anyone.
atterrendo,False,atterrire,to terrify,verb,terrifying,"emotion,action",,,,,gerund,,False,False,False,,,,,gerund form,Sta atterrendo i bambini.,He is terrifying the children.
atterrito,False,atterrire,to terrify,verb,terrified,"emotion,action",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,L'ho atterrito.,I have terrified him.
atterrita,False,atterrire,to terrify,verb,terrified,"emotion,action",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'ho atterrita.,I have terrified her.
atterriti,False,atterrire,to terrify,verb,terrified,"emotion,action",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho atterriti.,I have terrified them.
atterrite,False,atterrire,to terrify,verb,terrified,"emotion,action",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho atterrite.,I have terrified them (feminine).
atterrisco,False,atterrire,to terrify,verb,I terrify,"emotion,action",,1s,,singular,indicative,present,False,False,False,,,,,,Io atterrisco il nemico.,I terrify the enemy.
atterrisci,False,atterrire,to terrify,verb,you terrify,"emotion,action",,2s,,singular,indicative,present,False,False,False,,,,,,Tu atterrisci i tuoi rivali.,You terrify your rivals.
atterrisce,False,atterrire,to terrify,verb,he terrifies/she terrifies/you (formal) terrify,"emotion,action",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,La notizia atterrisce tutti.,The news terrifies everyone.
atterriamo,False,atterrire,to terrify,verb,we terrify,"emotion,action",,1p,,plural,indicative,present,False,False,False,,,,,,Noi atterriamo i nostri avversari.,We terrify our opponents.
atterrite,False,atterrire,to terrify,verb,you (plural) terrify,"emotion,action",,2p,,plural,indicative,present,False,False,False,,,,,,Voi atterrite chi vi ascolta.,You (plural) terrify whoever listens to you.
atterriscono,False,atterrire,to terrify,verb,they terrify,"emotion,action",,3p,,plural,indicative,present,False,False,False,,,,,,Le sirene atterriscono i passanti.,The sirens terrify passersby.
atterrivo,False,atterrire,to terrify,verb,I was terrifying,"emotion,action",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da piccolo atterrivo i miei fratelli.,As a child I used to terrify my brothers.
atterrivi,False,atterrire,to terrify,verb,you were terrifying,"emotion,action",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Da ragazzo atterrivi i più piccoli.,As a boy you used to terrify the younger kids.
atterriva,False,atterrire,to terrify,verb,he was terrifying/she was terrifying/you (formal) were terrifying,"emotion,action",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,La guerra atterriva intere città.,The war was terrifying entire cities.
atterrivamo,False,atterrire,to terrify,verb,we were terrifying,"emotion,action",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Atterrivamo il pubblico con effetti speciali.,We were terrifying the audience with special effects.
atterrivate,False,atterrire,to terrify,verb,you (plural) were terrifying,"emotion,action",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi atterrivate gli avversari ogni sera.,You (plural) were terrifying the opponents every evening.
atterrivano,False,atterrire,to terrify,verb,they were terrifying,"emotion,action",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Le storie atterrivano i bambini.,The stories were terrifying the children.
ho atterrito,False,atterrire,to terrify,verb,I have terrified,"emotion,action",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho atterrito il pubblico.,I have terrified the audience.
hai atterrito,False,atterrire,to terrify,verb,you have terrified,"emotion,action",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai atterrito la folla.,You have terrified the crowd.
ha atterrito,False,atterrire,to terrify,verb,he has terrified/she has terrified/you (formal) have terrified,"emotion,action",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal Lei,Ha atterrito tutti.,He has terrified everyone.
abbiamo atterrito,False,atterrire,to terrify,verb,we have terrified,"emotion,action",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo atterrito i rivali.,We have terrified the rivals.
avete atterrito,False,atterrire,to terrify,verb,you (plural) have terrified,"emotion,action",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete atterrito gli ospiti.,You (plural) have terrified the guests.
hanno atterrito,False,atterrire,to terrify,verb,they have terrified,"emotion,action",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno atterrito i passanti.,They have terrified the passersby.
