term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
essere,True,essere,to be,verb,to be,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,highly irregular; past participle 'stato',Voglio essere onesto.,I want to be honest.
essendo,False,essere,to be,verb,being,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Essendo stanco vado a casa.,Being tired I go home.
stato,False,essere,to be,verb,been,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,Ci sono stato ieri.,I was there yesterday.
stata,False,essere,to be,verb,been,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,Ci sono stata ieri.,I was there yesterday.
stati,False,essere,to be,verb,been,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Ci siamo stati ieri.,We were there yesterday.
state,False,essere,to be,verb,been,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Ci siamo state ieri.,We were there yesterday.
sono,False,essere,to be,verb,I am,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io sono a casa.,I am at home.
sei,False,essere,to be,verb,you are,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu sei pronto?,Are you ready?
è,False,essere,to be,verb,he is/she is/you (formal) are,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',È tardi.,It is late.
siamo,False,essere,to be,verb,we are,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi siamo amici.,We are friends.
siete,False,essere,to be,verb,you (plural) are,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi siete in ritardo.,You are late.
sono,False,essere,to be,verb,they are,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro sono stanchi.,They are tired.
ero,False,essere,to be,verb,I was,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io ero a Roma ieri.,I was in Rome yesterday.
eri,False,essere,to be,verb,you were,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu eri a scuola?,Were you at school?
era,False,essere,to be,verb,he was/she was/you (formal) were,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Era buio.,It was dark.
eravamo,False,essere,to be,verb,we were,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Eravamo in ritardo.,We were late.
eravate,False,essere,to be,verb,you (plural) were,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi eravate lì.,You were there.
erano,False,essere,to be,verb,they were,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro erano contenti.,They were happy.
sono stato,False,essere,to be,verb,I have been,"core,verb",,1s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Io sono stato a Milano.,I have been to Milan.
sono stata,False,essere,to be,verb,I have been,"core,verb",,1s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Io sono stata a Milano.,I have been to Milan.
sei stato,False,essere,to be,verb,you have been,"core,verb",,2s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Tu sei stato in ufficio.,You have been at the office.
sei stata,False,essere,to be,verb,you have been,"core,verb",,2s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Tu sei stata in ufficio.,You have been at the office.
è stato,False,essere,to be,verb,he has been/she has been/you (formal) have been,"core,verb",,3s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject; also used as formal 'Lei',Lui è stato gentile.,He has been kind.
è stata,False,essere,to be,verb,he has been/she has been/you (formal) have been,"core,verb",,3s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject; also used as formal 'Lei',Lei è stata gentile.,She has been kind.
siamo stati,False,essere,to be,verb,we have been,"core,verb",,1p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Noi siamo stati occupati.,We have been busy.
siamo state,False,essere,to be,verb,we have been,"core,verb",,1p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Noi siamo state occupate.,We have been busy.
siete stati,False,essere,to be,verb,you (plural) have been,"core,verb",,2p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Voi siete stati fortunati.,You have been lucky.
siete state,False,essere,to be,verb,you (plural) have been,"core,verb",,2p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Voi siete state fortunate.,You have been lucky.
sono stati,False,essere,to be,verb,they have been,"core,verb",,3p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Loro sono stati felici.,They have been happy.
sono state,False,essere,to be,verb,they have been,"core,verb",,3p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; participle 'stato' agrees with subject,Loro sono state felici.,They have been happy.
fosse,False,essere,to be,verb,he were/she were/you (formal) were,"core,verb",,3s,,singular,subjunctive,imperfect,False,False,False,,,,,also used as formal 'Lei',Se fosse possibile verrei.,If it were possible I would come.
