term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
entrare,True,entrare,to enter,verb,to enter,"core,motion",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; intransitive; used with auxiliary essere in compound tenses,Voglio entrare subito.,I want to enter right away.
entrando,False,entrare,to enter,verb,entering,"core,motion",,,,,gerund,,False,False,False,,,,,gerund form,Sto entrando adesso.,I am entering now.
entrato,False,entrare,to enter,verb,entered,"core,motion",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary essere; masculine singular,Sono entrato tardi.,I entered late.
entrata,False,entrare,to enter,verb,entered,"core,motion",,,feminine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary essere; feminine singular,Sono entrata tardi.,I entered late.
entrati,False,entrare,to enter,verb,entered,"core,motion",,,masculine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary essere; masculine plural,Siamo entrati presto.,We entered early.
entrate,False,entrare,to enter,verb,entered,"core,motion",,,feminine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary essere; feminine plural,Siamo entrate presto.,We entered early.
entro,False,entrare,to enter,verb,I enter,"core,motion",,1s,,singular,indicative,present,False,False,False,,,,,,Entro in casa.,I enter the house.
entri,False,entrare,to enter,verb,you enter,"core,motion",,2s,,singular,indicative,present,False,False,False,,,,,,Tu entri ora?,Are you entering now?
entra,False,entrare,to enter,verb,he enters/she enters/you (formal) enter,"core,motion",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui entra adesso.,He enters now.
entriamo,False,entrare,to enter,verb,we enter,"core,motion",,1p,,plural,indicative,present,False,False,False,,,,,,Entriamo di corsa.,We enter in a hurry.
entrate,False,entrare,to enter,verb,you (plural) enter,"core,motion",,2p,,plural,indicative,present,False,False,False,,,,,,Voi entrate qui.,You enter here.
entrano,False,entrare,to enter,verb,they enter,"core,motion",,3p,,plural,indicative,present,False,False,False,,,,,,Loro entrano piano.,They enter slowly.
entravo,False,entrare,to enter,verb,I was entering,"core,motion",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Entravo ogni sera.,I was entering every evening.
entravi,False,entrare,to enter,verb,you were entering,"core,motion",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Entravi sempre tardi.,You were entering late.
entrava,False,entrare,to enter,verb,he was entering/she was entering/you (formal) were entering,"core,motion",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei entrava piano.,She was entering slowly.
entravamo,False,entrare,to enter,verb,we were entering,"core,motion",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Entravamo spesso insieme.,We were entering together often.
entravate,False,entrare,to enter,verb,you (plural) were entering,"core,motion",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Entravate senza bussare.,You (plural) were entering without knocking.
