term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
pensare,True,pensare,verb,to think,"thought,opinion",,,,,non-finite,infinitive,False,False,False,,,,,base lemma,Voglio pensare con calma.,I want to think calmly.
pensando,False,pensare,verb,thinking,"thought,opinion",,,,,non-finite,gerund,False,False,False,,,,,,Sto pensando al problema.,I am thinking about the problem.
pensato,False,pensare,verb,thought (masculine singular),"thought,opinion",,,masculine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Il libro pensato ieri è interessante.,The book thought about yesterday is interesting.
pensata,False,pensare,verb,thought (feminine singular),"thought,opinion",,,feminine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,La frase pensata da lei è chiara.,The sentence thought by her is clear.
pensati,False,pensare,verb,thought (masculine plural),"thought,opinion",,,masculine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,I dettagli pensati erano utili.,The details thought of were useful.
pensate,False,pensare,verb,thought (feminine plural),"thought,opinion",,,feminine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Le soluzioni pensate sono valide.,The solutions thought of are valid.
penso,False,pensare,verb,I think,"thought,opinion",,1s,,singular,indicative,present,False,False,False,,,,,,Io penso spesso a te.,I think about you often.
pensi,False,pensare,verb,you think,"thought,opinion",,2s,,singular,indicative,present,False,False,False,,,,,,Tu pensi troppo.,You think too much.
pensa,False,pensare,verb,he/she/it thinks,"thought,opinion",,3s,,singular,indicative,present,False,False,False,,,,,also 'you (formal)',Lei pensa al futuro.,She thinks about the future.
pensiamo,False,pensare,verb,we think,"thought,opinion",,1p,,plural,indicative,present,False,False,False,,,,,,Noi pensiamo la stessa cosa.,We think the same thing.
pensate,False,pensare,verb,you (plural) think,"thought,opinion",,2p,,plural,indicative,present,False,False,False,,,,,,Voi pensate a tutto.,You (plural) think of everything.
pensano,False,pensare,verb,they think,"thought,opinion",,3p,,plural,indicative,present,False,False,False,,,,,,Loro pensano diversamente.,They think differently.
pensavo,False,pensare,verb,I was thinking / I used to think,"thought,opinion",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io pensavo spesso a quella idea.,I used to think about that idea often.
pensavi,False,pensare,verb,you were thinking / you used to think,"thought,opinion",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu pensavi che fosse facile.,You thought it was easy.
pensava,False,pensare,verb,he/she/it was thinking / used to think,"thought,opinion",,3s,,singular,indicative,imperfect,False,False,False,,,,,also 'you (formal)',Lei pensava al passato.,She was thinking about the past.
pensavamo,False,pensare,verb,we were thinking / we used to think,"thought,opinion",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi pensavamo diversamente allora.,We used to think differently then.
pensavate,False,pensare,verb,you (plural) were thinking / you used to think,"thought,opinion",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi pensavate di venire.,You (plural) were planning to come.
pensavano,False,pensare,verb,they were thinking / they used to think,"thought,opinion",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro pensavano ad altre cose.,They were thinking about other things.
ho pensato,False,pensare,verb,I have thought / I thought (masculine singular),"thought,opinion",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Io ho pensato a quella idea.,I have thought about that idea.
ho pensato,False,pensare,verb,I have thought / I thought (feminine singular),"thought,opinion",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Io ho pensato alla soluzione.,I have thought of the solution.
hai pensato,False,pensare,verb,you have thought / you thought (masculine singular),"thought,opinion",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Tu hai pensato al problema.,You have thought about the problem.
hai pensato,False,pensare,verb,you have thought / you thought (feminine singular),"thought,opinion",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Tu hai pensato a tutto.,You have thought of everything.
ha pensato,False,pensare,verb,she has thought / she thought,"thought,opinion",,3s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject; also 'you (formal)',Maria ha pensato a te.,Maria has thought about you.
ha pensato,False,pensare,verb,he has thought / he thought,"thought,opinion",,3s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject; also 'you (formal)',Lui ha pensato a una soluzione.,He has thought of a solution.
abbiamo pensato,False,pensare,verb,we have thought / we thought (masculine plural),"thought,opinion",,1p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Noi abbiamo pensato a un piano.,We have thought of a plan.
abbiamo pensato,False,pensare,verb,we have thought / we thought (feminine plural),"thought,opinion",,1p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Noi abbiamo pensato alle alternative.,We have thought of the alternatives.
avete pensato,False,pensare,verb,you (plural) have thought / you (plural) thought (masculine plural),"thought,opinion",,2p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Voi avete pensato a tutto.,You (plural) have thought of everything.
avete pensato,False,pensare,verb,you (plural) have thought / you (plural) thought (feminine plural),"thought,opinion",,2p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Voi avete pensato alle soluzioni.,You (plural) have thought of the solutions.
hanno pensato,False,pensare,verb,they have thought / they thought (masculine plural),"thought,opinion",,3p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Loro hanno pensato a un cambiamento.,They have thought about a change.
hanno pensato,False,pensare,verb,they have thought / they thought (feminine plural),"thought,opinion",,3p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; past participle normally does not agree with subject,Loro hanno pensato alle opzioni.,They have thought about the options.
