term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
andare,True,andare,to go,verb,to go,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular present; uses auxiliary essere,Voglio andare a casa.,I want to go home.
andando,False,andare,to go,verb,going,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto andando via.,I am going away.
andato,False,andare,to go,verb,gone,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Sono andato a piedi.,I went on foot.
andata,False,andare,to go,verb,gone,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Sono andata al mare.,I went to the seaside.
andati,False,andare,to go,verb,gone,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Siamo andati in montagna.,We went to the mountains.
andate,False,andare,to go,verb,gone,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary essere,Siete andate in centro.,You went to the center.
vado,False,andare,to go,verb,I go,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Vado a scuola.,I go to school.
vai,False,andare,to go,verb,you go,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Vai ora.,You go now.
va,False,andare,to go,verb,he goes/she goes/you (formal) go,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lui va piano.,He goes slowly.
andiamo,False,andare,to go,verb,we go,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Andiamo insieme.,We go together.
andate,False,andare,to go,verb,you (plural) go,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Andate subito.,You go right away.
vanno,False,andare,to go,verb,they go,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Vanno in treno.,They go by train.
andavo,False,andare,to go,verb,I was going,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Andavo spesso lì.,I was going there often.
andavi,False,andare,to go,verb,you were going,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Andavi da solo.,You were going alone.
andava,False,andare,to go,verb,he was going/she was going/you (formal) were going,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lei andava piano.,You were going slowly.
andavamo,False,andare,to go,verb,we were going,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Andavamo ogni giorno.,We were going every day.
andavate,False,andare,to go,verb,you (plural) were going,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Andavate tardi.,You were going late.
andavano,False,andare,to go,verb,they were going,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Andavano a piedi.,They were going on foot.
sono andato,False,andare,to go,verb,I have gone,"core,verb",,1s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Sono andato a casa.,I have gone home.
sono andata,False,andare,to go,verb,I have gone,"core,verb",,1s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Sono andata a casa.,I have gone home.
sei andato,False,andare,to go,verb,you have gone,"core,verb",,2s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Sei andato al lavoro.,You have gone to work.
sei andata,False,andare,to go,verb,you have gone,"core,verb",,2s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Sei andata al lavoro.,You have gone to work.
è andato,False,andare,to go,verb,he has gone/she has gone/you (formal) have gone,"core,verb",,3s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject; also used as formal Lei,È andato via.,He has gone away.
è andata,False,andare,to go,verb,he has gone/she has gone/you (formal) have gone,"core,verb",,3s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject; also used as formal Lei,È andata via.,She has gone away.
siamo andati,False,andare,to go,verb,we have gone,"core,verb",,1p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Siamo andati al cinema.,We have gone to the cinema.
siamo andate,False,andare,to go,verb,we have gone,"core,verb",,1p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Siamo andate al cinema.,We have gone to the cinema.
siete andati,False,andare,to go,verb,you (plural) have gone,"core,verb",,2p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Siete andati in centro.,You have gone downtown.
siete andate,False,andare,to go,verb,you (plural) have gone,"core,verb",,2p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Siete andate in centro.,You have gone downtown.
sono andati,False,andare,to go,verb,they have gone,"core,verb",,3p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Sono andati in Italia.,They have gone to Italy.
sono andate,False,andare,to go,verb,they have gone,"core,verb",,3p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,uses auxiliary essere; agrees with subject,Sono andate in Italia.,They have gone to Italy.
